Metabolite name,PPI_Ylip_Ctrl_24hr_13,PPI_Ylip_Ctrl_24hr_25,PPI_Ylip_Ctrl_24hr_37,PPI_Ylip_Ctrl_3hr_07,PPI_Ylip_Ctrl_3hr_19,PPI_Ylip_Ctrl_3hr_31,PPI_Ylip_Ctrl_48hr_15,PPI_Ylip_Ctrl_48hr_27,PPI_Ylip_Ctrl_48hr_39,PPI_Ylip_Ctrl_4hr_09,PPI_Ylip_Ctrl_4hr_21,PPI_Ylip_Ctrl_4hr_33,PPI_Ylip_Ctrl_5hr_11,PPI_Ylip_Ctrl_5hr_23,PPI_Ylip_Ctrl_5hr_35,PPI_Ylip_Ctrl_72hr_17,PPI_Ylip_Ctrl_72hr_29,PPI_Ylip_Ctrl_72hr_41,PPI_Ylip_Low_24hr_38,PPI_Ylip_Low_24hr_46,PPI_Ylip_Low_24hr_52,PPI_Ylip_Low_3hr_32,PPI_Ylip_Low_3hr_43,PPI_Ylip_Low_3hr_49,PPI_Ylip_Low_48hr_40,PPI_Ylip_Low_48hr_47,PPI_Ylip_Low_48hr_53,PPI_Ylip_Low_4hr_34,PPI_Ylip_Low_4hr_44,PPI_Ylip_Low_4hr_50,PPI_Ylip_Low_5hr_36,PPI_Ylip_Low_5hr_45,PPI_Ylip_Low_5hr_51,PPI_Ylip_Low_72hr_42,PPI_Ylip_Low_72hr_48,PPI_Ylip_Low_72hr_54,PPI_Ylip_Osc_24hr_04,PPI_Ylip_Osc_24hr_14,PPI_Ylip_Osc_24hr_26,PPI_Ylip_Osc_3hr_01,PPI_Ylip_Osc_3hr_08,PPI_Ylip_Osc_3hr_20,PPI_Ylip_Osc_47hr_05,PPI_Ylip_Osc_48hr_16,PPI_Ylip_Osc_48hr_28,PPI_Ylip_Osc_4hr_02,PPI_Ylip_Osc_4hr_10,PPI_Ylip_Osc_4hr_22,PPI_Ylip_Osc_5hr_03,PPI_Ylip_Osc_5hr_12,PPI_Ylip_Osc_5hr_24,PPI_Ylip_Osc_72hr_06,PPI_Ylip_Osc_72hr_18,PPI_Ylip_Osc_72hr_30
NAPhe 18:2_Neg,22.97815301,23.30782777,24.10101425,24.68997111,25.26663009,25.46065784,21.79246429,21.7160057,21.46102142,25.61750737,24.35049452,24.51158285,23.40273257,23.16299446,26.20276606,20.26855384,22.46514386,21.54725635,21.03639604,20.22294614,20.68710327,25.7993753,24.25725878,24.39557995,20.03060887,19.37991106,19.74190932,23.62018177,23.15289184,25.58327649,25.73281937,22.28741394,23.20989512,19.15439514,19.27323009,18.64739104,23.49630715,22.90234703,22.22425887,24.66941343,25.64451248,24.62046368,22.45951641,21.38409518,21.73122328,24.45492132,26.43668114,23.38236651,23.45791284,22.86755395,24.8244838,20.6289995,20.73089356,21.05590259
PA 33:1(d7)|PA 15:0_18:1(d7)_Neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.98583986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PA 34:1|PA 16:0_18:1_Neg,26.39984993,27.53419529,27.62228901,27.82472638,27.30455877,28.15898189,25.69309852,26.84055702,27.10938104,27.55523993,27.83033604,28.1242212,28.13612682,28.14612681,28.24862739,26.76769622,26.89166938,27.11033925,29.76016418,28.1441842,29.33670259,27.77404337,27.67303909,27.62932353,29.0743138,28.20287083,29.27298087,28.66307752,27.75081145,27.80223344,28.30376255,27.87416913,28.11684193,28.21543164,27.92918546,28.49616411,24.8986669,25.57467628,26.30879674,27.57257766,26.91366451,27.23113444,26.08602047,25.59795594,25.58635582,27.60874078,27.03333589,28.316506,28.14447179,27.64128711,27.17147925,25.75315669,26.35360989,26.47412898
PE 32:0|PE 16:0_16:0_Neg,21.31761504,21.64473178,21.80170403,20.36838871,19.86968802,20.32220757,20.63642893,20.27778391,20.53312255,19.73539375,20.76372436,20.78905662,20.43737571,21.15242435,19.71649197,20.51196409,20.51032444,20.1159568,20.97792735,21.24291551,21.41744819,20.07188172,20.7782642,20.28278544,20.74112014,20.56907599,21.17974332,21.37751822,21.23815524,19.52085805,19.89722412,21.09911479,20.76401448,21.01573279,20.75978219,21.2686266,20.18374068,20.28985793,20.29965894,20.24808372,19.46339026,19.72588927,19.75726104,20.04243453,19.59403754,20.56784602,19.53609869,20.94938318,20.99728649,19.89141862,20.78485074,20.02189663,19.59913066,19.4209614
PE 32:1|PE 16:0_16:1_Neg,24.41958302,24.2599235,24.82478281,22.89113241,23.44336224,21.71274697,24.68046453,25.32240037,25.09225474,21.95034346,22.79077919,21.81118654,21.67599068,23.25955294,22.59563833,25.02328317,24.81405158,25.08174941,24.94982425,25.88019083,24.50259046,22.45783715,22.93182441,23.17847185,25.98293728,26.09395854,25.14545864,22.95422092,23.67694488,22.86213181,21.32501055,24.35844276,23.4580468,26.18295789,24.72417644,24.8297067,24.0373334,24.56130059,24.89694139,23.6519994,22.85593758,22.24484342,24.83716591,25.02298911,25.18429327,22.89861428,21.17729896,22.41186802,23.37716811,23.21713718,22.03558318,24.82504602,24.77274869,25.26495579
PE 32:2|PE 16:1_16:1_Neg,22.81364247,21.64027862,22.09033897,20.83125212,21.54276605,20.34092374,23.87905288,25.52636043,25.15958861,20.69969271,20.11546704,19.69946672,19.49828394,21.1439916,20.08861797,25.70180543,25.1051819,24.99123372,23.55783328,24.49911779,22.73935522,20.34643333,20.10735148,20.96438225,25.0003444,25.39474636,23.67715175,21.58394052,21.47898993,20.32351401,19.99364117,21.63006709,21.20583369,25.674193,24.37401147,24.31160152,22.32804353,23.25616119,23.08037226,21.18162769,20.61976764,20.19849018,25.02892018,25.14663208,25.31597946,20.27766619,19.48654512,20.93086577,21.20730772,21.59941185,19.99619611,25.39559771,25.42071598,25.77830656
PE 33:1;2O|PE 16:0_17:1;2O_Neg,21.00164678,20.64492569,21.36266102,23.45897316,22.45437397,22.97476557,20.00176485,20.18737614,20.67370943,23.60644978,22.98076379,23.48171671,23.56485737,22.5118771,23.03078964,18.99284353,19.4191126,21.04875897,20.9617777,20.97446347,20.9045569,23.09430814,23.17720972,22.78212855,20.55752809,20.36841374,19.82435135,23.21379099,23.31287968,23.06414545,22.98654974,22.35327614,22.81111899,18.46252014,20.22687892,19.84891442,21.67314559,22.33214434,21.67950799,22.84412915,23.57943912,22.72214579,21.14183578,21.71226986,20.23243871,23.0199775,24.00496056,23.17116365,22.83892189,23.53671084,23.0894877,20.67952097,20.93990373,20.00118047
PE 33:1(d7)|PE 15:0_18:1(d7)_Neg,13.78729516,15.88433688,14.12084073,15.78061863,14.5320523,14.04076955,15.91668384,16.78280105,16.64313756,11.97461323,14.77756423,14.23815289,14.40001163,14.53360955,14.75627049,16.87549983,16.66823087,17.97859314,11.68575885,15.22542919,15.23451814,14.5822364,15.51432141,13.85371183,16.03120764,15.35214204,17.16553306,15.68094388,13.44350002,13.55623656,14.45386898,14.12575679,15.72951605,15.52862855,17.18374855,15.7303762,16.48141506,15.27941518,16.28580762,12.76017965,15.6536882,16.26472139,17.19809591,17.46331779,18.18173674,12.89125566,14.48282945,14.55882668,15.33530763,14.31296931,16.29711506,15.8558677,15.5791978,18.75893893
PE 33:1|PE 15:0_18:1_Neg,24.71554965,24.80566358,25.28092654,21.57360786,22.32047623,21.10130444,25.21191723,25.76401157,25.65351375,21.60026297,20.97253163,20.25701585,20.63356306,21.63570001,21.9355951,25.18641035,25.30465384,25.53412137,25.40083879,26.33160484,25.26470127,20.89614802,21.11682427,22.24264576,26.35287165,26.58252641,25.8195647,21.92388166,21.54724268,22.18199967,20.7115694,22.90873073,22.04581006,26.42929577,25.65971747,25.29692111,23.27290299,23.63889091,24.255416,21.98096907,21.18399408,20.84380795,24.71668281,25.02619765,25.15128002,20.54977466,20.70911822,21.3259881,21.26593024,22.00057905,20.79587185,24.87434161,24.98289247,25.48716498
PE 34:1;O|PE 16:0_18:1;O_Neg,18.3673798,18.11919932,18.75136102,17.72317761,16.93103063,17.58115528,18.49810648,18.47414156,18.69802589,17.59091356,17.88673462,17.94379688,18.30925702,17.99396077,17.80266757,19.57394367,18.9561891,19.06737976,16.4083162,16.35814387,17.29009745,17.60653444,17.54615627,16.73929594,16.70834437,16.22393926,16.4734038,18.68871755,17.35009292,17.07980171,17.86287431,17.35911705,18.168008,16.63525257,16.61348637,16.85778624,16.84560204,17.54584333,17.91933056,18.21047233,16.72033165,16.92598158,18.45259532,18.94986554,17.75146954,17.81326833,17.51979477,18.06953092,17.9576409,17.21022688,17.92112277,19.39939603,19.32173336,19.32344486
PE 34:1|PE 16:0_18:1_A_Neg,20.16152566,19.56599873,19.77697335,20.88810782,22.21034119,19.86111478,20.4360798,21.02676761,20.87823365,21.17637511,20.97196634,20.5362895,20.29933296,21.85023658,21.26111346,21.29966602,20.92776539,21.32800233,19.36591923,20.36797105,18.98701611,20.4807373,20.94832352,20.81341012,20.60509648,20.85207014,19.84216576,21.23198523,20.95424037,21.44098007,20.35598753,19.34502601,20.55491484,21.21589426,20.01153024,20.01837143,19.30819372,20.00360308,20.62626892,21.52912497,20.68275841,20.32475745,19.97121425,20.00356455,20.78156729,20.49695433,20.50625564,21.15524589,21.57082989,21.33709243,21.17863893,20.14669564,20.2860817,20.57262832
PE 34:1|PE 16:0_18:1_B_Neg,31.07106103,30.83199723,31.21036815,27.20248392,28.12444896,26.43168782,30.76159869,31.19401445,30.92790857,27.33631347,26.92125127,26.22486099,26.89122462,27.79855541,28.07784678,30.9039803,30.61620356,30.4419432,30.40705403,30.77588513,30.05628388,26.72935575,27.26027796,27.53581785,31.01295223,30.91449427,30.49976008,27.27015208,27.99735757,27.708834,27.3907436,29.38118867,27.67872517,30.92716023,30.07907311,30.02455008,29.57525979,29.41946106,30.06457098,28.09266537,26.80484528,26.52396842,30.76067233,30.79356232,31.04128129,26.62210116,26.6124869,26.83786969,28.02196008,28.07696472,26.33362823,30.75239988,30.6534413,31.15576928
PE 34:2|PE 16:1_18:1_A_Neg,20.07388871,18.67092334,18.61756702,18.92453177,20.85899715,17.14967519,20.70892523,21.84084651,21.7829755,19.48036762,18.70639521,16.70252947,18.67129011,20.30106013,19.73159768,21.86078654,21.06652377,21.86078654,20.13163882,21.5810183,19.27721463,17.09044135,18.22774678,18.83330813,21.61236137,22.65326943,20.31805426,18.68868614,19.26861734,19.88693591,17.60386433,17.08592001,17.96854985,21.63446261,21.76956248,21.23673085,19.55420208,20.76249044,21.39909455,20.04015501,18.98672231,18.18246158,21.66501206,22.05719839,22.5569946,18.25663487,16.98917238,18.76681273,19.7519322,20.60863903,19.33032226,21.29881907,21.87765818,21.94877355
PE 34:2|PE 16:1_18:1_B_Neg,28.5192967,27.44080251,27.83769987,24.48871292,25.7145957,23.4375258,29.3565482,30.20277198,29.31207108,25.13515683,23.92393886,23.17969668,24.55171944,25.48803851,25.60566807,31.2499846,29.47527808,30.86216258,28.01834339,28.94021412,27.50829332,24.21625102,24.75342776,25.05090447,30.02361141,30.09770335,28.70616258,24.01948189,25.32675243,25.13836556,24.38883401,25.97079734,25.14439463,30.01226105,28.61499068,28.69325223,27.41931486,28.09770035,27.82890391,25.82904986,24.81159706,24.33910103,30.38837348,30.41566791,29.84317734,24.04171243,24.037131,23.62143307,25.46405604,26.30757537,24.00912106,29.94614681,30.70991669,30.05822003
PE 34:3|PE 16:1_18:2_Neg,26.46657051,25.15980356,25.39333705,24.37729872,26.12657256,23.06884812,26.91178272,27.60876506,26.94037099,24.94303934,24.25687373,21.86336948,23.86217659,24.84790252,24.77693741,27.73279883,26.98333933,27.28529484,24.52277133,26.19294011,24.24115617,24.06015526,24.38496614,24.93669914,24.79571564,25.51605411,23.59473218,23.65770124,25.22066689,25.4462719,23.24523757,25.36856392,24.4993013,24.53098958,23.78081188,23.29323539,25.7323436,26.43165297,26.23205441,25.93758383,24.73297589,24.21675722,26.69176501,26.81828288,27.32164965,23.85724529,23.35580456,23.36149344,24.7729731,25.41418828,23.08833257,26.81677991,26.85856897,27.23262263
PE 35:2|PE 17:1_18:1_Neg,24.49563574,23.42151641,23.82737306,21.82513253,22.56607916,20.99680821,25.17659818,25.77686941,25.50485883,22.14681746,21.13025303,20.5806777,21.78905509,22.08439673,22.54117172,26.15503919,25.52549362,25.82481644,24.51258327,25.75497794,24.18191169,21.57583766,21.61469783,22.40203213,25.89583662,26.26760028,24.6148224,21.51825127,22.08145176,22.93175157,21.55391721,22.44304406,22.34990594,26.05568703,24.8121198,24.60028806,23.24618473,24.08763109,23.81675017,22.47737979,22.12874971,21.58887553,26.06625243,26.15977815,26.42353426,20.50245699,21.20033527,21.26967919,21.93614784,22.91591414,21.41549375,26.47620142,26.629398,27.02706937
PE 35:3|PE 17:1_18:2_Neg,22.1827304,20.83684853,21.35274128,21.17411367,22.19897824,19.59159975,22.46789377,23.01768036,22.34158508,21.70113698,20.62254412,18.98631131,20.5640945,20.95511377,21.52386834,23.27681104,22.6224881,22.70167084,21.17709762,22.76425243,20.82202143,20.28191598,20.38196639,21.57326656,21.61724539,22.38212383,20.41523663,20.23307739,21.35658732,22.45590103,20.27907726,21.31875025,21.24885901,21.33975733,20.21926949,19.86480058,21.11551607,22.31564311,21.95862883,22.04369831,21.4384575,20.93900143,22.39873555,22.70318901,23.31400598,20.16866209,20.0246099,20.40163961,21.00786154,22.01094703,20.08915631,22.69396534,22.79591526,23.2410262
PE 36:1;2O|PE 18:1_18:0;2O_Neg,22.96143444,22.96619627,23.29112909,23.2874531,22.47760455,23.12039713,22.67707059,22.56661224,22.77116905,22.90160934,23.38714627,23.42727346,23.6099591,23.37895477,23.06508841,22.78116295,22.51107292,22.76219904,21.21488702,20.9409518,21.47784942,23.12947047,23.38163602,22.50289749,20.30347883,20.1402502,20.45622108,23.67709781,23.5084562,22.58002723,23.16981322,22.92577264,23.04266971,20.29151763,20.18445524,20.311055,21.98745683,22.5416722,22.66219689,23.18900229,22.77708968,22.50166899,22.67681186,22.87358642,21.91251155,23.34343991,23.10680835,23.43686235,23.33906883,22.84264558,23.04826932,22.85220223,22.79174126,22.82345503
PE 36:1|PE 18:0_18:1_Neg,25.40012459,25.52150495,25.61397491,22.84270195,23.72652651,22.06758106,24.73627862,25.02231686,24.87840575,22.46909015,22.42951807,21.99848969,22.01458948,22.83432343,23.11472061,24.88305876,24.76062452,24.56644999,25.63155458,26.12622327,25.29926059,22.29445097,22.82674577,22.92339954,26.29628285,25.4911047,25.4279028,22.73451897,23.98179227,23.10045494,22.92392772,26.17046977,22.94474447,26.86315702,24.68127182,25.26331055,24.58929057,24.27827928,24.68642067,23.69784738,22.56395294,22.31290775,24.90911434,24.86193378,25.05582679,22.6380421,22.07351387,22.29421058,22.93038487,23.04523011,21.70222358,24.77222793,24.68912866,24.96591958
PE 36:2|PE 18:1_18:1_Neg,30.93935736,29.94109459,30.34563138,26.91599692,28.18750849,26.21230994,31.26289577,31.38562412,31.23012266,27.50513475,26.71924057,25.92661525,27.28325286,27.73976524,28.19381709,31.96473657,31.14867193,31.36867598,29.97998741,30.75061874,29.69037071,26.87561471,27.43811507,27.25278505,31.16598191,30.97858729,29.88905802,26.72752645,27.77531262,27.78952192,27.31376674,28.28639431,27.43234664,31.13605226,29.78465789,30.1622566,30.03863731,30.04820255,29.90013524,28.01912915,27.24727469,26.70933665,31.5233201,31.40898078,31.67635926,26.47081325,26.55047399,26.30568514,27.703298,28.07240093,26.55489131,31.46348363,31.58116692,31.66992868
PE 36:3|PE 18:1_18:2_Neg,29.65943747,28.48527397,28.83068225,26.34047674,27.80459596,25.46502456,29.89950528,30.35124193,29.89135503,26.94273968,26.34834761,24.79807189,26.27413348,27.00441725,27.1032368,30.49615842,29.99876259,30.10898165,27.65270756,28.98281448,27.3104087,26.27934093,26.75664355,26.63841154,27.92451928,28.33525719,26.6872279,25.97062458,27.09016495,27.14973188,25.84957322,27.76821202,26.55525925,27.75368303,26.52780706,26.42808922,28.42085874,29.23096873,28.82181402,27.79340846,26.92835846,26.18349678,29.69237284,29.71683608,30.28621918,26.03486091,25.73263259,25.69992575,26.87200355,27.60562273,25.6793199,29.788288,29.78318177,30.09937881
PE 36:4|PE 18:2_18:2_Neg,26.3268576,24.82977685,25.27877512,24.95928409,26.99078955,23.59510813,26.46883057,27.11131121,26.38026441,25.78049788,24.81439294,22.72194269,24.4107273,25.37898044,25.4973807,26.96745173,26.36562998,26.33988151,23.65491925,25.78731399,23.22777511,24.75689347,25.06738302,25.42429529,23.24265505,24.00493679,21.97038676,24.21789592,25.71384603,26.07763382,23.63274984,25.60269636,24.57441793,22.46884333,21.78498403,21.33297425,25.73339236,26.54057344,26.13069268,26.81316644,25.41757565,24.86064589,26.22583367,26.35107739,27.06658185,24.61750329,23.857421,24.00903226,25.23335296,25.9685467,23.5785034,25.88048191,25.99756015,26.43697468
PE 38:2|PE 18:1_20:1_Neg,25.58993375,24.86036203,25.09213555,21.87632912,22.65011723,21.05777511,25.25609621,25.79686301,25.30828944,21.98909555,21.55614398,21.06239454,22.00894554,22.13819487,22.7373262,25.73113458,25.26359421,25.15003201,24.40627704,25.32898617,24.24875801,21.38949033,22.10874473,21.87288932,25.48297563,26.00026844,24.74405906,21.54140894,22.44601994,22.1097261,22.23985847,22.84952915,22.01974215,25.6753193,24.89312203,24.69389233,24.52793359,24.49875603,24.22639774,22.60943366,21.92033827,21.47064988,24.93052313,24.80746935,25.16289048,21.33708171,21.77477995,21.2372826,22.38222705,23.14154114,21.49665605,24.8214357,24.77067786,24.79414622
PE 38:3|PE 20:1_18:2_Neg,23.88075044,23.07948291,23.405422,22.00187046,23.08835757,20.98033017,23.90928126,24.3886443,23.64362715,22.35558454,21.69591779,21.01214912,22.15928017,22.15764535,22.57590663,24.17205758,23.7852929,23.61866397,21.63390819,22.90383666,21.15953727,21.52048255,22.15772703,21.67963364,21.69542509,22.46390661,20.7914346,21.63445747,22.61960227,22.60892738,21.88962329,22.48544686,22.00854325,21.60653456,20.95778506,20.22626709,22.79563714,23.20531754,22.92072466,23.23481899,22.16642643,21.35850177,22.74296976,22.72709317,23.29875664,21.77442997,21.67634296,21.43764089,22.41308279,22.93264915,21.2560602,22.47072326,22.3183654,22.65569518
PE O-34:2|PE O-16:1_18:1_Neg,13.65178019,NA,NA,NA,NA,NA,NA,13.30391439,NA,NA,NA,NA,NA,NA,NA,13.58683815,NA,NA,NA,13.317822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.264034709,13.98304587,NA,13.09683739,NA,NA,NA,NA,NA,14.64376637,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE O-36:2|PE O-18:1_18:1_Neg,NA,NA,NA,10.64560097,10.66365959,12.26584369,13.14075294,NA,NA,12.2393984,NA,NA,NA,11.21514061,8.909576039,NA,12.50051099,NA,12.71157338,NA,NA,10.49059518,NA,NA,10.98165428,NA,NA,10.29105617,NA,10.38535683,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08433226,12.55927496,NA,NA,NA,NA,13.31712438,NA,11.86282735,NA,NA,NA,NA,NA,NA
PE O-36:3|PE O-18:2_18:1_Neg,14.47111006,16.81204512,15.4781861,13.48669737,13.015577,14.49096546,14.97821165,15.49387044,15.69060132,13.56283127,13.76599351,15.76609134,16.2141678,13.63087271,13.38210053,15.23388503,14.74391528,15.58487489,13.66155509,11.93156445,12.04126757,14.74312568,16.00142486,14.40127703,13.65952248,13.96023793,12.22297996,13.38322386,15.40887873,13.3574008,14.71440599,14.84208101,13.7053461,14.40972881,13.20427764,11.86209287,14.24769389,13.39580516,15.89011636,13.81140638,14.19101008,14.86784903,15.71470164,16.165487,12.72728973,14.33385529,16.17607842,13.82026287,15.27920085,13.3420891,13.13529179,15.84931839,15.04102531,17.15823426
PE O-38:5|PE O-18:1_20:4_Neg,NA,NA,NA,NA,NA,11.93902206,NA,13.72017796,NA,NA,NA,NA,9.147064,11.80629881,NA,13.00624154,NA,NA,NA,13.26013901,NA,11.93875946,NA,NA,11.9268513,NA,NA,11.94706994,12.42774329,NA,12.19541446,NA,NA,NA,14.66837572,NA,13.60580256,NA,12.71406025,11.01990318,12.5820521,NA,13.91501953,13.59787174,13.92028401,NA,NA,NA,NA,NA,12.50879615,NA,NA,NA
PE O-38:6|PE O-18:2_20:4_Neg,14.13923303,13.33240709,12.24081183,12.01892133,12.08588439,13.59736005,11.9935462,13.38862652,11.98777005,13.1082895,12.48189503,14.43480898,13.21155919,12.77004904,12.53472763,12.64037364,NA,13.56898179,11.12258781,NA,9.311373461,13.71958631,14.23291032,9.838185312,NA,NA,NA,15.394226,15.57295062,12.08955529,14.68174091,12.80903051,12.89163517,NA,NA,NA,11.59566587,12.12939185,12.97018566,11.98326329,12.71305098,12.06489186,11.50742152,13.43153464,12.57133017,13.30153963,13.87611655,14.14769102,13.90933673,12.78748461,13.29135052,NA,12.27910446,NA
PE O-40:5|PE O-18:1_22:4_Neg,10.3582805,9.329113756,13.13710048,7.84119333,8.691927312,NA,9.064866911,11.07732052,13.15522341,12.82795079,NA,10.44722137,NA,NA,NA,10.80095502,10.66231984,NA,8.651339913,NA,NA,9.726529423,NA,9.815408598,13.54067425,15.51200341,NA,NA,15.53189468,8.330095061,10.10430279,9.873374915,NA,NA,NA,NA,10.4649991,NA,NA,NA,10.66795316,8.227580668,10.86558764,11.3913577,NA,7.910001127,9.748809488,NA,11.9138701,8.619763207,9.299089943,12.76444714,NA,NA
PE O-40:7|PE O-18:1_22:6_Neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.84524886,NA,10.71585826,13.37796276,NA,NA,NA,NA,NA,NA,NA,11.02089015,NA,9.363997016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PG 32:1|PG 14:0_18:1_Neg,19.43657039,19.75566352,19.66124037,22.08959022,22.081867,22.05078698,20.19750983,20.29531092,20.77615079,21.16978924,22.29356496,21.67940937,21.81425866,22.50277356,21.46055646,20.71816788,20.12364454,21.38824689,21.63997686,21.87531503,21.13099665,22.10562556,22.04030786,22.10765459,21.85135496,22.0058648,21.18034334,22.23329192,22.10302303,21.30600375,20.54492299,21.13591871,22.04565548,21.39280614,20.80328018,20.57302893,21.17362532,21.62881432,22.28011117,21.84336813,22.3119015,22.24544559,21.35697156,21.16416625,21.06267379,21.78531236,20.89476641,22.50812359,21.97940331,21.68101817,22.21488143,21.36871186,21.8439149,21.65219674
PG 33:1|PG 15:0_18:1_Neg,18.64486132,19.02438908,19.68447614,20.20970239,20.30841306,20.39514222,19.67366159,20.38284111,20.24333446,19.76006597,20.14002348,19.913387,19.70815482,20.37281794,19.98854189,20.0510736,20.03218102,20.77402236,21.80311478,22.21058286,21.53407267,20.40619276,19.68488308,20.52861519,21.42486154,22.27604316,21.0914106,20.48497048,19.77870795,20.3894421,19.44355294,19.37045087,20.26553925,21.0998091,20.93103762,20.4241226,19.31893543,20.14291377,21.01489154,19.81395119,19.79331349,20.28728355,20.64691546,20.87735615,20.50990963,19.5791227,19.51447028,20.58973215,19.67860099,19.53501059,19.81123601,20.74616368,21.16523993,21.61164398
PG 34:1|PG 16:0_18:1_Neg,25.33515039,25.28464095,25.67346064,25.53847509,26.21115683,25.76653261,25.61983628,25.90121029,25.95113353,25.96738303,25.84850983,25.55927582,25.76326259,26.17381274,26.17742539,26.32560461,25.84763032,26.3207221,26.96394163,27.20553251,26.51926683,25.94584253,25.69587958,25.68155267,26.54852466,26.87942712,26.1518612,26.12941466,25.919343,26.06350711,25.73664063,25.92645835,25.72611621,25.9400942,25.51019682,25.51033594,25.35846179,25.77508616,26.52263684,26.02685335,25.41909194,25.70099029,26.78545331,26.88441964,26.65800924,25.8417297,25.85862414,26.06727448,26.05202953,25.70531881,25.74774644,27.07934715,27.27226896,27.33508061
PG 34:2|PG 16:0_18:2_Neg,24.08720462,23.74893361,24.30973392,26.2808126,26.95056717,26.3216715,24.4911728,24.77563887,24.69813541,26.2046993,26.36522659,25.93478402,25.80226261,25.80931295,26.10978078,24.90921196,24.59434293,25.25890715,24.69285735,24.4666428,23.40401599,26.32046052,26.37079838,26.51378753,22.96025034,23.60721083,23.86417071,26.49955103,26.29458576,26.58749511,25.46260239,25.12072212,26.09401516,23.41815213,23.17061963,22.93898457,24.10153278,24.68559077,25.42508945,26.63152128,26.06203005,26.36449775,25.00792134,25.19756218,23.95608133,26.19391426,25.84342046,26.54525124,26.24158354,25.85197189,25.71048569,25.33121518,25.52094833,24.91883863
PG 34:2|PG 16:1_18:1_A_Neg,17.97730889,16.46591338,24.30690187,26.28438588,26.95056717,21.55799803,19.95380658,24.74886986,24.66449129,26.19974612,21.58767255,20.96494543,25.77730438,24.85845817,26.10501005,20.40563974,20.16992528,21.19126856,24.69285735,24.46703595,23.70299961,21.8103892,21.85356762,26.50584434,23.71446358,25.05592118,23.86417071,22.67699279,26.26440252,26.58749511,20.82951182,20.39157568,21.87405583,23.45064758,23.17061963,22.90861837,20.42873903,21.29686076,25.39550157,26.63626509,21.82291785,21.97093611,24.97102116,25.16378558,24.12221769,21.43026787,20.74625838,22.80533107,26.20478807,25.85197189,21.37074228,21.1737958,22.03508142,24.45064221
PG 34:2|PG 16:1_18:1_B_Neg,21.46282696,22.57332159,22.06456561,21.8133077,25.39457168,22.06135228,21.25598817,21.79214892,22.02013652,26.60067569,21.74487197,21.72822027,21.78175269,21.38159574,26.5559884,21.2579814,21.43703373,21.66694549,23.8667497,26.59710386,23.65740638,21.66390477,20.99756297,22.1974193,27.08140744,25.7319941,23.64244156,21.15153995,21.75697972,26.85463887,21.32862751,21.70988023,21.55698007,23.23718144,23.3192484,23.86874072,20.36558303,19.84796398,20.92281968,25.27706065,21.04654272,22.03686591,20.96745434,21.4009253,23.3902796,21.54409806,21.44938159,21.58083087,22.22377859,25.60948844,21.24212825,20.21578657,21.5775987,21.52525206
PG 34:3|PG 16:1_18:2_Neg,20.05294338,19.77390646,20.00948339,24.01471349,24.3824578,23.46309382,20.50734282,20.78855104,21.10773677,22.74778693,23.84678014,23.20206411,22.91540207,23.33938804,22.49876661,20.86155584,20.19481939,21.39494025,20.83755861,21.84625805,20.81586588,23.53692997,23.87210568,24.0694154,19.82899941,20.8724131,19.95788812,23.89454922,23.68360137,23.32338073,21.6734087,21.74659515,23.3340324,18.88337509,19.6788831,18.91722827,20.67658819,21.44346767,22.21763143,23.93263054,23.56143922,23.87211394,20.7813876,21.10517905,20.7441647,23.51752274,21.94687308,23.95591167,23.37660931,23.00064506,22.90107083,21.03443256,20.93365433,21.41282913
PG 34:4|PG 18:1_16:3_Neg,18.66559997,18.63863891,18.81970731,21.02130821,24.5501786,21.08596612,19.34629303,19.79366354,20.16751904,25.91886957,21.02620254,20.44361511,20.90964822,20.01130931,25.55927227,17.78572282,19.44219432,19.28014854,19.24075069,22.87628232,19.60907811,20.37123962,20.16712914,21.22936691,21.55001322,20.85783806,18.6937249,19.94277309,20.92749333,26.20476049,19.59506241,19.4640719,20.42740815,15.69412371,17.06469166,18.01307373,18.30488528,18.08023697,18.67117703,24.77441061,20.59546348,21.16100446,20.22592094,19.97896611,21.90914014,21.02695881,20.33327556,20.74174974,20.94834654,24.8636623,20.33122771,19.40339918,19.81928316,20.68787275
