Metabolite name,PPI_Ylip_Ctrl_24hr_13,PPI_Ylip_Ctrl_24hr_25,PPI_Ylip_Ctrl_24hr_37,PPI_Ylip_Ctrl_3hr_07,PPI_Ylip_Ctrl_3hr_19,PPI_Ylip_Ctrl_3hr_31,PPI_Ylip_Ctrl_48hr_15,PPI_Ylip_Ctrl_48hr_27,PPI_Ylip_Ctrl_48hr_39,PPI_Ylip_Ctrl_4hr_09,PPI_Ylip_Ctrl_4hr_21,PPI_Ylip_Ctrl_4hr_33,PPI_Ylip_Ctrl_5hr_11,PPI_Ylip_Ctrl_5hr_23,PPI_Ylip_Ctrl_5hr_35,PPI_Ylip_Ctrl_72hr_17,PPI_Ylip_Ctrl_72hr_29,PPI_Ylip_Ctrl_72hr_41,PPI_Ylip_Low_24hr_38,PPI_Ylip_Low_24hr_46,PPI_Ylip_Low_24hr_52,PPI_Ylip_Low_3hr_32,PPI_Ylip_Low_3hr_43,PPI_Ylip_Low_3hr_49,PPI_Ylip_Low_48hr_40,PPI_Ylip_Low_48hr_47,PPI_Ylip_Low_48hr_53,PPI_Ylip_Low_4hr_34,PPI_Ylip_Low_4hr_44,PPI_Ylip_Low_4hr_50,PPI_Ylip_Low_5hr_36,PPI_Ylip_Low_5hr_45,PPI_Ylip_Low_5hr_51,PPI_Ylip_Low_72hr_42,PPI_Ylip_Low_72hr_48,PPI_Ylip_Low_72hr_54,PPI_Ylip_Osc_24hr_04,PPI_Ylip_Osc_24hr_14,PPI_Ylip_Osc_24hr_26,PPI_Ylip_Osc_3hr_01,PPI_Ylip_Osc_3hr_08,PPI_Ylip_Osc_3hr_20,PPI_Ylip_Osc_47hr_05,PPI_Ylip_Osc_48hr_16,PPI_Ylip_Osc_48hr_28,PPI_Ylip_Osc_4hr_02,PPI_Ylip_Osc_4hr_10,PPI_Ylip_Osc_4hr_22,PPI_Ylip_Osc_5hr_03,PPI_Ylip_Osc_5hr_12,PPI_Ylip_Osc_5hr_24,PPI_Ylip_Osc_72hr_06,PPI_Ylip_Osc_72hr_18,PPI_Ylip_Osc_72hr_30
13-Docosenamide_Pos,24.15892342,24.07085517,24.8466496,24.03038498,25.84500603,24.15093623,22.26958335,21.84183505,24.77384863,24.16844684,24.644027,25.91303634,24.86279752,23.58759817,23.21621142,23.38868288,24.45401061,22.95131672,23.53333736,24.91887378,24.21166786,24.43612521,24.18058598,24.07094674,24.60435898,25.44100798,25.98171142,25.22428243,25.69247692,25.20457732,23.69920977,24.09119669,24.28202283,23.47538617,23.91592217,23.68381354,24.58844796,24.98562747,24.13044855,24.3747326,24.47860716,24.15534577,24.1122615,23.35967461,23.1986113,25.70851357,25.31425802,25.08731202,24.46704646,24.80497146,23.79071337,22.31032694,22.05516919,23.23489497
Benzyl butyl phthalate (also known as chemical regent)_Pos,16.33964044,NA,18.14819064,22.21706391,18.72041592,17.29425763,14.6665106,20.23030275,22.71637265,19.86022068,17.78404156,16.13602606,17.32612442,17.14748034,21.65854534,16.08418872,17.51714652,16.91030113,20.63537714,19.88078496,17.08507998,17.1069322,18.89807824,23.39475732,18.16451855,19.8623511,16.73641793,16.40745911,17.78176262,17.74566174,17.07156381,15.07116407,19.25191705,21.14771573,17.17006133,18.04861861,17.66241827,20.96381477,17.0487665,18.0428518,16.78524035,17.32023949,18.19367925,17.1102764,18.31678746,17.97813395,17.52340032,18.45611121,20.00915843,18.22283715,17.43168268,14.69229581,14.80512952,19.60758925
Cer 34:0;2O|Cer 18:0;2O/16:0_Pos,17.14389399,16.33825618,17.96811235,17.23327947,17.33106515,20.66976309,15.89828452,20.87616475,17.3435248,17.66126811,18.99614721,18.85327264,18.74636115,17.95888175,17.03810619,15.68560318,17.16342486,16.13400633,20.10124096,19.33273059,19.80012077,19.19672358,18.10279865,18.14905384,19.93399507,19.93687424,20.61382088,19.98866992,19.96046885,18.46006993,19.18659418,21.21224939,18.56502209,21.8537274,20.74169136,21.69133401,18.32896082,18.38451035,17.50016404,17.30074316,18.31407654,20.03818077,17.14232091,16.84410481,17.09812031,18.98662596,17.93733189,18.23283791,18.82477994,16.8408611,17.9506513,16.43269212,15.73283581,16.46200899
Cer 34:0;3O|Cer 18:0;2O/16:0;O_Pos,18.07786704,18.3073838,17.51552935,18.08824738,18.15436436,19.39463693,17.11651595,17.62477843,18.298178,17.76832317,19.06697833,19.17154439,19.09536571,18.59536207,17.76829998,17.35889664,17.16432656,16.70674804,22.3956819,21.43537142,22.47586914,19.17046192,17.95899033,17.9327714,22.09407618,21.87100051,22.55302635,19.78774246,21.09502167,18.38298185,19.89068696,22.2495903,18.59666763,22.75115049,22.96458755,23.40514898,18.35901994,18.27634083,17.89190447,17.82265677,17.83632627,19.33391814,17.10008308,17.30561096,18.20533456,18.39695161,18.59410795,18.25007091,18.04912295,17.39529238,17.57760438,16.67631052,16.5344209,17.11305756
Cer 34:2;3O|Cer 18:2;2O/16:0;O_A_Pos,20.37423239,20.0187876,19.43676482,21.52335001,20.44809812,23.40076198,18.87539392,18.80265847,17.98753673,21.49030621,23.23252204,23.49352261,23.70341896,22.54937935,21.5682634,19.03002826,17.32487852,18.39946174,19.10494419,17.66299493,19.51620834,23.12226546,22.23575578,20.46766007,17.57076238,16.75122919,17.58765648,23.436028,22.10802371,21.86115294,22.76190937,21.2405228,22.33134452,17.68138495,17.78626298,18.18929893,20.43177558,19.40015662,20.67696964,21.18650818,22.36881385,22.70865521,18.18804016,18.42162399,17.63554625,23.45041461,23.25815256,21.76026316,23.20428683,21.56520342,21.97434254,18.21900147,18.26317674,18.21313984
Cer 34:2;3O|Cer 18:2;2O/16:0;O_B_Pos,19.04493571,18.7805866,17.16555611,19.5346196,18.81379518,21.38574148,17.3871686,17.41041637,15.17804724,19.69616113,20.90323904,21.54641361,21.44161714,20.83241923,19.5877257,17.58371798,15.64684533,16.17679348,17.81849361,17.60974734,18.33989261,21.02845535,19.96549956,18.51362667,16.9196497,16.24673197,17.00326349,21.64875666,19.8837848,20.50970443,20.80148925,20.03193573,20.28768205,15.95275813,17.87794835,18.25999504,17.84355597,16.33613566,17.69480197,19.56449692,20.27699736,20.88540196,14.26934991,14.43115107,16.52974078,21.16009915,21.1408473,20.0029958,20.91420868,18.83513754,19.95843935,15.25758709,14.90808501,15.45404969
Cer 34:3;2O|Cer 18:2;2O/16:1_Pos,18.36734367,18.19375116,17.32621573,19.71388794,18.44535468,21.54833195,17.05532785,16.94984946,15.74559581,19.52122319,21.45188319,21.61303141,21.84549174,20.647765,19.61294503,17.05662,14.76663573,16.41520507,17.06642307,13.84110678,17.48488642,21.27933363,20.36913807,18.44551647,15.1721349,NA,14.26697941,21.58159067,20.13825461,20.03149735,20.96882748,19.4344951,20.40160131,15.62959868,15.31037805,16.07412115,18.54458635,17.34879792,18.66427023,19.39506591,20.51726945,20.84024315,15.46860001,16.13296361,15.49757394,21.65313718,21.37977037,19.87743153,21.3265526,19.63596414,20.08940098,16.44820499,16.30234143,16.16608322
Cer 35:2;3O|Cer 19:2;2O/16:0;O_Pos,20.60596413,20.27492878,19.63758507,20.19761231,19.35279572,22.22724698,19.45362608,19.48447677,18.73682668,20.22633701,22.12371559,22.15175515,22.62922333,21.7723958,20.32118827,19.7975059,18.62770588,19.30327742,18.95564276,17.41556004,19.38068102,21.86067125,21.13406692,19.2952669,17.38525678,16.3142919,18.81778732,22.11409849,20.98683592,20.5440911,21.60016243,20.41007899,21.33407745,17.98366664,18.38927119,19.0584855,20.56877398,19.52638364,20.75423584,19.98274471,20.970403,21.47811006,18.76900775,19.15433966,18.46395115,21.99917956,22.14340156,20.55926452,22.06571568,20.47934797,20.9424164,19.49744105,19.43945213,19.10981119
Cer 35:2;3O|Cer 19:2;2O/16:0;O#_Pos,18.55100618,18.14254856,15.03025365,17.57033633,17.51093693,19.67545177,17.17332929,17.45864394,13.5924049,19.28183673,20.06235104,20.14924706,20.60849585,19.87543714,19.23903792,17.36705998,14.85667807,15.96685864,17.15101937,15.2053099,17.50714529,19.3009201,18.30293778,16.73887168,15.38124539,NA,16.52749999,20.26058035,17.8957439,20.00554231,20.7316858,17.99221821,19.56442147,15.41878013,17.69914327,17.77310554,16.57382655,NA,17.28531004,18.04348153,18.81408058,19.29382882,NA,15.89620861,16.5208148,20.08418647,20.73096765,18.66246508,20.20702688,18.44760678,19.16098914,16.69767544,16.58091013,16.44284177
Cer 35:3;2O|Cer 19:2;2O/16:1_Pos,24.18257489,23.78374653,23.42156848,23.7721427,22.89178782,25.79099396,23.06980515,23.04647001,22.17039115,23.7532266,25.66962453,25.66503267,26.2020614,25.31513868,23.92081184,23.3863271,22.31776044,22.82117888,22.49288426,21.1947089,22.87135505,25.43339803,24.67964039,22.91568007,21.30509937,21.05172206,22.01482697,25.67936384,24.56280172,24.1617693,25.16947746,23.91378925,24.83797446,21.61772272,22.12435682,22.54401995,24.11396828,23.30956955,24.37392837,23.52755955,24.50718524,24.9940506,22.44568743,22.74012528,22.0695904,25.55006844,25.80090538,24.13704435,25.61447814,23.99507479,24.47877367,22.99185066,22.94928832,22.67213266
Cer 35:3;2O|Cer 22:3;2O/13:0_Pos,22.4209957,21.99392015,21.60204364,21.97723341,21.11122623,24.00010508,21.27864839,21.28382884,20.44147737,21.88504332,23.84511027,23.87525107,24.41436821,23.52878142,22.10093012,21.62448441,20.51008485,21.04576856,20.70373144,19.30437245,21.01167345,23.62870712,22.87030636,21.12779087,19.44270207,19.26079122,20.15628061,23.90044425,22.7841911,22.30243164,23.35209809,22.04047158,23.03853575,19.72943619,20.23859595,20.74676006,22.30481515,21.39668313,22.5875579,21.71274428,22.70195615,23.22271739,20.64716925,20.90996391,20.21821838,23.77317006,23.97320179,22.33472458,23.82692795,22.16819709,22.68567851,21.21385076,21.20889205,20.87374445
Cer 42:0;3O|Cer 20:0;2O/22:0;O_Pos,20.22931367,20.06812433,19.45688167,20.30794579,19.10384099,22.43538847,18.36914055,19.33967601,18.32335524,20.22804508,22.00881738,22.3830264,22.13619239,20.81143945,19.76824431,18.69539532,18.01433322,17.69960248,23.28905468,21.87536882,23.65405046,21.69710482,21.11035723,19.44374807,22.78253787,22.01042896,22.9772428,22.27944207,21.44321497,20.46043088,21.85364869,22.32521867,20.71392482,23.13913712,23.30700004,23.91583453,20.42341318,19.1341244,19.39148476,20.25656983,21.22285854,21.6424758,17.52921104,17.20109154,17.67222434,22.78782963,22.02692585,20.21922222,21.86195959,20.42198179,20.6543189,15.94752812,16.84007703,16.76644339
Cer 42:0;3O|Cer 22:0;2O/20:0;O_Pos,14.10261614,13.55686954,NA,13.79898485,NA,17.18606609,NA,13.80484831,13.0263915,NA,14.37002269,14.84453584,17.00611997,14.71584227,14.90723608,11.43750578,NA,NA,18.42230862,15.98135145,17.6542392,15.65704701,14.04735665,14.12076281,17.80591172,16.87676472,17.45362266,16.775136,16.06776943,14.71764261,16.01524168,16.67822622,14.10786121,18.06193973,17.48081563,18.69197003,15.149641,NA,13.70481986,13.59710266,15.55922396,16.2896304,NA,11.86905574,13.30177776,16.7455265,15.23799485,NA,16.34521748,14.96813907,13.25540636,NA,7.217277374,NA
Cer 42:0;4O|Cer 18:0;3O/24:0;(2OH)_A_Pos,22.60601484,22.64476493,22.14019799,23.09868372,17.67827234,25.50038112,21.17006926,20.90638009,20.44859097,22.75223827,25.15772813,25.10406598,25.61471193,24.59330969,22.92896527,20.85574503,20.33039638,20.47893205,23.96188074,22.89862664,24.56669438,25.00405337,24.29189431,22.72586784,17.96385458,21.92472803,23.21656311,25.10031013,23.82576088,23.49057413,24.77982792,24.30435762,24.08647773,23.71062582,24.21629916,24.63971749,21.92390367,21.17014036,22.63180217,22.74964403,24.55865231,25.11430455,18.53140859,19.97473806,18.81889639,25.55073902,25.26948697,23.68512038,25.03893527,22.88602567,24.08044,18.52448367,19.12759091,18.89999907
Cer 42:0;4O|Cer 18:0;3O/24:0;(2OH)_A#_Pos,18.68093936,19.03406261,17.87316973,19.35894406,18.99496812,21.97650101,17.16201965,17.56547001,15.62278492,19.07346888,21.77146226,21.50659325,22.30745784,21.34597088,19.20242545,16.7478009,NA,16.23920238,20.81384262,19.06976326,21.30191479,21.6742675,20.71086305,18.75784134,19.28597332,17.36224265,19.29715202,21.81594007,14.04526713,12.73786044,21.39517249,20.77767515,20.41898959,20.20579736,20.74518262,21.21298283,18.15599251,15.81653041,18.87321423,19.08896902,21.16746635,21.78162235,NA,15.33853936,13.87412317,22.10774033,21.77456336,19.72564309,21.65170341,19.27751655,20.49445453,14.04932739,14.88309819,13.81442061
Cer 42:0;4O|Cer 18:0;3O/24:0;(2OH)_B_Pos,23.71526191,23.6519251,22.76069173,22.39238437,22.13568851,24.93482304,22.11478249,21.9099953,21.190549,22.67065587,24.70447802,25.30078672,25.05727905,24.14590761,22.91508223,22.19095605,21.11937402,21.20598262,24.35726289,22.9035284,25.04939419,24.39581299,23.29050643,21.92106335,23.75643389,22.97097589,24.51138831,24.9028342,23.47579352,23.28820593,24.34119822,23.87410388,23.74281174,24.58789297,24.48076423,25.23203839,22.7105551,21.1818877,22.59330872,22.04369298,23.31274668,24.36946558,20.24506901,20.63639059,20.80140757,24.85485063,24.58730393,23.10235172,24.3915476,22.79167248,23.49473445,20.8996346,20.6853408,20.34733796
Cer 42:1;4O|Cer 18:0;3O/24:1;(2OH)_A_Pos,NA,22.13833867,21.4158744,21.05293801,21.60487696,NA,21.83264556,13.22842071,20.21085684,20.93978701,NA,23.36447799,23.6342252,22.60464484,21.1603003,NA,20.66095684,20.8313742,21.16619616,19.54568633,21.79910135,23.59085796,22.67322056,21.22455076,20.34043744,18.29666513,20.44480951,23.15702075,21.73815269,22.01440139,22.3667763,21.97930236,21.7198565,20.95174886,21.07531961,NA,22.13485194,21.09386521,22.72707353,21.1456283,NA,23.86607092,19.03753924,19.94695912,19.3860118,NA,23.11363143,21.92481704,22.76100687,21.21413501,NA,19.48467359,19.31680467,19.59701836
Cer 42:1;4O|Cer 18:0;3O/24:1;(2OH)_B_Pos,22.0319678,22.13228069,15.79069956,14.69829085,15.47596295,24.00588166,21.82257277,16.87974157,9.320202176,16.07017991,23.7803264,23.35681945,19.03004327,17.41698195,16.04559331,21.42777037,13.74056106,16.02074657,15.8099481,13.41271352,21.78988423,23.58044791,17.75556673,15.35908828,14.53364033,NA,14.47253223,18.24203834,14.56887404,17.48825646,22.3579462,17.76382941,16.717517,16.40200108,21.06597411,21.89001351,22.12514732,15.19833023,17.37887138,15.70816603,23.02885195,23.81641009,13.53019869,15.0386878,14.17916692,23.95546289,23.10605676,16.1378071,17.6926781,15.78590743,22.63007444,19.4762872,13.76931271,16.50150853
Cer 42:1;4O|Cer 27:1;3O/15:0;(2OH)_Pos,22.04208112,22.13833867,21.4158744,21.05274046,21.60487696,23.97276597,21.81632662,21.1481861,20.21085684,16.07017991,23.7803264,23.36447799,23.6342252,22.60464484,21.1603003,21.43251515,20.66095684,20.8313742,21.16660817,19.54653648,21.79910111,23.59085786,22.67322056,21.2241156,14.53364033,18.29666513,20.44480951,23.15702075,21.73815269,17.918608,22.36677653,21.97930236,21.72593517,20.95174886,21.07531961,21.89961216,22.12985211,21.09790147,22.72707353,21.14607962,23.04075575,23.86607092,13.53019869,19.94695912,14.17916692,23.96669404,23.11363143,21.92481704,22.76193133,21.21413501,22.64133781,19.48467359,19.31680467,16.50155775
Cer 44:0;2O|Cer 18:0;2O/26:0_Pos,16.18390745,15.49400721,18.1492275,17.38686222,17.38136778,17.37096784,15.44458713,19.61225103,18.15516533,17.1755535,17.58992089,18.12193234,17.65750568,16.48589484,17.35495423,15.49155194,17.70763714,16.25766235,16.07658566,17.75370409,16.6507817,17.07838122,18.08286061,17.7078143,17.72390645,17.92025877,17.77023398,17.09116134,16.74558391,16.97651171,16.1001916,16.3973655,17.64908228,17.5524819,16.47596067,17.29160453,16.88450839,18.52491299,16.95142477,16.81578165,17.19306272,17.21727537,17.10095259,15.7468978,16.20543449,17.58726268,17.67189796,17.99310802,16.56957225,16.52066474,16.75064144,15.4631991,14.09569979,15.04351785
Cer 44:0;4O|Cer 20:0;3O/24:0;(2OH)_#_Pos,21.45101021,21.80331319,20.70284916,20.30970502,20.93301525,23.28953246,20.71185246,20.42337854,18.96698218,20.48040616,22.52679276,22.58902658,22.65506639,21.40647164,19.99970015,20.6811767,19.99612561,19.66708769,22.62788229,21.4378857,23.27938427,22.8629642,21.48082942,20.67708616,21.97698907,20.40396844,21.39979652,22.08020433,21.02818304,21.37727517,21.89298798,21.89782686,20.61000841,22.44208941,23.01363706,23.43444664,21.7210857,19.59167239,21.27440957,20.57906598,22.43131436,23.13173171,17.08670595,19.25343434,18.5223317,23.00837037,22.44553326,20.27356283,21.79300391,20.30220451,20.85577368,18.52145976,18.66295395,18.78927135
Cer 44:0;4O|Cer 20:0;3O/24:0;(2OH)_Pos,21.46579886,21.39995652,20.65247617,19.6715923,19.27982757,21.75772039,20.32785713,20.28808298,19.34754927,19.86050805,21.19869428,21.79881069,21.21684843,20.4619365,19.53775036,20.2693982,19.94514336,19.34430771,22.09005762,20.63010355,22.54978631,21.2317483,19.92616633,19.30583816,21.61062681,20.81879924,22.346423,21.30849947,20.26188011,20.29723636,20.96302977,20.97648039,20.29952176,22.62273283,22.65423026,23.13327566,20.89450925,19.4858253,20.38774563,19.23471721,20.16492568,21.18361259,18.5794315,18.69189385,18.74416421,21.37199932,21.23250791,19.57605092,20.40815696,19.54704669,19.65223007,18.65068947,18.35281948,18.35083119
Cer 44:8;2O|Cer 24:3;2O/20:5_Pos,13.05954576,15.7158556,14.59210454,NA,12.95604106,15.69728973,14.10581941,12.75125397,13.02608946,NA,14.17695017,NA,15.92027609,14.92437011,13.05751599,12.65161364,NA,NA,17.3664696,NA,17.41803257,15.10603307,13.63214659,NA,16.2276178,14.56138895,17.009098,13.34575891,13.04592501,NA,12.35313333,NA,13.58625275,17.52734875,17.45978206,17.65648642,15.32177967,14.86103624,15.88922582,12.83764243,12.96965417,14.26798325,13.43102101,12.83326706,NA,15.12102061,14.23799485,15.57489977,14.11073102,NA,13.35113783,11.16031804,12.83293999,10.92299138
Cer 46:1;3O|Cer 21:0;2O/25:1;O_Pos,16.44332822,16.26792525,18.73065164,18.1267368,17.40513324,17.78683656,16.01935719,19.6910869,18.11344568,17.77668573,18.17538952,18.4041601,17.92178745,16.92544983,17.39038728,16.44748454,17.39885491,16.66738393,16.14376449,17.87459208,16.72072811,17.38099248,17.75113732,18.30751375,17.83667613,18.3292897,18.36807999,17.76778667,17.79684674,17.3056432,17.04762451,17.07764886,18.01519404,17.2348951,17.61171501,17.7326964,17.19463114,18.78256472,17.08475126,17.37348629,17.51278511,17.15469552,17.41455533,16.79049934,16.33354108,18.27781098,17.94688639,18.40559232,16.86424319,17.28755561,17.57273059,15.63886105,14.74615956,15.47700048
DG 33:1(d7)|DG 15:0_18:1(d7)_Pos,NA,16.86613789,NA,NA,NA,NA,NA,13.84008201,NA,NA,NA,NA,12.83703151,12.75576711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.81204047,NA,NA,16.45776598,NA,NA,NA,NA,NA,12.41875363,NA,NA,10.21809064,NA,NA,NA,NA,11.64621774,NA,NA,NA,NA,NA,NA,8.830166172,NA,NA,NA,NA,NA
DG 34:2|DG 16:0_18:2_Pos,20.4064909,20.47134285,19.43312304,14.26494465,19.84392979,18.3843963,18.79499372,18.89882648,18.66337575,18.50429402,18.52457097,17.55316088,19.89991547,19.7664944,19.10867423,20.21422509,18.88566018,19.37756688,20.81105581,20.15943095,21.15371911,17.05090257,17.46891474,17.51136934,20.62337559,20.67398321,21.15529034,18.82172367,19.25343434,20.09492917,22.13513301,20.80283846,19.37949548,20.8218073,21.44201063,21.87009453,18.77079074,17.01723713,18.73247348,17.64295368,18.74921484,18.91156375,19.59314228,19.90509149,19.55640756,19.03364347,20.20328298,16.21296608,19.20136702,19.22935213,16.54772895,20.2599547,20.09732265,19.74329175
DG 34:3|DG 16:1_18:2_Pos,18.3292144,18.81049786,17.36810659,13.58045066,18.69706767,16.18675701,18.14135615,18.37622923,16.58501647,17.03376386,16.11384463,NA,18.12441968,18.17610108,17.91401092,18.73770929,17.05915765,17.87358377,18.45716879,17.76560811,18.8306668,15.42283024,NA,NA,17.32754784,18.00769536,17.70291645,17.07723522,17.49646266,18.46626248,20.54238741,19.35508335,17.50887056,17.65930911,18.24492695,18.3791673,18.10100392,16.93095925,17.94102225,16.11858212,17.61856443,16.37463832,18.13550388,18.56023001,18.24136277,16.64455838,17.685271,NA,16.80413886,17.2528581,13.5109228,18.95782541,18.93671448,18.48854424
DG 35:2|DG 17:1_18:1_Pos,NA,12.08534116,NA,NA,NA,NA,NA,12.19582379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.10277344,NA,16.32375332,NA,NA,NA,NA,NA,14.64700708,NA,15.96897397,NA,NA,NA,NA,15.75982542,16.29247291,16.26426599,14.4895897,NA,NA,NA,NA,NA,NA,NA,12.71584287,NA,NA,NA,NA,NA,NA,14.89314959,15.56875574,15.07155931
DG 36:0_Pos,13.81017567,13.81557831,16.37760339,17.43419141,18.01041368,16.2896207,14.42389688,12.72461917,15.91763403,16.66090198,15.81065485,15.9051111,16.66664873,16.18250503,16.79505047,13.42849506,13.66998793,14.44380792,15.620306,16.21722371,13.61898635,16.56662475,16.59565021,17.95660972,16.80842255,17.52464456,14.02700571,16.38646455,16.92100903,17.14697188,15.18969203,14.34144214,16.25737025,15.7093921,13.9407239,NA,15.68289645,16.06739905,16.71908718,17.30912867,15.16527885,17.93045769,16.1728757,15.67504058,16.53083372,15.41505429,15.52030158,16.49032352,16.58823279,16.63400168,NA,13.57297492,14.34860551,15.03266009
DG 36:1_Pos,17.67908421,17.94157277,18.32438092,13.75018704,17.67294803,13.74506369,17.22429075,15.58587077,16.77388886,13.77576594,13.8283881,14.81828957,15.80935614,16.54383348,16.43758219,17.02878787,16.78048677,17.11434641,18.18203846,17.74773044,16.95387733,14.59830734,13.78069412,16.4288851,17.9315599,17.64589351,16.71841678,16.08884613,16.58789187,17.46936216,17.46590677,17.53950246,14.00219703,17.29498276,16.04354009,15.2485994,17.1312194,14.84807898,17.37263381,15.33051893,NA,16.14858339,17.7051023,17.98004752,18.25640095,NA,13.35428146,NA,15.53212631,15.83317164,NA,17.97669756,17.76563578,18.18821423
DG 36:1|DG 18:0_18:1_Pos,18.5750857,18.27739906,18.31381315,17.63021309,17.97320165,17.12137252,17.77391374,17.49483115,18.49176866,16.93753131,16.05795042,17.66725199,17.72491961,17.06094217,17.59535146,17.79772204,18.4309876,18.13689964,17.63087944,18.69575464,18.15479882,16.65620185,16.3714917,17.80212044,18.74089738,17.40725388,18.56279744,17.38430357,17.71561734,17.98492463,18.48440111,18.19244655,18.5785861,17.5534719,17.82904083,17.62579181,18.17261758,18.15655256,17.96891208,17.6343283,17.1664328,17.3349862,18.20233213,17.52915945,17.59942536,17.25187612,17.72513709,16.3476919,16.72263963,17.83290004,15.84428771,18.27843305,17.8869824,17.83893285
DG 36:2_Pos,19.88972747,20.29729178,20.3341827,16.51943549,19.61297444,16.29519077,19.45831099,18.46857166,19.40527187,18.19985787,NA,NA,17.89874193,18.86741356,18.89484089,19.34359789,19.26235127,19.17385497,21.30445415,21.24251823,20.7174851,15.02016266,14.2390308,18.37742282,21.90508116,21.95674358,21.11772108,17.61263703,18.30393545,19.46849773,20.17114327,19.67061367,17.08971986,21.45876004,20.65395413,20.6918044,19.71729733,19.34459413,20.20703937,16.85963717,14.20478997,17.53665825,20.6957903,21.02140376,20.96793118,14.48251214,16.87831129,NA,17.17944884,18.49196117,NA,20.14777572,19.80846102,20.49469638
DG 36:2|DG 18:1_18:1_Pos,20.79461936,20.82626593,20.18677537,14.14151403,18.56128682,17.8040832,20.12389198,20.21464232,18.8527923,17.58041311,16.71908761,15.59530662,17.83133708,18.52247654,18.53895287,20.51864169,19.20893482,19.74624372,21.60604279,20.61554856,21.7750419,15.67233267,15.92610182,16.00121156,21.1997324,21.22115859,21.48468173,17.06703855,18.1441697,18.72794593,21.10083972,19.84185124,18.15245158,21.36382673,21.61590222,21.99181218,20.36923361,19.14834598,20.00274557,16.67254453,17.19683244,18.09957295,20.39789955,20.72358868,20.47351594,15.59282169,17.69747258,13.91393228,17.20620369,17.66863818,13.69512625,20.99934792,20.70788976,20.49363513
DG 36:3_Pos,19.8375706,20.12876992,20.2712268,17.67499678,20.35826103,17.37418282,19.19823033,17.66459538,19.23735004,19.77426904,16.47281852,16.89183637,19.04619346,19.73545603,20.07103066,19.06533329,18.70986218,19.24486156,20.73322157,20.87096254,19.9898631,16.92881215,17.47620734,18.22587331,20.19125719,20.48713857,19.84652438,18.58204952,19.50118852,20.7583506,20.6638731,20.19965428,18.6470455,19.79811099,19.17475469,19.1387976,19.49186334,19.34195183,20.3437576,18.83005163,17.8018048,17.50320941,20.35994212,20.61273052,20.50646753,17.00221629,18.63022169,16.2767613,18.19360903,19.57098416,15.26161666,19.54589207,19.67516717,20.04020486
DG 36:3|DG 18:1_18:2_Pos,21.29987386,21.46599677,20.57680809,16.8321158,20.24746275,18.99791475,20.48466117,20.39589183,18.88073339,19.69599284,18.21378985,17.64276416,19.95995219,20.09050193,19.90426329,20.7348867,19.56766598,19.88231694,21.18575649,20.64568453,21.56035817,18.09595939,17.73054476,17.50541619,19.96393168,20.18689267,20.48718155,19.25343434,19.67133933,20.77439802,22.23945689,20.93061839,19.26757899,19.89363641,20.43508473,20.83663224,20.70709279,19.57317401,20.69431667,18.78121448,18.96352802,18.72334394,20.45801096,20.81550935,20.6950945,18.39877532,19.80482659,16.43396164,18.93913923,19.29037357,16.64693802,20.98632441,20.96649806,20.78649392
DG 36:4|DG 18:2_18:2_Pos,20.49906907,20.55847854,19.58061213,16.79549547,20.99577321,19.53087562,19.25493748,19.32725539,17.97626554,19.9812845,18.5350792,17.69756639,19.72435781,20.19168331,19.33008039,19.5758711,18.4404277,18.61225373,18.60436183,18.48911461,19.40117554,17.97668674,18.15877655,18.2400754,15.41723931,16.68079387,17.24767284,19.80034907,20.24941471,21.21028303,22.37631313,21.27212289,19.74647292,16.65343153,17.28079184,17.73379088,19.45293579,18.29993513,19.5590202,19.2292982,19.9437723,18.88639944,18.79752564,19.15910827,18.73905653,18.8201904,19.81528093,17.45069006,18.94169175,19.41409909,16.53882302,19.08791102,19.24156755,18.87148398
DG 36:7_Pos,16.63526965,21.77309093,20.96628834,17.6347727,17.35035806,18.2911806,15.40851912,14.03589934,17.74564167,17.83302047,18.47633893,18.15836024,17.89651095,16.62694702,17.90867701,15.98315904,18.41753522,16.36304471,16.38057377,18.16353524,17.24605773,17.36067601,18.72743845,17.02934668,17.17192455,18.63170711,19.29190263,20.86815233,17.6623022,17.17432178,17.08044414,18.01107217,18.88082439,17.41667183,16.46544676,17.21487695,16.36920601,19.53432371,17.06434001,17.54810354,17.39838445,17.73364514,17.0090656,16.91946487,16.4949193,18.53357608,19.0068061,17.97600914,17.57293072,17.87774238,17.61045429,14.98525732,15.17074061,15.67226406
DG 36:8_Pos,16.12742767,22.73956893,20.83165455,18.22197372,16.11851906,16.83246809,15.55406613,14.6787905,17.56514433,17.26905551,17.50580334,18.38769994,18.72297731,17.32990878,17.09198104,15.62864675,15.92896173,16.8537977,16.04181082,17.07768394,15.86669887,17.42792248,17.60005355,17.39308571,19.24764788,16.7542089,18.90527149,21.94521517,17.29444585,17.2688873,17.36134309,16.39987333,17.49965951,17.10555258,16.54915581,16.46882816,16.9448645,18.91335344,17.70182237,16.05041229,17.29139308,17.47877791,16.86507072,16.46058368,16.9781651,17.6534844,17.68971673,17.62862772,17.99386182,17.02982511,16.67720002,15.45418301,14.85112756,15.83155347
