
                                              MFCS/win                    Report printed:                2024-11-26 16:18:08
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                BIOSTAT23_BDCU_1_lowO2              Batch created:            2024-11-06 13:19:34

 Experiment Start:          2024-11-06 13:19:34                 Experiment Stop:          2024-11-10 08:34:17

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

06-11-2024 13:19:34             0.000                  82.4

06-11-2024 13:19:49             0.004                  84.0
06-11-2024 13:20:04             0.008                  84.9
06-11-2024 13:20:19             0.012                  86.0

06-11-2024 13:20:34             0.017                  86.9
06-11-2024 13:20:49             0.021                  87.4
06-11-2024 13:21:49             0.038                  86.6

06-11-2024 13:22:04             0.042                  86.2
06-11-2024 13:22:49             0.054                  85.6

06-11-2024 13:23:04             0.058                  85.2
06-11-2024 13:25:04             0.092                  84.3
06-11-2024 13:25:19             0.096                  84.1

06-11-2024 13:30:04             0.175                  83.1
06-11-2024 13:30:19             0.179                  83.0

06-11-2024 13:43:49             0.404                  82.1
06-11-2024 13:44:04             0.408                  82.0
06-11-2024 13:49:34             0.500                  81.7

06-11-2024 13:56:50             0.621                  80.7
06-11-2024 13:57:05             0.625                  80.7

06-11-2024 14:05:50             0.771                  79.7
06-11-2024 14:06:05             0.775                  79.6
06-11-2024 14:13:35             0.900                  78.6

06-11-2024 14:13:50             0.904                  78.5
06-11-2024 14:19:34             1.000                  77.5
06-11-2024 14:26:05             1.109                  76.6

06-11-2024 14:26:20             1.113                  76.5
06-11-2024 14:33:35             1.234                  75.6

06-11-2024 14:33:50             1.238                  75.5
06-11-2024 14:38:05             1.309                  74.5
06-11-2024 14:38:20             1.313                  74.4

06-11-2024 14:44:06             1.409                  73.4
06-11-2024 14:44:21             1.413                  73.4

06-11-2024 14:47:51             1.471                  72.4
06-11-2024 14:48:06             1.476                  72.4
06-11-2024 14:49:34             1.500                  72.2

06-11-2024 14:55:37             1.601                  71.2


06-11-2024 14:55:52             1.605                  71.1
06-11-2024 15:00:07             1.676                  70.2

06-11-2024 15:00:22             1.680                  70.1
06-11-2024 15:05:07             1.759                  69.1
06-11-2024 15:05:22             1.763                  69.1

06-11-2024 15:11:22             1.863                  68.1
06-11-2024 15:11:37             1.867                  68.1

06-11-2024 15:17:52             1.972                  67.1
06-11-2024 15:18:07             1.976                  67.0
06-11-2024 15:19:34             2.000                  66.8

06-11-2024 15:25:38             2.101                  65.9
06-11-2024 15:25:53             2.105                  65.8

06-11-2024 15:33:09             2.226                  64.9
06-11-2024 15:33:24             2.231                  64.8
