
                                              MFCS/win                    Report printed:                2024-11-26 16:18:11
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                BIOSTAT23_BDCU_1_lowO2              Batch created:            2024-11-06 13:19:34

 Experiment Start:          2024-11-06 13:19:34                 Experiment Stop:          2024-11-10 08:34:17

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

06-11-2024 13:19:34             0.000                   0

06-11-2024 13:49:34             0.500                   0
06-11-2024 14:19:34             1.000                   0
06-11-2024 14:44:06             1.409                   0

06-11-2024 14:44:21             1.413                  1.1
06-11-2024 14:44:36             1.417                  3.8
06-11-2024 14:44:51             1.421                  6.4

06-11-2024 14:45:06             1.426                  9.1
06-11-2024 14:45:21             1.430                  11.8

06-11-2024 14:45:36             1.434                   0
06-11-2024 14:45:51             1.438                   0
06-11-2024 14:46:06             1.442                  2.4

06-11-2024 14:46:21             1.446                  5.1
06-11-2024 14:46:36             1.451                  8.8

06-11-2024 14:46:51             1.455                  11.6
06-11-2024 14:47:06             1.459                  14.3
06-11-2024 14:47:21             1.463                  17.1

06-11-2024 14:47:36             1.467                  19.0
06-11-2024 14:47:51             1.471                   0

06-11-2024 14:48:21             1.480                   0
06-11-2024 14:48:36             1.484                  1.3
06-11-2024 14:48:51             1.488                  3.4

06-11-2024 14:49:06             1.492                  5.3
06-11-2024 14:49:22             1.497                  7.3
06-11-2024 14:49:34             1.500                  8.6

06-11-2024 14:49:37             1.501                  9.3
06-11-2024 14:49:52             1.505                   0

06-11-2024 15:19:34             2.000                   .2
06-11-2024 15:49:34             2.500                   .4
06-11-2024 16:19:34             3.000                   0

06-11-2024 16:49:34             3.500                   0
06-11-2024 17:19:34             4.000                   0

06-11-2024 17:49:34             4.500                   0
06-11-2024 17:56:44             4.619                   .8
06-11-2024 17:56:59             4.624                  1.0

06-11-2024 17:57:44             4.636                  1.8


06-11-2024 17:57:59             4.640                   0
06-11-2024 18:09:59             4.840                   .9

06-11-2024 18:10:14             4.844                  1.1
06-11-2024 18:10:29             4.849                  1.3
06-11-2024 18:10:44             4.853                   0

06-11-2024 18:19:34             5.000                   0
06-11-2024 18:23:46             5.070                  1.0

06-11-2024 18:24:01             5.074                  1.3
06-11-2024 18:24:16             5.078                   0
06-11-2024 18:49:34             5.500                   0

06-11-2024 18:51:32             5.533                   .9
06-11-2024 18:51:47             5.537                  1.2

06-11-2024 18:52:02             5.541                  1.6
06-11-2024 18:52:17             5.545                   0
06-11-2024 19:05:33             5.766                   .8

06-11-2024 19:05:48             5.771                  1.1
