
                                              MFCS/win                    Report printed:                2025-03-03 12:30:23
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_35_highO2_1               Batch created:            2025-02-26 14:24:04

 Experiment Start:          2025-02-26 14:24:04                 Experiment Stop:          2025-02-28 15:25:03

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

26-02-2025 14:24:05             0.000                   0

26-02-2025 14:54:05             0.500                   0
26-02-2025 15:24:05             1.000                   0
26-02-2025 15:54:05             1.500                   0

26-02-2025 16:24:05             2.000                   0
26-02-2025 16:54:05             2.500                   0
26-02-2025 17:24:05             3.000                   0

26-02-2025 17:54:05             3.500                   0
26-02-2025 18:24:05             4.000                   0

26-02-2025 18:54:05             4.500                   .5
26-02-2025 19:06:59             4.715                  1.3
26-02-2025 19:07:14             4.719                  1.5

26-02-2025 19:08:14             4.736                  2.4
26-02-2025 19:08:29             4.740                  2.6

26-02-2025 19:09:14             4.753                  3.4
26-02-2025 19:09:29             4.757                  3.7
26-02-2025 19:10:14             4.769                  4.6

26-02-2025 19:10:29             4.774                  5.0
26-02-2025 19:10:59             4.782                  5.7

26-02-2025 19:11:14             4.786                  6.1
26-02-2025 19:11:44             4.794                  6.8
26-02-2025 19:11:59             4.799                  7.2

26-02-2025 19:12:29             4.807                  8.1
26-02-2025 19:12:44             4.811                  8.6
26-02-2025 19:13:14             4.819                  9.6

26-02-2025 19:13:29             4.824                  4.0
26-02-2025 19:13:44             4.828                   0

26-02-2025 19:24:05             5.000                   0
26-02-2025 19:54:05             5.500                   0
26-02-2025 20:24:05             6.000                   0

26-02-2025 20:54:05             6.500                   .5
26-02-2025 21:24:05             7.000                   0

26-02-2025 21:54:05             7.500                   0
26-02-2025 22:24:05             8.000                   0
26-02-2025 22:54:05             8.500                   0

26-02-2025 23:24:05             9.000                   0


26-02-2025 23:32:11             9.135                   .7
26-02-2025 23:32:26             9.139                  1.0

26-02-2025 23:33:11             9.152                  1.8
26-02-2025 23:33:26             9.156                  2.0
26-02-2025 23:33:41             9.160                   0

26-02-2025 23:42:56             9.314                   .9
26-02-2025 23:43:11             9.319                  1.3

26-02-2025 23:43:41             9.327                  2.0
26-02-2025 23:43:56             9.331                  2.4
26-02-2025 23:44:11             9.335                  1.6

26-02-2025 23:44:26             9.339                   0
26-02-2025 23:54:05             9.500                   .2

27-02-2025 00:24:05            10.000                   .4
27-02-2025 00:54:05            10.500                   0
27-02-2025 01:24:05            11.000                   0

27-02-2025 01:47:30            11.391                   .7
27-02-2025 01:47:45            11.395                  1.0
