
                                              MFCS/win                    Report printed:                2025-03-03 12:30:22
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_35_highO2_1               Batch created:            2025-02-26 14:24:04

 Experiment Start:          2025-02-26 14:24:04                 Experiment Stop:          2025-02-28 15:25:03

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

26-02-2025 14:24:05             0.000                  63.1

26-02-2025 14:24:20             0.004                  64.0
26-02-2025 14:24:35             0.009                  64.8
26-02-2025 14:24:50             0.013                  65.6

26-02-2025 14:25:05             0.017                  66.5
26-02-2025 14:25:20             0.021                  67.5
26-02-2025 14:25:35             0.025                  68.3

26-02-2025 14:25:50             0.029                  69.0
26-02-2025 14:26:05             0.034                  69.5

26-02-2025 14:26:20             0.038                  70.0
26-02-2025 14:26:50             0.046                  70.8
26-02-2025 14:27:05             0.050                  71.3

26-02-2025 14:27:50             0.063                  72.2
26-02-2025 14:28:05             0.067                  72.6

26-02-2025 14:30:20             0.104                  73.6
26-02-2025 14:30:35             0.109                  73.7
26-02-2025 14:38:51             0.246                  72.8

26-02-2025 14:39:06             0.251                  72.7
26-02-2025 14:42:07             0.301                  71.8

26-02-2025 14:42:22             0.305                  71.7
26-02-2025 14:45:52             0.363                  70.7
26-02-2025 14:46:07             0.367                  70.7

26-02-2025 14:49:52             0.430                  69.7
26-02-2025 14:50:07             0.434                  69.6
26-02-2025 14:52:52             0.480                  68.9

26-02-2025 14:53:07             0.484                  68.5
26-02-2025 14:54:05             0.500                  68.4

26-02-2025 14:56:52             0.547                  67.5
26-02-2025 14:57:07             0.551                  67.4
26-02-2025 14:59:52             0.597                  66.5

26-02-2025 15:00:07             0.601                  66.4
26-02-2025 15:03:07             0.651                  65.5

26-02-2025 15:03:22             0.655                  65.3
26-02-2025 15:06:07             0.701                  64.4
26-02-2025 15:06:22             0.705                  64.3

26-02-2025 15:09:52             0.763                  63.4


26-02-2025 15:10:07             0.767                  63.3
26-02-2025 15:12:22             0.805                  62.4

26-02-2025 15:12:37             0.809                  62.3
26-02-2025 15:15:52             0.863                  61.4
26-02-2025 15:16:07             0.867                  61.3

26-02-2025 15:19:37             0.926                  60.4
26-02-2025 15:19:52             0.930                  60.3

26-02-2025 15:21:22             0.955                  59.4
26-02-2025 15:21:37             0.959                  59.2
26-02-2025 15:24:05             1.000                  58.5

26-02-2025 15:26:07             1.034                  57.6
26-02-2025 15:26:22             1.038                  57.5

26-02-2025 15:28:37             1.076                  56.7
26-02-2025 15:28:52             1.080                  56.5
