Fermenter:;;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter02;
Sensor:;;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-2;BDCU-2;BDCU-2;BDCU-2;BDCU-2;BDCU-2;
Channel:;;CH0-CO2;CH1-O2;Abs_Hum;Rel_Hum;Temperature;Pressure;CH1-NO;Abs_Hum;Rel_Hum;Temperature;Pressure;CH0-CO2;CH1-O2;
Unit:;;Vol %;Vol %;Vol %;Vol %;°C;bar;Vol %;Vol %;Vol %;°C;bar;Vol %;Vol %;
Id:;;25;26;27;28;29;30;31;19;20;21;22;23;24;
Serial:;;890;890;890;890;890;890;890;883;883;883;883;883;883;
UTC;LocalTime;
2024-10-30 23:45:34;2024-10-30 16:45:34;0.04471;20.9642;0.43998;12.57038;26.85855;0.99686;;0.59612;18.3032;26.42061;0.99787;0.04427;21.02567;
2024-10-30 23:45:39;2024-10-30 16:45:39;0.04452;20.96595;0.44094;12.58412;26.85855;0.99681;;0.99797;0.04531;21.00503;0.99797;0.04531;21.00503;
2024-10-30 23:45:44;2024-10-30 16:45:44;0.04452;20.96595;0.44094;12.58412;26.85855;0.99681;;0.99797;0.04531;21.00503;0.99797;0.04531;21.00503;
2024-10-30 23:45:49;2024-10-30 16:45:49;0.04451;20.96593;0.44303;12.61616;26.8719;0.99685;;0.99798;0.04747;20.88503;0.99798;0.04747;20.88503;
2024-10-30 23:45:54;2024-10-30 16:45:54;0.04451;20.96593;0.44303;12.61616;26.8719;0.99685;;0.99798;0.04747;20.88503;0.99798;0.04747;20.88503;
2024-10-30 23:45:59;2024-10-30 16:45:59;0.04463;20.96486;0.44193;12.57038;26.8719;0.99683;;0.99796;0.05072;20.76385;0.99796;0.05072;20.76385;
2024-10-30 23:46:04;2024-10-30 16:46:04;0.04463;20.96486;0.44193;12.57038;26.8719;0.99683;;0.99796;0.05072;20.76385;0.99796;0.05072;20.76385;
2024-10-30 23:46:09;2024-10-30 16:46:09;0.04479;20.96601;0.99679;0.04479;20.96601;0.99679;;0.99794;0.05262;20.66291;0.99794;0.05262;20.66291;
2024-10-30 23:46:14;2024-10-30 16:46:14;0.04479;20.96601;0.99679;0.04479;20.96601;0.99679;;0.99794;0.05262;20.66291;0.99794;0.05262;20.66291;
2024-10-30 23:46:19;2024-10-30 16:46:19;0.04477;20.96647;0.44129;12.62684;26.85855;0.99677;;0.99793;0.05516;20.62317;0.99793;0.05516;20.62317;
2024-10-30 23:46:24;2024-10-30 16:46:24;0.04477;20.96647;0.44129;12.62684;26.85855;0.99677;;0.99793;0.05516;20.62317;0.99793;0.05516;20.62317;
2024-10-30 23:46:29;2024-10-30 16:46:29;0.04414;20.96465;0.4967;14.97368;26.84253;0.99694;;1.22686;35.68933;26.44999;0.99788;0.05817;20.60835;
2024-10-30 23:46:34;2024-10-30 16:46:34;0.04414;20.96465;0.4967;14.97368;26.84253;0.99694;;1.22686;35.68933;26.44999;0.99788;0.05817;20.60835;
2024-10-30 23:46:39;2024-10-30 16:46:39;0.04458;20.99736;0.74345;22.03403;26.85855;0.99706;;0.99788;0.06087;20.60225;0.99788;0.06087;20.60225;
2024-10-30 23:46:44;2024-10-30 16:46:44;0.04458;20.99736;0.74345;22.03403;26.85855;0.99706;;0.99788;0.06087;20.60225;0.99788;0.06087;20.60225;
2024-10-30 23:46:49;2024-10-30 16:46:49;0.04605;20.97459;0.92008;25.77249;26.85855;0.99709;;0.99792;0.06287;20.60598;0.99792;0.06287;20.60598;
2024-10-30 23:46:54;2024-10-30 16:46:54;0.04605;20.97459;0.92008;25.77249;26.85855;0.99709;;0.99792;0.06287;20.60598;0.99792;0.06287;20.60598;
2024-10-30 23:46:59;2024-10-30 16:46:59;0.04757;20.91913;1.04091;29.3431;26.88525;0.99709;;1.35621;39.8703;26.42061;0.99794;0.06391;20.61657;
2024-10-30 23:47:04;2024-10-30 16:47:04;0.04757;20.91913;1.04091;29.3431;26.88525;0.99709;;1.35621;39.8703;26.42061;0.99794;0.06391;20.61657;
2024-10-30 23:47:09;2024-10-30 16:47:09;0.0501;20.86335;0.99705;0.0501;20.86335;0.99705;;1.39892;40.99947;26.43397;0.99788;0.06593;20.62388;
2024-10-30 23:47:14;2024-10-30 16:47:14;0.0501;20.86335;0.99705;0.0501;20.86335;0.99705;;1.39892;40.99947;26.43397;0.99788;0.06593;20.62388;
2024-10-30 23:47:19;2024-10-30 16:47:19;0.05375;20.84701;0.99707;0.05375;20.84701;0.99707;;0.9979;0.06732;20.64173;0.9979;0.06732;20.64173;
