BatchId;PDatTime;ProcessTime;ACIDSUB;ACIDSUB;ACIDSUB;ACIDSUB;ACIDT;AFOAMT;AIRSP;AIRSP;AIRSP;AIRSP;BASESUB;BASESUB;BASESUB;BASESUB;BASET;Count;EXT_A;EXT_B;EXT_C;EXT_D;EXT_E;EXT_F;JTEMP;JTEMP;JTEMP;JTEMP;O2SP;O2SP;O2SP;O2SP;pH;pH;pH;pH;pH_A;pO2;pO2;pO2;pO2;pO2_A;STIRR;STIRR;STIRR;STIRR;SUBS_A;SUBS_A;SUBS_A;SUBS_A;SUBS_B;SUBS_B;SUBS_B;SUBS_B;SUBST_A;SUBST_B;TEMP;TEMP;TEMP;TEMP;VWEIGHT;VWEIGHT;VWEIGHT;VWEIGHT
;;Value;Output;Setpoint;Value;Mode;Value;Value;Setpoint;Value;Mode;Output;Value;Mode;Output;Setpoint;Value;Value;Value;Value;Value;Value;Value;Value;Output;Setpoint;Mode;Value;Output;Value;Mode;Setpoint;Output;Mode;Setpoint;Value;Value;Setpoint;Value;Mode;Output;Value;Value;Output;Setpoint;Mode;Value;Output;Mode;Setpoint;Output;Mode;Setpoint;Value;Value;Value;Value;Mode;Output;Setpoint;Mode;Setpoint;Value;Output
;;hours;%;%;%;;ml;ml;lpm;lpm;;%;%;;%;%;ml;s;%;%;%;%;%;%;%;°C;;°C;%;lpm;;lpm;%;;pH;pH;pH;%sat;%sat;;%;%sat;rpm;%;rpm;;%;%;;%;%;;%;%;ml;ml;°C;;%;°C;;kg;kg;%

Biostat2L_64_r1;2026-03-12 15:14:04;0.000175;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:04;0.000225;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:05;0.000508333333333333;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:06;0.000786111111111111;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:07;0.000983333333333333;0;0;0;0;0;0;0.3249;0.3252;2;10.83;0;0;0;0;0;;0;0;0;0;0;0;-12.39;26.655;2;27.405;0;0;0;0.9999;50;0;2;5.689;5.689;25;93.12;1;0;93.12;401.2;20;400;2;0;0;0;80;0;0;90;0;0;0;28.395;1;17.77;28.005;0;0;14.526;0
Biostat2L_64_r1;2026-03-12 15:14:07;0.00106666666666667;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:08;0.00134722222222222;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:09;0.00162777777777778;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:10;0.00191111111111111;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:11;0.00218611111111111;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:12;0.00246666666666667;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:13;0.00274722222222222;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:14;0.00302777777777778;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:15;0.00330833333333333;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:16;0.00358888888888889;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:17;0.00386944444444444;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:18;0.00415;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:19;0.00442777777777778;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:20;0.00470833333333333;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:21;0.00498888888888889;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:22;0.00515833333333333;;;;;;;;;;;;;;;;;;;;;;;-10.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:22;0.00526944444444444;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:23;0.00555;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:24;0.00583611111111111;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:25;0.00611388888888889;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_64_r1;2026-03-12 15:14:26;0.00639444444444444;;;;;;;;;;;;;;;;BAD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
