
                                              MFCS/win                    Report printed:                2024-10-26 19:13:37
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_21_R2                     Batch created:            2024-10-21 09:21:05

 Experiment Start:          2024-10-21 09:21:05                 Experiment Stop:          2024-10-25 11:47:26

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

21-10-2024 09:21:06             0.000                   0

21-10-2024 09:26:36             0.092                   0
21-10-2024 09:26:51             0.096                  1.2
21-10-2024 09:27:06             0.100                  2.8

21-10-2024 09:27:21             0.104                  4.5
21-10-2024 09:27:36             0.109                  6.1
21-10-2024 09:27:51             0.113                   0

21-10-2024 09:51:06             0.500                   0
21-10-2024 10:21:06             1.000                   0

21-10-2024 10:51:06             1.500                   0
21-10-2024 11:21:06             2.000                   0
21-10-2024 11:51:06             2.500                   0

21-10-2024 12:21:06             3.000                   0
21-10-2024 12:51:06             3.500                   0

21-10-2024 13:21:06             4.000                   0
21-10-2024 13:51:06             4.500                   0
21-10-2024 13:54:19             4.554                   .7

21-10-2024 13:54:34             4.558                  1.2
21-10-2024 13:54:49             4.562                   0

21-10-2024 13:56:34             4.591                   .7
21-10-2024 13:56:49             4.596                  1.2
21-10-2024 13:57:04             4.600                   0

21-10-2024 13:57:49             4.612                   .9
21-10-2024 13:58:04             4.616                  1.2
21-10-2024 13:58:19             4.621                  1.8

21-10-2024 13:58:34             4.625                  2.4
21-10-2024 13:58:49             4.629                   0

21-10-2024 14:01:49             4.679                   .7
21-10-2024 14:02:04             4.683                  1.2
21-10-2024 14:02:19             4.687                  1.6

21-10-2024 14:02:34             4.691                  2.6
21-10-2024 14:02:50             4.696                   0

21-10-2024 14:06:35             4.758                   .9
21-10-2024 14:06:50             4.762                  1.6
21-10-2024 14:07:50             4.779                  2.3

21-10-2024 14:08:05             4.783                  3.1


21-10-2024 14:08:50             4.796                  3.3
21-10-2024 14:09:05             4.800                   0

21-10-2024 14:11:20             4.837                   .8
21-10-2024 14:11:35             4.842                  1.4
21-10-2024 14:12:35             4.858                  2.4

21-10-2024 14:12:50             4.862                  2.8
21-10-2024 14:13:05             4.867                  3.4

21-10-2024 14:13:20             4.871                   0
21-10-2024 14:15:05             4.900                  1.0
21-10-2024 14:15:20             4.904                  1.5

21-10-2024 14:15:50             4.912                  2.4
21-10-2024 14:16:05             4.917                  3.1

21-10-2024 14:16:20             4.921                  4.0
21-10-2024 14:16:35             4.925                  5.0
21-10-2024 14:16:50             4.929                  6.1

21-10-2024 14:17:05             4.933                  7.3
21-10-2024 14:17:20             4.937                  8.7
