
                                              MFCS/win                    Report printed:                2024-11-03 12:49:23
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat22_control                   Batch created:            2024-10-30 16:46:55

 Experiment Start:          2024-10-30 16:46:55                 Experiment Stop:          2024-11-03 12:10:26

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

30-10-2024 16:46:55             0.000                   0

30-10-2024 17:16:55             0.500                   0
30-10-2024 17:46:55             1.000                   0
30-10-2024 18:09:59             1.384                   .9

30-10-2024 18:10:14             1.389                  1.0
30-10-2024 18:10:29             1.393                  1.2
30-10-2024 18:10:44             1.397                   0

30-10-2024 18:16:55             1.500                   0
30-10-2024 18:46:55             2.000                   0

30-10-2024 19:16:55             2.500                   0
30-10-2024 19:46:55             3.000                   0
30-10-2024 20:16:55             3.500                   0

30-10-2024 20:46:55             4.000                   0
30-10-2024 21:16:55             4.500                   0

30-10-2024 21:46:55             5.000                   0
30-10-2024 22:16:55             5.500                   0
30-10-2024 22:46:55             6.000                   0

30-10-2024 23:16:55             6.500                   0
30-10-2024 23:38:52             6.866                   .7

30-10-2024 23:39:07             6.870                  1.0
30-10-2024 23:39:22             6.874                   0
30-10-2024 23:42:52             6.932                   .7

30-10-2024 23:43:07             6.937                  1.0
30-10-2024 23:43:22             6.941                   0
30-10-2024 23:46:55             7.000                   0

31-10-2024 00:03:08             7.270                   .9
31-10-2024 00:03:23             7.274                  1.3

31-10-2024 00:03:38             7.279                   0
31-10-2024 00:12:38             7.429                   .6
31-10-2024 00:12:53             7.433                  1.0

31-10-2024 00:13:08             7.437                   0
31-10-2024 00:16:55             7.500                   .3

31-10-2024 00:17:23             7.508                   .9
31-10-2024 00:17:38             7.512                  1.5
31-10-2024 00:17:53             7.516                  2.0

31-10-2024 00:18:08             7.520                   0


31-10-2024 00:19:38             7.545                   .9
31-10-2024 00:19:53             7.549                  1.1

31-10-2024 00:20:23             7.558                  1.9
31-10-2024 00:20:38             7.562                  2.6
31-10-2024 00:20:53             7.566                  3.1

31-10-2024 00:21:08             7.570                  4.0
31-10-2024 00:21:23             7.574                  4.6

31-10-2024 00:21:38             7.579                  5.5
31-10-2024 00:21:53             7.583                  6.4
31-10-2024 00:22:08             7.587                  7.5

31-10-2024 00:22:23             7.591                  8.7
31-10-2024 00:22:38             7.595                  9.9

31-10-2024 00:22:53             7.599                  11.3
31-10-2024 00:23:08             7.604                  12.7
31-10-2024 00:23:23             7.608                  14.2

31-10-2024 00:23:38             7.612                  15.9
31-10-2024 00:23:53             7.616                  17.6
