BatchId;PDatTime;ProcessTime;ACIDSUB;ACIDSUB;ACIDSUB;ACIDSUB;ACIDT;AFOAMT;AIRSP;AIRSP;AIRSP;AIRSP;BASESUB;BASESUB;BASESUB;BASESUB;BASET;Count;EXT_A;EXT_B;EXT_C;EXT_D;EXT_E;EXT_F;JTEMP;JTEMP;JTEMP;JTEMP;O2SP;O2SP;O2SP;O2SP;pH;pH;pH;pH;pH_A;pO2;pO2;pO2;pO2;pO2_A;STIRR;STIRR;STIRR;STIRR;SUBS_A;SUBS_A;SUBS_A;SUBS_A;SUBS_B;SUBS_B;SUBS_B;SUBS_B;SUBST_A;SUBST_B;TEMP;TEMP;TEMP;TEMP;VWEIGHT;VWEIGHT;VWEIGHT;VWEIGHT
;;Value;Output;Setpoint;Value;Mode;Value;Value;Setpoint;Value;Mode;Output;Value;Mode;Output;Setpoint;Value;Value;Value;Value;Value;Value;Value;Value;Output;Setpoint;Mode;Value;Output;Value;Mode;Setpoint;Output;Mode;Setpoint;Value;Value;Setpoint;Value;Mode;Output;Value;Value;Output;Setpoint;Mode;Value;Output;Mode;Setpoint;Output;Mode;Setpoint;Value;Value;Value;Value;Mode;Output;Setpoint;Mode;Setpoint;Value;Output
;;hours;%;%;%;;ml;ml;lpm;lpm;;%;%;;%;%;ml;s;%;%;%;%;%;%;%;°C;;°C;%;lpm;;lpm;%;;pH;pH;pH;%sat;%sat;;%;%sat;rpm;%;rpm;;%;%;;%;%;;%;%;ml;ml;°C;;%;°C;;kg;kg;%

Biostat2L_81_r1;2026-09-08 12:35:22;0.00399444444444444;;;;;;;;;;;;;;;;;;;;;;;-4.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:35:27;0.00538611111111111;;;;;;;;;;;;;;;;;;;;;;;-2.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:35:57;0.0137333333333333;;;;;;;;;;;;;;;;;;;;;;;-1.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:36:02;0.015125;;;;;;;;;;;;;;;;;;;;;;;-0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:36:17;0.0193;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:36:22;0.0206888888888889;;;;;;;;;;;;;;;;;;;;;;;2.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:36:42;0.0262472222222222;;;;;;;;;;;;;;;;;;;;;;;3.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:36:47;0.0276416666666667;;;;;;;;;;;;;;;;;;;;;;;5.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:37:17;0.0359861111111111;;;;;;;;;;;;;;;;;;;;;;;6.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:37:22;0.0373777777777778;;;;;;;;;;;;;;;;;;;;;;;8.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:38:52;0.0624166666666667;;;;;;;;;;;;;;;;;;;;;;;6.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:38:57;0.0638083333333333;;;;;;;;;;;;;;;;;;;;;;;5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:39:37;0.0749444444444444;;;;;;;;;;;;;;;;;;;;;;;4.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:39:42;0.0763361111111111;;;;;;;;;;;;;;;;;;;;;;;3.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:40:18;0.0860722222222222;;;;;;;;;;;;;;;;;;;;;;;1.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:40:23;0.0874638888888889;;;;;;;;;;;;;;;;;;;;;;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:41:08;0.0999805555555555;;;;;;;;;;;;;;;;;;;;;;;-1.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:41:13;0.101369444444444;;;;;;;;;;;;;;;;;;;;;;;-1.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:43:28;0.138938888888889;;;;;;;;;;;;;;;;;;;;;;;-0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:43:33;0.140330555555556;;;;;;;;;;;;;;;;;;;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:44:18;0.152855555555556;;;;;;;;;;;;;;;;;;;;;;;1.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:44:23;0.15425;;;;;;;;;;;;;;;;;;;;;;;2.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:45:13;0.168155555555556;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:45:18;0.169547222222222;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:49:18;0.236327777777778;;;;;;;;;;;;;;;;;;;;;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:49:23;0.237719444444444;;;;;;;;;;;;;;;;;;;;;;;-0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Biostat2L_81_r1;2026-09-08 12:52:44;0.293377777777778;;;;;;;;;;;;;;;;;;;;;;;1.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
