
                                              MFCS/win                    Report printed:                2025-02-20 13:10:23
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_34_lowo2_3                Batch created:            2025-02-14 12:32:39

 Experiment Start:          2025-02-14 12:32:40                 Experiment Stop:          2025-02-17 12:36:26

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

14-02-2025 12:32:40             0.000                  91.5

14-02-2025 12:33:10             0.008                  90.5
14-02-2025 12:33:25             0.012                  93.0
14-02-2025 12:33:40             0.017                  91.9

14-02-2025 12:33:55             0.021                  90.6
14-02-2025 12:34:10             0.025                  89.1
14-02-2025 12:34:25             0.029                  87.7

14-02-2025 12:34:55             0.038                  86.9
14-02-2025 12:35:10             0.042                  85.4

14-02-2025 12:36:10             0.058                  85.2
14-02-2025 12:36:25             0.063                  86.4
14-02-2025 12:36:40             0.067                  85.5

14-02-2025 12:36:55             0.071                  82.6
14-02-2025 12:37:10             0.075                  81.2

14-02-2025 12:37:40             0.083                  81.7
14-02-2025 12:37:55             0.088                  79.7
14-02-2025 12:38:10             0.092                  77.5

14-02-2025 12:38:25             0.096                  76.2
14-02-2025 12:38:40             0.100                  75.4

14-02-2025 12:38:55             0.104                  74.9
14-02-2025 12:40:40             0.133                  74.1
14-02-2025 12:40:55             0.138                  73.9

14-02-2025 12:46:25             0.229                  74.7
14-02-2025 12:46:40             0.233                  74.9
14-02-2025 12:50:41             0.300                  74.3

14-02-2025 12:50:56             0.304                  73.8
14-02-2025 12:52:26             0.329                  72.9

14-02-2025 12:52:41             0.334                  72.7
14-02-2025 12:56:56             0.404                  71.8
14-02-2025 12:57:11             0.409                  71.7

14-02-2025 12:58:56             0.438                  71.9
14-02-2025 12:59:11             0.442                  74.0

14-02-2025 13:02:40             0.500                  74.7
14-02-2025 13:11:41             0.650                  75.4
14-02-2025 13:11:56             0.654                  75.7

14-02-2025 13:12:26             0.663                  74.8


14-02-2025 13:12:41             0.667                  74.5
14-02-2025 13:16:26             0.729                  73.6

14-02-2025 13:16:41             0.734                  73.5
14-02-2025 13:21:12             0.809                  72.6
14-02-2025 13:21:27             0.813                  72.5

14-02-2025 13:23:57             0.855                  71.5
14-02-2025 13:24:12             0.859                  71.5

14-02-2025 13:27:57             0.921                  70.6
14-02-2025 13:28:12             0.926                  70.4
14-02-2025 13:32:40             1.000                  69.7

14-02-2025 13:35:57             1.055                  68.8
14-02-2025 13:36:12             1.059                  68.7

14-02-2025 13:37:43             1.084                  67.7
14-02-2025 13:37:58             1.088                  67.6
