
                                              MFCS/win                    Report printed:                2024-10-26 19:16:52
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_20_2                      Batch created:            2024-10-14 11:13:29

 Experiment Start:          2024-10-14 11:13:29                 Experiment Stop:          2024-10-18 14:31:21

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

14-10-2024 11:13:30             0.000                   0

14-10-2024 11:13:45             0.004                  4.4
14-10-2024 11:14:00             0.009                  13.7
14-10-2024 11:14:15             0.013                  23.1

14-10-2024 11:14:30             0.017                  32.5
14-10-2024 11:14:45             0.021                  41.2
14-10-2024 11:15:00             0.025                  49.5

14-10-2024 11:15:15             0.029                   0
14-10-2024 11:43:30             0.500                   0

14-10-2024 12:13:30             1.000                   0
14-10-2024 12:43:30             1.500                   0
14-10-2024 13:13:30             2.000                   0

14-10-2024 13:43:30             2.500                   0
14-10-2024 14:13:30             3.000                   .3

14-10-2024 14:43:30             3.500                   0
14-10-2024 14:53:13             3.662                   .7
14-10-2024 14:53:28             3.666                  1.1

14-10-2024 14:53:44             3.671                   0
14-10-2024 15:00:44             3.788                   .6

14-10-2024 15:00:59             3.792                  1.1
14-10-2024 15:01:14             3.796                   0
14-10-2024 15:13:30             4.000                   .2

14-10-2024 15:43:30             4.500                   0
14-10-2024 15:55:45             4.704                   .5
14-10-2024 15:56:00             4.709                  1.0

14-10-2024 15:56:15             4.713                   0
14-10-2024 16:00:01             4.776                   .6

14-10-2024 16:00:16             4.780                  1.1
14-10-2024 16:00:32             4.784                   0
14-10-2024 16:05:02             4.859                   .7

14-10-2024 16:05:17             4.863                  1.1
14-10-2024 16:05:32             4.867                   0

14-10-2024 16:10:17             4.947                   .7
14-10-2024 16:10:32             4.951                  1.2
14-10-2024 16:10:47             4.955                   0

14-10-2024 16:13:30             5.000                   0


14-10-2024 16:19:17             5.097                   .8
14-10-2024 16:19:32             5.101                  1.2

14-10-2024 16:19:47             5.105                   0
14-10-2024 16:23:32             5.167                   .6
14-10-2024 16:23:47             5.172                  1.1

14-10-2024 16:24:02             5.176                   0
14-10-2024 16:25:32             5.201                   .7

14-10-2024 16:25:47             5.205                  1.2
14-10-2024 16:26:02             5.209                   0
14-10-2024 16:42:19             5.481                   .5

14-10-2024 16:42:34             5.485                  1.0
14-10-2024 16:42:49             5.489                   0

14-10-2024 16:43:30             5.500                   0
14-10-2024 16:44:04             5.510                   .6
14-10-2024 16:44:19             5.514                  1.1

14-10-2024 16:44:34             5.518                   0
14-10-2024 16:48:04             5.576                   .6
