
                                              MFCS/win                    Report printed:                2024-10-26 19:16:43
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_20_2                      Batch created:            2024-10-14 11:13:29

 Experiment Start:          2024-10-14 11:13:29                 Experiment Stop:          2024-10-18 14:31:21

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                   TEMP
                                                    Degr C
  Data
                                                      Value


 Date    /  Time                Age

14-10-2024 11:13:30             0.000                30.0000

14-10-2024 11:43:30             0.500                30.0150
14-10-2024 12:13:30             1.000                30.0000
14-10-2024 12:43:30             1.500                30.0000

14-10-2024 13:13:30             2.000                30.0000
14-10-2024 13:43:30             2.500                30.0000
14-10-2024 14:13:30             3.000                30.0000

14-10-2024 14:43:30             3.500                30.0000
14-10-2024 15:13:30             4.000                30.0000

14-10-2024 15:43:30             4.500                30.0000
14-10-2024 16:13:30             5.000                30.0000
14-10-2024 16:43:30             5.500                30.0000

14-10-2024 17:13:30             6.000                30.0000
14-10-2024 17:43:30             6.500                30.0000

14-10-2024 18:13:30             7.000                30.0000
14-10-2024 18:43:30             7.500                30.0000
14-10-2024 19:13:30             8.000                30.0000

14-10-2024 19:43:30             8.500                30.0000
14-10-2024 20:13:30             9.000                30.0000

14-10-2024 20:43:30             9.500                30.0000
14-10-2024 21:13:30            10.000                30.0000
14-10-2024 21:43:30            10.500                30.0000

14-10-2024 22:13:30            11.000                30.0000
14-10-2024 22:43:30            11.500                30.0000
14-10-2024 23:13:30            12.000                30.0000

14-10-2024 23:43:30            12.500                30.0000
15-10-2024 00:13:30            13.000                30.0000

15-10-2024 00:43:30            13.500                30.0000
15-10-2024 01:13:30            14.000                30.0000
15-10-2024 01:43:30            14.500                30.0000

15-10-2024 02:13:30            15.000                30.0000
15-10-2024 02:43:30            15.500                30.0000

15-10-2024 03:13:30            16.000                30.0000
15-10-2024 03:43:30            16.500                30.0000
15-10-2024 04:13:30            17.000                30.0000

15-10-2024 04:43:30            17.500                30.0150


15-10-2024 05:13:30            18.000                30.0000
15-10-2024 05:43:30            18.500                30.0000

15-10-2024 06:13:30            19.000                30.0000
15-10-2024 06:43:30            19.500                30.0000
15-10-2024 07:13:30            20.000                30.0000

15-10-2024 07:43:30            20.500                30.0000
15-10-2024 08:13:30            21.000                30.0000

15-10-2024 08:43:30            21.500                30.0000
15-10-2024 09:13:30            22.000                30.0000
15-10-2024 09:43:31            22.501                30.0000

15-10-2024 10:13:31            23.001                30.0000
15-10-2024 10:43:31            23.501                30.0000

15-10-2024 11:13:31            24.001                30.0000
15-10-2024 11:43:31            24.501                30.0000
15-10-2024 12:13:31            25.001                30.0000

15-10-2024 12:43:31            25.501                30.0000
15-10-2024 13:13:31            26.001                30.0000
15-10-2024 13:43:31            26.501                30.0000

15-10-2024 14:13:31            27.001                30.0000
15-10-2024 14:43:31            27.501                30.0000

15-10-2024 15:13:31            28.001                30.0000
15-10-2024 15:43:31            28.501                30.0000
15-10-2024 16:13:31            29.001                30.0000

15-10-2024 16:43:31            29.501                30.0000
15-10-2024 17:13:31            30.001                30.0000

15-10-2024 17:43:31            30.501                30.0000
