Fermenter:;;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter02;
Sensor:;;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-1;BDCU-2;BDCU-2;BDCU-2;BDCU-2;BDCU-2;BDCU-2;
Channel:;;CH0-CO2;CH1-O2;Abs_Hum;Rel_Hum;Temperature;Pressure;CH1-NO;Abs_Hum;Rel_Hum;Temperature;Pressure;CH0-CO2;CH1-O2;
Unit:;;Vol %;Vol %;Vol %;Vol %;°C;bar;Vol %;Vol %;Vol %;°C;bar;Vol %;Vol %;
Id:;;25;26;27;28;29;30;31;19;20;21;22;23;24;
Serial:;;890;890;890;890;890;890;890;883;883;883;883;883;883;
UTC;LocalTime;
2025-01-14 18:18:37;2025-01-14 10:18:37;0.04544;20.97467;0.65548;20.86213;25.02403;1.02059;;0.50125;16.37903;24.57008;1.02177;0.04246;20.9766;
2025-01-14 18:18:42;2025-01-14 10:18:42;0.04556;20.9778;0.65778;20.95216;25.03738;1.02055;;0.50125;16.37903;24.57008;1.02177;0.04246;20.9766;
2025-01-14 18:18:47;2025-01-14 10:18:47;0.04556;20.9778;0.65778;20.95216;25.03738;1.02055;;0.50125;16.37903;24.57008;1.02177;0.04246;20.9766;
2025-01-14 18:18:52;2025-01-14 10:18:52;0.04556;20.9787;1.02059;0.04556;20.9787;1.02059;;0.50125;16.37903;24.57008;1.02177;0.04246;20.9766;
2025-01-14 18:18:57;2025-01-14 10:18:57;0.04556;20.9787;1.02059;0.04556;20.9787;1.02059;;0.50125;16.37903;24.57008;1.02177;0.04246;20.9766;
2025-01-14 18:19:02;2025-01-14 10:19:02;0.04528;20.97886;0.65821;20.86519;25.03738;1.0206;;0.50473;16.49348;24.54337;1.02177;0.04226;20.97787;
2025-01-14 18:19:07;2025-01-14 10:19:07;0.04528;20.97886;0.65821;20.86519;25.03738;1.0206;;0.50473;16.49348;24.54337;1.02177;0.04226;20.97787;
2025-01-14 18:19:12;2025-01-14 10:19:12;0.04497;20.97927;0.65769;20.92164;25.05074;1.02058;;0.50608;16.58198;24.59945;1.02174;0.04192;20.97672;
2025-01-14 18:19:17;2025-01-14 10:19:17;0.04497;20.97927;0.65769;20.92164;25.05074;1.02058;;0.50608;16.58198;24.59945;1.02174;0.04192;20.97672;
2025-01-14 18:19:22;2025-01-14 10:19:22;0.04481;20.9789;1.02058;0.04481;20.9789;1.02058;;1.02171;0.04176;20.9791;1.02171;0.04176;20.9791;
2025-01-14 18:19:27;2025-01-14 10:19:27;0.04481;20.9789;1.02058;0.04481;20.9789;1.02058;;1.02171;0.04176;20.9791;1.02171;0.04176;20.9791;
2025-01-14 18:19:32;2025-01-14 10:19:32;0.04458;20.97951;0.66959;21.1368;25.03738;1.02057;;1.02171;0.04176;20.9791;1.02171;0.04176;20.9791;
2025-01-14 18:19:37;2025-01-14 10:19:37;0.04458;20.97951;0.66959;21.1368;25.03738;1.02057;;1.02171;0.04176;20.9791;1.02171;0.04176;20.9791;
2025-01-14 18:19:42;2025-01-14 10:19:42;0.04425;20.98664;0.73296;23.0396;25.05074;1.02059;;1.02175;0.05023;20.97042;1.02175;0.05023;20.97042;
2025-01-14 18:19:47;2025-01-14 10:19:47;0.04425;20.98664;0.73296;23.0396;25.05074;1.02059;;1.02175;0.05023;20.97042;1.02175;0.05023;20.97042;
2025-01-14 18:19:52;2025-01-14 10:19:52;0.04668;20.9755;0.77818;24.92561;25.05074;1.02059;;0.6303;20.5005;24.59945;1.02174;0.0551;20.94604;
2025-01-14 18:19:57;2025-01-14 10:19:57;0.04668;20.9755;0.77818;24.92561;25.05074;1.02059;;0.6303;20.5005;24.59945;1.02174;0.0551;20.94604;
2025-01-14 18:20:02;2025-01-14 10:20:02;0.04969;20.94133;0.82566;26.37675;25.05074;1.02059;;0.65276;21.46639;24.55672;1.02176;0.06457;20.93144;
2025-01-14 18:20:07;2025-01-14 10:20:07;0.04969;20.94133;0.82566;26.37675;25.05074;1.02059;;0.65276;21.46639;24.55672;1.02176;0.06457;20.93144;
2025-01-14 18:20:12;2025-01-14 10:20:12;0.05588;20.9144;1.02058;0.05588;20.9144;1.02058;;0.68078;22.34989;24.59945;1.02176;0.0758;20.90202;
2025-01-14 18:20:17;2025-01-14 10:20:17;0.05588;20.9144;1.02058;0.05588;20.9144;1.02058;;0.68078;22.34989;24.59945;1.02176;0.0758;20.90202;
2025-01-14 18:20:22;2025-01-14 10:20:22;0.06762;20.87589;1.02058;0.06762;20.87589;1.02058;;0.68078;22.34989;24.59945;1.02176;0.0758;20.90202;
