
                                              MFCS/win                    Report printed:                2025-02-20 13:08:28
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_33_BDCU1_lowo2_2          Batch created:            2025-02-05 09:53:11

 Experiment Start:          2025-02-05 09:53:11                 Experiment Stop:          2025-02-08 09:58:32

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

05-02-2025 09:53:11             0.000                   0

05-02-2025 09:59:26             0.104                   .9
05-02-2025 09:59:41             0.108                  1.1
05-02-2025 09:59:56             0.113                   0

05-02-2025 10:23:11             0.500                   0
05-02-2025 10:53:11             1.000                   0
05-02-2025 11:23:11             1.500                   0

05-02-2025 11:53:11             2.000                   0
05-02-2025 12:23:11             2.500                   0

05-02-2025 12:53:11             3.000                   0
05-02-2025 13:23:11             3.500                   0
05-02-2025 13:53:11             4.000                   .1

05-02-2025 14:23:11             4.500                   .1
05-02-2025 14:53:11             5.000                   0

05-02-2025 15:23:11             5.500                   0
05-02-2025 15:53:11             6.000                   0
05-02-2025 16:23:11             6.500                   0

05-02-2025 16:53:11             7.000                   0
05-02-2025 17:23:11             7.500                   0

05-02-2025 17:53:11             8.000                   0
05-02-2025 18:23:11             8.500                   0
05-02-2025 18:53:11             9.000                   0

05-02-2025 19:23:11             9.500                   0
05-02-2025 19:53:11            10.000                   0
05-02-2025 20:23:11            10.500                   0

05-02-2025 20:53:11            11.000                   0
05-02-2025 21:23:11            11.500                   0

05-02-2025 21:53:11            12.000                   0
05-02-2025 22:23:11            12.500                   0
05-02-2025 22:53:11            13.000                   0

05-02-2025 23:23:11            13.500                   .1
05-02-2025 23:53:11            14.000                   0

06-02-2025 00:23:11            14.500                   0
06-02-2025 00:53:11            15.000                   0
06-02-2025 01:23:11            15.500                   0

06-02-2025 01:53:11            16.000                   0


06-02-2025 02:23:11            16.500                   0
06-02-2025 02:53:11            17.000                   0

06-02-2025 03:23:11            17.500                   0
06-02-2025 03:53:12            18.000                   0
06-02-2025 04:23:12            18.500                   0

06-02-2025 04:53:12            19.000                   0
06-02-2025 05:23:12            19.500                   0

06-02-2025 05:53:12            20.000                   0
06-02-2025 06:23:12            20.500                   0
06-02-2025 06:53:12            21.000                   0

06-02-2025 07:23:12            21.500                   0
06-02-2025 07:53:12            22.000                   0

06-02-2025 08:23:12            22.500                   0
06-02-2025 08:53:12            23.000                   0
06-02-2025 09:23:12            23.500                   0

06-02-2025 09:53:12            24.000                   0
06-02-2025 10:23:12            24.500                   0
06-02-2025 10:53:12            25.000                   0

06-02-2025 11:23:12            25.500                   0
