
                                              MFCS/win                    Report printed:                2024-10-26 19:15:14
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_20                        Batch created:            2024-10-14 11:13:07

 Experiment Start:          2024-10-14 11:13:07                 Experiment Stop:          2024-10-18 14:31:10

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                 BASESUB
                                                        %
  Data
                                                      Value


 Date    /  Time                Age

14-10-2024 11:13:07             0.000                   0

14-10-2024 11:13:37             0.008                   0
14-10-2024 11:13:52             0.012                  2.3
14-10-2024 11:14:07             0.017                  5.8

14-10-2024 11:14:22             0.021                  8.6
14-10-2024 11:14:37             0.025                   0
14-10-2024 11:43:07             0.500                   0

14-10-2024 12:13:07             1.000                   0
14-10-2024 12:43:07             1.500                   0

14-10-2024 13:13:07             2.000                   0
14-10-2024 13:28:43             2.260                  1.0
14-10-2024 13:28:58             2.264                  1.3

14-10-2024 13:29:13             2.268                   0
14-10-2024 13:33:59             2.348                   .8

14-10-2024 13:34:14             2.352                  1.1
14-10-2024 13:34:45             2.361                  1.9
14-10-2024 13:35:00             2.365                  2.4

14-10-2024 13:35:15             2.369                  2.9
14-10-2024 13:35:30             2.373                  3.5

14-10-2024 13:35:45             2.377                  4.1
14-10-2024 13:36:00             2.381                   0
14-10-2024 13:43:07             2.500                   0

14-10-2024 13:46:15             2.552                   .7
14-10-2024 13:46:30             2.556                  1.0
14-10-2024 13:46:45             2.561                   0

14-10-2024 13:51:15             2.636                   .9
14-10-2024 13:51:30             2.640                  1.3

14-10-2024 13:51:45             2.644                  1.6
14-10-2024 13:52:00             2.648                   0
14-10-2024 13:55:45             2.711                   .7

14-10-2024 13:56:00             2.715                  1.1
14-10-2024 13:56:15             2.719                   0

14-10-2024 14:13:01             2.998                   .8
14-10-2024 14:13:07             3.000                  1.1
14-10-2024 14:13:46             3.011                  1.9

14-10-2024 14:14:01             3.015                  2.4


14-10-2024 14:14:16             3.019                   0
14-10-2024 14:27:16             3.236                   .7

14-10-2024 14:27:31             3.240                  1.1
14-10-2024 14:27:46             3.244                   0
14-10-2024 14:32:16             3.319                   .7

14-10-2024 14:32:31             3.323                  1.0
14-10-2024 14:32:46             3.328                   0

14-10-2024 14:38:01             3.415                   .9
14-10-2024 14:38:16             3.419                  1.3
14-10-2024 14:38:31             3.423                   0

14-10-2024 14:43:01             3.498                   .9
14-10-2024 14:43:07             3.500                  1.0

14-10-2024 14:43:16             3.502                   0
14-10-2024 14:48:02             3.582                   .6
14-10-2024 14:48:17             3.586                  1.0

14-10-2024 14:48:32             3.590                   0
14-10-2024 14:52:48             3.661                   .6
