#transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
6444	5466	KOG0979	Structural maintenance of chromosome protein SMC5/Spr18, SMC superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
3385	2407	KOG0980	Actin-binding protein SLA2/Huntingtin-interacting protein Hip1	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
5572	4594	KOG0981	DNA topoisomerase I	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1666	688	KOG0985	Vesicle coat protein clathrin, heavy chain	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1142	164	KOG0987	DNA helicase PIF1/RRM3	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1433	455	KOG0987	DNA helicase PIF1/RRM3	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
2528	1550	KOG0987	DNA helicase PIF1/RRM3	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
4394	3416	KOG0987	DNA helicase PIF1/RRM3	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
4747	3769	KOG0987	DNA helicase PIF1/RRM3	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
6156	5178	KOG0989	Replication factor C, subunit RFC4	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1067	89	KOG0990	Replication factor C, subunit RFC5	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
7709	6731	KOG0991	Replication factor C, subunit RFC2	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2806	1828	KOG0994	Extracellular matrix glycoprotein Laminin subunit beta	Extracellular structures 	CELLULAR PROCESSES AND SIGNALING
2477	1499	KOG0995	Centromere-associated protein HEC1	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
3986	3008	KOG0996	Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
3986	3008	KOG0996	Structural maintenance of chromosome protein 4 (chromosome condensation complex Condensin, subunit C)	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
3331	2353	KOG0997	Uncharacterized conserved protein Sand	Function unknown 	POORLY CHARACTERIZED
4238	3260	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
5007	4029	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
7057	6079	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
7434	6456	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
4238	3260	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
5007	4029	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7057	6079	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7434	6456	KOG0998	Synaptic vesicle protein EHS-1 and related EH domain proteins	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4884	3906	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
5837	4859	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
7621	6643	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
8807	7829	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
4884	3906	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
5837	4859	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
7621	6643	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
8807	7829	KOG1001	Helicase-like transcription factor HLTF/DNA helicase RAD5, DEAD-box superfamily	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
7386	6408	KOG1002	Nucleotide excision repair protein RAD16	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
8671	7693	KOG1003	Actin filament-coating protein tropomyosin	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
7231	6253	KOG1004	Exosomal 3'-5' exoribonuclease complex subunit Rrp40	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
4864	3886	KOG1005	Telomerase catalytic subunit/reverse transcriptase TERT	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
4864	3886	KOG1005	Telomerase catalytic subunit/reverse transcriptase TERT	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
5187	4209	KOG1008	Uncharacterized conserved protein, contains WD40 repeats	Function unknown 	POORLY CHARACTERIZED
2629	1651	KOG1009	Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats)	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
2629	1651	KOG1009	Chromatin assembly complex 1 subunit B/CAC2 (contains WD40 repeats)	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
3081	2103	KOG1012	Ca2+-dependent lipid-binding protein CLB1/vesicle protein vp115/Granuphilin A, contains C2 domain	General function prediction only 	POORLY CHARACTERIZED
7124	6146	KOG1012	Ca2+-dependent lipid-binding protein CLB1/vesicle protein vp115/Granuphilin A, contains C2 domain	General function prediction only 	POORLY CHARACTERIZED
1237	259	KOG1014	17 beta-hydroxysteroid dehydrogenase type 3, HSD17B3	Lipid transport and metabolism 	METABOLISM
4928	3950	KOG1018	Cytosine deaminase FCY1 and related enzymes	Nucleotide transport and metabolism 	METABOLISM
6290	5312	KOG1018	Cytosine deaminase FCY1 and related enzymes	Nucleotide transport and metabolism 	METABOLISM
8475	7497	KOG1018	Cytosine deaminase FCY1 and related enzymes	Nucleotide transport and metabolism 	METABOLISM
1558	580	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
1558	580	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
1558	580	KOG1020	Sister chromatid cohesion protein SCC2/Nipped-B	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1565	587	KOG1027	Serine/threonine protein kinase and endoribonuclease ERN1/IRE1, sensor of the unfolded protein response pathway	Signal transduction mechanisms 	CELLULAR PROCESSES AND SIGNALING
1625	647	KOG1032	Uncharacterized conserved protein, contains GRAM domain	Function unknown 	POORLY CHARACTERIZED
2626	1648	KOG1035	eIF-2alpha kinase GCN2	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
8338	7360	KOG1036	Mitotic spindle checkpoint protein BUB3, WD repeat superfamily	Cell cycle control, cell division, chromosome partitioning 	METABOLISM
3908	2930	KOG1037	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins	Transcription 	INFORMATION STORAGE AND PROCESSING
3908	2930	KOG1037	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
3908	2930	KOG1037	NAD+ ADP-ribosyltransferase Parp, required for poly-ADP ribosylation of nuclear proteins	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
1457	479	KOG1038	Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation	Transcription 	INFORMATION STORAGE AND PROCESSING
1460	482	KOG1038	Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation	Transcription 	INFORMATION STORAGE AND PROCESSING
1457	479	KOG1038	Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
1460	482	KOG1038	Mitochondrial/chloroplast DNA-directed RNA polymerase RPO41, provides primers for DNA replication-initiation	Replication, recombination and repair 	INFORMATION STORAGE AND PROCESSING
2510	1532	KOG1039	Predicted E3 ubiquitin ligase	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4992	4014	KOG1040	Polyadenylation factor I complex, subunit, Yth1 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8153	7175	KOG1043	Ca2+-binding transmembrane protein LETM1/MRS7	Function unknown 	POORLY CHARACTERIZED
2466	1488	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Amino acid transport and metabolism 	METABOLISM
2610	1632	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Amino acid transport and metabolism 	METABOLISM
5387	4409	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Amino acid transport and metabolism 	METABOLISM
5422	4444	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Amino acid transport and metabolism 	METABOLISM
2466	1488	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2610	1632	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
5387	4409	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
5422	4444	KOG1046	Puromycin-sensitive aminopeptidase and related aminopeptidases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7342	6364	KOG1047	Bifunctional leukotriene A4 hydrolase/aminopeptidase LTA4H	Amino acid transport and metabolism 	METABOLISM
7342	6364	KOG1047	Bifunctional leukotriene A4 hydrolase/aminopeptidase LTA4H	Lipid transport and metabolism 	METABOLISM
7342	6364	KOG1047	Bifunctional leukotriene A4 hydrolase/aminopeptidase LTA4H	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7342	6364	KOG1047	Bifunctional leukotriene A4 hydrolase/aminopeptidase LTA4H	Defense mechanisms 	CELLULAR PROCESSES AND SIGNALING
5780	4802	KOG1049	Polyadenylation factor I complex, subunit FIP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4965	3987	KOG1050	Trehalose-6-phosphate synthase component TPS1 and related subunits	Carbohydrate transport and metabolism 	METABOLISM
6328	5350	KOG1050	Trehalose-6-phosphate synthase component TPS1 and related subunits	Carbohydrate transport and metabolism 	METABOLISM
7119	6141	KOG1050	Trehalose-6-phosphate synthase component TPS1 and related subunits	Carbohydrate transport and metabolism 	METABOLISM
6971	5993	KOG1051	Chaperone HSP104 and related ATP-dependent Clp proteases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
7979	7001	KOG1051	Chaperone HSP104 and related ATP-dependent Clp proteases	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
2555	1577	KOG1057	Arp2/3 complex-interacting protein VIP1/Asp1, involved in regulation of actin cytoskeleton	Cytoskeleton 	CELLULAR PROCESSES AND SIGNALING
8312	7334	KOG1058	Vesicle coat complex COPI, beta subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
7332	6354	KOG1059	Vesicle coat complex AP-3, delta subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
2897	1919	KOG1060	Vesicle coat complex AP-3, beta subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
6369	5391	KOG1061	Vesicle coat complex AP-1/AP-2/AP-4, beta subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
8440	7462	KOG1061	Vesicle coat complex AP-1/AP-2/AP-4, beta subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
2930	1952	KOG1062	Vesicle coat complex AP-1, gamma subunit	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
4212	3234	KOG1063	RNA polymerase II elongator complex, subunit ELP2, WD repeat superfamily	Chromatin structure and dynamics 	INFORMATION STORAGE AND PROCESSING
4212	3234	KOG1063	RNA polymerase II elongator complex, subunit ELP2, WD repeat superfamily	Transcription 	INFORMATION STORAGE AND PROCESSING
3887	2909	KOG1064	RAVE (regulator of V-ATPase assembly) complex subunit RAV1/DMX protein, WD repeat superfamily	General function prediction only 	POORLY CHARACTERIZED
2224	1246	KOG1066	Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31	Carbohydrate transport and metabolism 	METABOLISM
2224	1246	KOG1066	Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31	Cell wall/membrane/envelope biogenesis 	CELLULAR PROCESSES AND SIGNALING
2224	1246	KOG1066	Glucosidase II catalytic (alpha) subunit and related enzymes, glycosyl hydrolase family 31	Posttranslational modification, protein turnover, chaperones 	CELLULAR PROCESSES AND SIGNALING
4597	3619	KOG1068	Exosomal 3'-5' exoribonuclease complex, subunit Rrp41 and related exoribonucleases	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
5930	4952	KOG1068	Exosomal 3'-5' exoribonuclease complex, subunit Rrp41 and related exoribonucleases	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
8367	7389	KOG1069	Exosomal 3'-5' exoribonuclease complex, subunit Rrp46	Translation, ribosomal structure and biogenesis 	INFORMATION STORAGE AND PROCESSING
7076	6098	KOG1070	rRNA processing protein Rrp5	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4945	3967	KOG1073	Uncharacterized mRNA-associated protein RAP55	Intracellular trafficking, secretion, and vesicular transport 	CELLULAR PROCESSES AND SIGNALING
1240	262	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
1315	337	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
1452	474	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
1694	716	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3193	2215	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3381	2403	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3409	2431	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3454	2476	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3468	2490	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3567	2589	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3589	2611	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3800	2822	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3831	2853	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
3996	3018	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
4020	3042	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
4044	3066	KOG1075	FOG: Reverse transcriptase	General function prediction only 	POORLY CHARACTERIZED
