YALI0_ID,UniProt_ID
YALI0E33077g,Q6C3Q0
YALI0E33033g,Q6C3Q2
YALI0E32542g,Q6C3S2
YALI0E32505g,Q6C3S4
YALI0E32351g,Q6C3T1
YALI0E32153g,Q6C3U0
YALI0E32109g,Q6C3U2
YALI0E32065g,Q6C3U4
YALI0E31691g,Q6C3W3
YALI0E31625g,Q6C3W6
YALI0E31603g,Q6C3W7
YALI0E31551g,Q6C3X1
YALI0E31537g,Q6C3X2
YALI0E31471g,Q6C3X5
YALI0E31405g,Q6C3X8
YALI0E31361g,Q6C3Y0
YALI0E31339g,Q6C3Y1
YALI0E31317g,Q6C3Y2
YALI0E31262g,Q6C3Y5
YALI0E31196g,Q6C3Y8
YALI0E30943g,Q6C400
YALI0E30921g,Q6C401
YALI0E30899g,Q6C402
YALI0E30789g,Q6C407
YALI0E30723g,Q6C410
YALI0E30547g,Q6C418
YALI0E30481g,Q6C421
YALI0E30217g,Q6C430
YALI0E30173g,Q6C431
YALI0E30151g,Q6C432
YALI0E30129g,Q6C433
YALI0E29975g,Q6C438
YALI0E29843g,Q6C444
YALI0E29733g,Q6C447
YALI0E29667g,Q6C450
YALI0E29645g,Q6C451
YALI0E29557g,Q6C455
YALI0E29535g,Q6C456
YALI0E29307g,Q6C467
YALI0E29293g,Q6C468
YALI0E29271g,Q6C469
YALI0E29249g,Q6C470
YALI0E29205g,Q6C472
YALI0E29161g,Q6C473
YALI0E29139g,Q6C474
YALI0E28941g,Q6C483
YALI0E28919g,Q6C484
YALI0E28743g,Q6C491
YALI0E28600g,Q6C497
YALI0E28468g,Q6C4A4
YALI0E28371g,Q6C4A8
YALI0E28358g,Q6C4A9
YALI0E28248g,Q6C4B4
YALI0E28153g,Q6C4B9
YALI0E27852g,Q6C4C7
YALI0E27830g,Q6C4C8
YALI0E27786g,Q6C4D0
YALI0E27742g,Q6C4D2
YALI0E27676g,Q6C4D6
YALI0E27632g,Q6C4D8
YALI0E27533g,Q6C4E0
YALI0E27412g,Q6C4E6
YALI0E27346g,Q6C4E9
YALI0E27269g,Q6C4F2
YALI0E27203g,Q6C4F5
YALI0E27181g,Q6C4F6
YALI0E27005g,Q6C4G4
YALI0E26961g,Q6C4G6
YALI0E26719g,Q6C4H7
YALI0E26609g,Q6C4I0
YALI0E26345g,Q6C4J1
YALI0E26323g,Q6C4J2
YALI0E26301g,Q6C4J3
YALI0E26081g,Q6C4K1
YALI0E26026g,Q6C4K4
YALI0E26004g,Q6C4K5
YALI0E25982g,Q6C4K6
YALI0E25872g,Q6C4L0
YALI0E25740g,Q6C4L7
YALI0E25652g,Q6C4M1
YALI0E25201g,Q6C4M7
YALI0E25113g,Q6C4N0
YALI0E25091g,Q6C4N1
YALI0E24959g,Q6C4N7
YALI0E24717g,Q6C4P7
YALI0E24607g,Q6C4Q2
YALI0E24563g,Q6C4Q4
YALI0E24431g,Q6C4R0
YALI0E24299g,Q6C4R6
YALI0E24057g,Q6C4S7
YALI0E24035g,Q6C4S8
YALI0E23947g,Q6C4T2
YALI0E23859g,Q6C4T4
YALI0E23738g,Q6C4T9
YALI0E23694g,Q6C4U1
YALI0E23342g,Q6C4V7
YALI0E23287g,Q6C4W0
YALI0E23265g,Q6C4W1
YALI0E23243g,Q6C4W2
YALI0E23133g,Q6C4W7
YALI0E23045g,Q6C4X1
YALI0E23001g,Q6C4X3
YALI0E22979g,Q6C4X4
YALI0E22935g,Q6C4X6
YALI0E22913g,Q6C4X7
YALI0E22649g,Q6C4Y7
YALI0E22462g,Q6C4Z3
YALI0E22374g,Q6C4Z7
YALI0E22198g,Q6C504
YALI0E22044g,Q6C508
YALI0E21956g,Q6C512
YALI0E21934g,Q6C513
YALI0E21868g,Q6C516
YALI0E21846g,Q6C517
YALI0E21692g,Q6C522
YALI0E21670g,Q6C523
YALI0E21648g,Q6C524
YALI0E21417g,Q6C533
YALI0E21373g,Q6C535
YALI0E21351g,Q6C536
YALI0E21307g,Q6C538
YALI0E21197g,Q6C541
YALI0E21175g,Q6C542
YALI0E21153g,Q6C543
YALI0E21131g,Q6C544
YALI0E21109g,Q6C545
YALI0E21043g,Q6C548
YALI0E21021g,Q6C549
YALI0E20977g,Q6C551
YALI0E20823g,Q6C558
YALI0E20757g,Q6C561
YALI0E20735g,Q6C562
YALI0E20691g,Q6C564
YALI0E20625g,Q6C567
YALI0E20603g,Q6C568
YALI0E20449g,Q6C575
YALI0E20207g,Q6C584
YALI0E20163g,Q6C586
YALI0E20119g,Q6C588
YALI0E20053g,Q6C590
YALI0E19987g,Q6C594
YALI0E19767g,Q6C5A1
YALI0E19679g,Q6C5A5
YALI0E19514g,Q6C5B3
YALI0E19448g,Q6C5B6
YALI0E19206g,Q6C5C6
YALI0E19052g,Q6C5D1
YALI0E18964g,Q6C5D5
YALI0E18942g,Q6C5D6
YALI0E18898g,Q6C5D8
YALI0E18876g,Q6C5D9
YALI0E18832g,Q6C5E1
YALI0E18744g,Q6C5E5
YALI0E18678g,Q6C5E8
YALI0E18524g,Q6C5F5
YALI0E18480g,Q6C5F7
YALI0E18282g,Q6C5G4
YALI0E18238g,Q6C5G6
YALI0E18117g,Q6C5H0
YALI0E18095g,Q6C5H1
YALI0E17985g,Q6C5H6
YALI0E17919g,Q6C5H9
YALI0E17875g,Q6C5I1
YALI0E17831g,Q6C5I3
YALI0E17809g,Q6C5I4
YALI0E17765g,Q6C5I6
YALI0E17721g,Q6C5I8
YALI0E17633g,Q6C5J2
YALI0E17413g,Q6C5K0
YALI0E17347g,Q6C5K3
YALI0E17303g,Q6C5K5
YALI0E17193g,Q6C5K8
YALI0E16951g,Q6C5L7
YALI0E16929g,Q6C5L8
YALI0E16797g,Q6C5M4
YALI0E16775g,Q6C5M5
YALI0E16709g,Q6C5M8
YALI0E16643g,Q6C5N1
YALI0E16500g,Q6C5N8
YALI0E16368g,Q6C5P4
YALI0E16294g,Q6C5P7
YALI0E16236g,Q6C5Q0
YALI0E16192g,Q6C5Q2
YALI0E16170g,Q6C5Q3
YALI0E16060g,Q6C5Q6
YALI0E16016g,Q6C5Q8
YALI0E15818g,Q6C5R5
YALI0E15708g,Q6C5R9
YALI0E15598g,Q6C5S4
YALI0E15400g,Q6C5T1
YALI0E15334g,Q6C5T4
YALI0E15125g,Q6C5U4
YALI0E15081g,Q6C5U6
YALI0E14949g,Q6C5V2
YALI0E14927g,Q6C5V3
YALI0E14795g,Q6C5V6
YALI0E14751g,Q6C5V8
YALI0E14619g,Q6C5W4
YALI0E14597g,Q6C5W5
YALI0E14509g,Q6C5W7
YALI0E14465g,Q6C5W9
YALI0E14443g,Q6C5X0
YALI0E14322g,Q6C5X5
YALI0E14190g,Q6C5X9
YALI0E14102g,Q6C5Y3
YALI0E14036g,Q6C5Y6
YALI0E13948g,Q6C5Z0
YALI0E13926g,Q6C5Z1
YALI0E13904g,Q6C5Z2
YALI0E13728g,Q6C5Z8
YALI0E13662g,Q6C601
YALI0E13530g,Q6C607
YALI0E13420g,Q6C612
YALI0E13299g,Q6C616
YALI0E13277g,Q6C617
YALI0E13255g,Q6C618
YALI0E13101g,Q6C625
YALI0E12595g,Q6C642
YALI0E12551g,Q6C644
YALI0E12485g,Q6C647
YALI0E12243g,Q6C657
YALI0E12221g,Q6C658
YALI0E12089g,Q6C664
YALI0E12081g,Q6C665
YALI0E12001g,Q6C669
YALI0E11825g,Q6C677
YALI0E11737g,Q6C679
YALI0E11671g,Q6C682
YALI0E11627g,Q6C684
YALI0E11495g,Q6C690
YALI0E11385g,Q6C695
YALI0E11363g,Q6C696
YALI0E11187g,Q6C6A0
YALI0E11077g,Q6C6A5
YALI0E10923g,Q6C6B1
YALI0E10879g,Q6C6B3
YALI0E10857g,Q6C6B4
YALI0E10813g,Q6C6B6
YALI0E10769g,Q6C6B8
YALI0E10725g,Q6C6C0
YALI0E10637g,Q6C6C3
YALI0E10417g,Q6C6D3
YALI0E10395g,Q6C6D4
YALI0E10307g,Q6C6D8
YALI0E10263g,Q6C6E0
YALI0E10175g,Q6C6E4
YALI0E10144g,Q6C6E6
YALI0E10131g,Q6C6E7
YALI0E10087g,Q6C6E9
YALI0E10065g,Q6C6F0
YALI0E09933g,Q6C6F6
YALI0E09911g,Q6C6F7
YALI0E09889g,Q6C6F8
YALI0E09845g,Q6C6G0
YALI0E09823g,Q6C6G1
YALI0E09603g,Q6C6H1
YALI0E09405g,Q6C6H9
YALI0E09276g,Q6C6I4
YALI0E09196g,Q6C6I8
YALI0E09108g,Q6C6J2
YALI0E09015g,Q6C6J6
YALI0E08969g,Q6C6J9
YALI0E08844g,Q6C6K5
YALI0E08646g,Q6C6K8
YALI0E08617g,Q6C6K9
YALI0E08536g,Q6C6L3
YALI0E08096g,Q6C6M7
YALI0E07942g,Q6C6N4
YALI0E07766g,Q6C6P0
YALI0E07601g,Q6C6P3
YALI0E07535g,Q6C6P6
YALI0E07315g,Q6C6Q2
YALI0E07139g,Q6C6Q8
YALI0E07117g,Q6C6Q9
YALI0E07073g,Q6C6R1
YALI0E06919g,Q6C6R4
YALI0E06897g,Q6C6R5
YALI0E06853g,Q6C6R7
YALI0E06765g,Q6C6S1
YALI0E06743g,Q6C6S2
YALI0E06567g,Q6C6T0
YALI0E06501g,Q6C6T3
YALI0E06435g,Q6C6T6
YALI0E06347g,Q6C6U0
YALI0E06215g,Q6C6U2
YALI0E06193g,Q6C6U3
YALI0E06039g,Q6C6V0
YALI0E06017g,Q6C6V1
YALI0E05929g,Q6C6V5
YALI0E05841g,Q6C6V9
YALI0E05797g,Q6C6W1
YALI0E05775g,Q6C6W2
YALI0E05665g,Q6C6W7
YALI0E05621g,Q6C6W9
YALI0E05555g,Q6C6X2
YALI0E05423g,Q6C6X8
YALI0E05401g,Q6C6X9
YALI0E05269g,Q6C6Y5
YALI0E05247g,Q6C6Y6
YALI0E05203g,Q6C6Y8
YALI0E05137g,Q6C6Z1
YALI0E05049g,Q6C6Z5
YALI0E05027g,Q6C6Z6
YALI0E05005g,Q6C6Z7
YALI0E04983g,Q6C6Z8
YALI0E04939g,Q6C700
YALI0E04246g,Q6C730
YALI0E04114g,Q6C734
YALI0E04048g,Q6C737
YALI0E03894g,Q6C744
YALI0E03366g,Q6C766
YALI0E03278g,Q6C770
YALI0E03234g,Q6C772
YALI0E03212g,Q6C773
YALI0E03190g,Q6C774
YALI0E03168g,Q6C775
YALI0E03146g,Q6C776
YALI0E03124g,Q6C777
YALI0E03058g,Q6C780
YALI0E03036g,Q6C781
YALI0E02816g,Q6C787
YALI0E02794g,Q6C788
YALI0E02750g,Q6C790
YALI0E02706g,Q6C792
YALI0E02618g,Q6C796
YALI0E02508g,Q6C7A1
YALI0E02376g,Q6C7A5
YALI0E02332g,Q6C7A7
YALI0E02310g,Q6C7A8
YALI0E02288g,Q6C7A9
YALI0E02266g,Q6C7B0
YALI0E02156g,Q6C7B5
YALI0E02090g,Q6C7B8
YALI0E02002g,Q6C7C2
YALI0E01936g,Q6C7C5
YALI0E01892g,Q6C7C7
YALI0E01496g,Q6C7E4
YALI0E01452g,Q6C7E6
YALI0E01254g,Q6C7F4
YALI0E01166g,Q6C7F8
YALI0E00880g,Q6C7H1
YALI0E00836g,Q6C7H3
YALI0E00748g,Q6C7H7
YALI0E00726g,Q6C7H8
YALI0E00660g,Q6C7I1
YALI0E00638g,Q6C7I2
YALI0E00594g,Q6C7I4
YALI0E00418g,Q6C7J1
YALI0E00242g,Q6C7J7
YALI0E00220g,Q6C7J8
YALI0E00198g,Q6C7J9
YALI0E00176g,Q6C7K0
YALI0E00154g,Q6C7K1
YALI0E00110g,Q6C7K3
YALI0D27346g,Q6C7K4
YALI0D27192g,Q6C7L1
YALI0D27170g,Q6C7L2
YALI0D27104g,Q6C7L5
YALI0D27038g,Q6C7L8
YALI0D26994g,Q6C7M0
YALI0D26972g,Q6C7M1
YALI0D26928g,Q6C7M3
YALI0D26884g,Q6C7M5
YALI0D26862g,Q6C7M6
YALI0D26818g,Q6C7M8
YALI0D26730g,Q6C7N2
YALI0D26642g,Q6C7N6
YALI0D26620g,Q6C7N7
YALI0D26598g,Q6C7N8
YALI0D26510g,Q6C7P2
YALI0D26389g,Q6C7P8
YALI0D26367g,Q6C7P9
YALI0D26301g,Q6C7Q3
YALI0D26147g,Q6C7R0
YALI0D26081g,Q6C7R3
YALI0D25938g,Q6C7R6
YALI0D25894g,Q6C7R8
YALI0D25872g,Q6C7R9
YALI0D25828g,Q6C7S1
YALI0D25762g,Q6C7S4
YALI0D25740g,Q6C7S5
YALI0D25652g,Q6C7S9
YALI0D25630g,Q6C7T0
YALI0D25564g,Q6C7T3
YALI0D25454g,Q6C7T8
YALI0D25278g,Q6C7U4
YALI0D25234g,Q6C7U6
YALI0D25168g,Q6C7U9
YALI0D24629g,Q6C7X2
YALI0D24431g,Q6C7Y1
YALI0D24409g,Q6C7Y2
YALI0D24387g,Q6C7Y3
YALI0D24233g,Q6C7Y9
YALI0D24211g,Q6C7Z0
YALI0D24145g,Q6C7Z3
YALI0D24079g,Q6C7Z6
YALI0D23881g,Q6C803
YALI0D23815g,Q6C806
YALI0D23793g,Q6C807
YALI0D23705g,Q6C811
YALI0D23683g,Q6C812
YALI0D23639g,Q6C814
YALI0D23617g,Q6C815
YALI0D23573g,Q6C817
YALI0D23441g,Q6C821
YALI0D23353g,Q6C825
YALI0D23331g,Q6C826
YALI0D23309g,Q6C827
YALI0D23287g,Q6C828
YALI0D23001g,Q6C839
YALI0D22957g,Q6C841
YALI0D22913g,Q6C843
YALI0D22891g,Q6C844
YALI0D22660g,Q6C851
YALI0D22594g,Q6C854
YALI0D22520g,Q6C857
YALI0D22396g,Q6C863
YALI0D22352g,Q6C864
YALI0D22330g,Q6C865
YALI0D22308g,Q6C866
YALI0D22264g,Q6C868
YALI0D22220g,Q6C870
YALI0D22110g,Q6C873
YALI0D22066g,Q6C875
YALI0D21934g,Q6C881
YALI0D21890g,Q6C883
YALI0D21362g,Q6C8A4
YALI0D21208g,Q6C8A8
YALI0D21142g,Q6C8B1
YALI0D21120g,Q6C8B2
YALI0D21032g,Q6C8B5
YALI0D20966g,Q6C8B8
YALI0D20724g,Q6C8C7
YALI0D20680g,Q6C8C9
YALI0D20592g,Q6C8D3
YALI0D20570g,Q6C8D4
YALI0D20504g,Q6C8D7
YALI0D20482g,Q6C8D8
YALI0D20460g,Q6C8D9
YALI0D20416g,Q6C8E1
YALI0D20394g,Q6C8E2
YALI0D20328g,Q6C8E4
YALI0D20240g,Q6C8E7
YALI0D20152g,Q6C8F2
YALI0D19910g,Q6C8G3
YALI0D19888g,Q6C8G4
YALI0D19844g,Q6C8G6
YALI0D19580g,Q6C8H4
YALI0D19492g,Q6C8H8
YALI0D19206g,Q6C8J1
YALI0D19140g,Q6C8J4
YALI0D19096g,Q6C8J6
YALI0D18942g,Q6C8K3
YALI0D18920g,Q6C8K4
YALI0D18744g,Q6C8L2
YALI0D18678g,Q6C8L5
YALI0D18458g,Q6C8M5
YALI0D18337g,Q6C8N1
YALI0D18271g,Q6C8N4
YALI0D17930g,Q6C8Q1
YALI0D17886g,Q6C8Q2
YALI0D17864g,Q6C8Q3
YALI0D17842g,Q6C8Q4
YALI0D17732g,Q6C8Q9
YALI0D17556g,Q6C8R7
YALI0D17402g,Q6C8S4
YALI0D17116g,Q6C8T5
YALI0D17086g,Q6C8T7
YALI0D17028g,Q6C8U0
YALI0D16984g,Q6C8U2
YALI0D16929g,Q6C8U5
YALI0D16885g,Q6C8U7
YALI0D16841g,Q6C8U9
YALI0D16753g,Q6C8V3
YALI0D16709g,Q6C8V4
YALI0D16687g,Q6C8V5
YALI0D16643g,Q6C8V7
YALI0D16401g,Q6C8W3
YALI0D16335g,Q6C8W6
YALI0D16291g,Q6C8W8
YALI0D15928g,Q6C8Y1
YALI0D15752g,Q6C8Y8
YALI0D15620g,Q6C8Z3
YALI0D15598g,Q6C8Z4
YALI0D15510g,Q6C8Z8
YALI0D15444g,Q6C901
YALI0D15400g,Q6C903
YALI0D15334g,Q6C906
YALI0D15312g,Q6C907
YALI0D15268g,Q6C909
YALI0D14916g,Q6C923
YALI0D14894g,Q6C924
YALI0D14850g,Q6C926
YALI0D14762g,Q6C928
YALI0D14630g,Q6C932
YALI0D14520g,Q6C937
YALI0D14410g,Q6C942
YALI0D14300g,Q6C947
YALI0D14080g,Q6C949
YALI0D14058g,Q6C950
YALI0D13904g,Q6C954
YALI0D13838g,Q6C957
YALI0D13794g,Q6C959
YALI0D13728g,Q6C962
YALI0D13442g,Q6C975
YALI0D13134g,Q6C984
YALI0D13090g,Q6C987
YALI0D13068g,Q6C988
YALI0D13046g,Q6C989
YALI0D12859g,Q6C998
YALI0D12837g,Q6C999
YALI0D12705g,Q6C9A5
YALI0D12606g,Q6C9B0
YALI0D12364g,Q6C9C2
YALI0D12188g,Q6C9D0
YALI0D12166g,Q6C9D1
YALI0D12144g,Q6C9D2
YALI0D12012g,Q6C9D7
YALI0D11836g,Q6C9E5
YALI0D11572g,Q6C9F7
YALI0D11528g,Q6C9F9
YALI0D11418g,Q6C9G4
YALI0D11396g,Q6C9G5
YALI0D11308g,Q6C9G9
YALI0D11220g,Q6C9H3
YALI0D11132g,Q6C9H6
YALI0D11110g,Q6C9H7
YALI0D11000g,Q6C9I2
YALI0D10967g,Q6C9I4
YALI0D10879g,Q6C9I8
YALI0D10835g,Q6C9J0
YALI0D10593g,Q6C9K0
YALI0D10505g,Q6C9K4
YALI0D10329g,Q6C9K8
YALI0D10285g,Q6C9L0
YALI0D10234g,Q6C9L2
YALI0D10131g,Q6C9L5
YALI0D09999g,Q6C9M2
YALI0D09933g,Q6C9M5
YALI0D09735g,Q6C9N4
YALI0D09713g,Q6C9N5
YALI0D09691g,Q6C9N6
YALI0D09625g,Q6C9N9
YALI0D09603g,Q6C9P0
YALI0D09361g,Q6C9P6
YALI0D09163g,Q6C9Q5
YALI0D09119g,Q6C9Q7
YALI0D09042g,Q6C9R1
YALI0D08998g,Q6C9R3
YALI0D08954g,Q6C9R5
YALI0D08932g,Q6C9R6
YALI0D08822g,Q6C9S1
YALI0D08756g,Q6C9S4
YALI0D08712g,Q6C9S6
YALI0D08690g,Q6C9S7
YALI0D08580g,Q6C9T2
YALI0D08448g,Q6C9T8
YALI0D08382g,Q6C9U1
YALI0D08338g,Q6C9U3
YALI0D08206g,Q6C9U9
YALI0D08184g,Q6C9V0
YALI0D08162g,Q6C9V1
YALI0D08052g,Q6C9V4
YALI0D07986g,Q6C9V5
YALI0D07788g,Q6C9W5
YALI0D07744g,Q6C9W7
YALI0D07722g,Q6C9W8
YALI0D07612g,Q6C9X3
YALI0D07590g,Q6C9X4
YALI0D07524g,Q6C9X7
YALI0D07502g,Q6C9X8
YALI0D07436g,Q6C9Y1
YALI0D07304g,Q6C9Y7
YALI0D07282g,Q6C9Y8
YALI0D07216g,Q6C9Z1
YALI0D07150g,Q6C9Z4
YALI0D07128g,Q6C9Z5
YALI0D07084g,Q6C9Z7
YALI0D07018g,Q6CA00
YALI0D06974g,Q6CA02
YALI0D06930g,Q6CA04
YALI0D06908g,Q6CA05
YALI0D06798g,Q6CA10
YALI0D06754g,Q6CA12
YALI0D06589g,Q6CA20
YALI0D06545g,Q6CA22
YALI0D06523g,Q6CA23
YALI0D06501g,Q6CA24
YALI0D06413g,Q6CA28
YALI0D06325g,Q6CA32
YALI0D06303g,Q6CA33
YALI0D06281g,Q6CA34
YALI0D06259g,Q6CA35
YALI0D06237g,Q6CA36
YALI0D06017g,Q6CA44
YALI0D05995g,Q6CA45
YALI0D05819g,Q6CA52
YALI0D05775g,Q6CA54
YALI0D05511g,Q6CA66
YALI0D05379g,Q6CA70
YALI0D05335g,Q6CA72
YALI0D05291g,Q6CA74
YALI0D05181g,Q6CA78
YALI0D05093g,Q6CA81
YALI0D05041g,Q6CA84
YALI0D05005g,Q6CA85
YALI0D04829g,Q6CA93
YALI0D04466g,Q6CAA6
YALI0D04444g,Q6CAA7
YALI0D04378g,Q6CAB0
YALI0D04334g,Q6CAB2
YALI0D04246g,Q6CAB6
YALI0D04224g,Q6CAB7
YALI0D04158g,Q6CAC0
YALI0D04114g,Q6CAC2
YALI0D03619g,Q6CAE1
YALI0D03575g,Q6CAE3
YALI0D03531g,Q6CAE5
YALI0D03509g,Q6CAE6
YALI0D03333g,Q6CAF2
YALI0D03267g,Q6CAF4
YALI0D03179g,Q6CAF6
YALI0D03157g,Q6CAF7
YALI0D03069g,Q6CAG1
YALI0D02871g,Q6CAG8
YALI0D02827g,Q6CAH0
YALI0D02805g,Q6CAH1
YALI0D02629g,Q6CAH9
YALI0D02563g,Q6CAI2
YALI0D02497g,Q6CAI4
YALI0D02475g,Q6CAI5
YALI0D02365g,Q6CAI9
YALI0D02321g,Q6CAJ1
YALI0D02145g,Q6CAJ8
YALI0D02079g,Q6CAK1
YALI0D02024g,Q6CAK4
YALI0D01694g,Q6CAL6
YALI0D01628g,Q6CAL7
YALI0D01606g,Q6CAL8
YALI0D01573g,Q6CAM0
YALI0D01485g,Q6CAM4
YALI0D01353g,Q6CAN0
YALI0D01331g,Q6CAN1
YALI0D01309g,Q6CAN2
YALI0D01199g,Q6CAN7
YALI0D01177g,Q6CAN8
YALI0D01155g,Q6CAN9
YALI0D01111g,Q6CAP1
YALI0D01045g,Q6CAP4
YALI0D00759g,Q6CAQ7
YALI0D00627g,Q6CAR3
YALI0D00583g,Q6CAR5
YALI0D00429g,Q6CAS1
YALI0D00275g,Q6CAS8
YALI0D00231g,Q6CAT0
YALI0D00176g,Q6CAT3
YALI0D00132g,Q6CAT5
YALI0C24354g,Q6CAU0
YALI0C24277g,Q6CAU4
YALI0C24255g,Q6CAU5
YALI0C24145g,Q6CAV0
YALI0C24057g,Q6CAV4
YALI0C23947g,Q6CAV9
YALI0C23749g,Q6CAW8
YALI0C23661g,Q6CAX2
YALI0C23408g,Q6CAY2
YALI0C23386g,Q6CAY3
YALI0C23232g,Q6CAZ0
YALI0C23210g,Q6CAZ2
YALI0C23188g,Q6CAZ3
YALI0C23166g,Q6CAZ4
YALI0C23078g,Q6CAZ8
YALI0C23034g,Q6CB00
YALI0C22682g,Q6CB14
YALI0C22528g,Q6CB21
YALI0C22319g,Q6CB31
YALI0C22275g,Q6CB33
YALI0C22253g,Q6CB34
YALI0C22165g,Q6CB38
YALI0C22066g,Q6CB43
YALI0C22000g,Q6CB46
YALI0C21956g,Q6CB48
YALI0C21934g,Q6CB49
YALI0C21846g,Q6CB53
YALI0C21802g,Q6CB55
YALI0C21780g,Q6CB56
YALI0C21758g,Q6CB57
YALI0C21692g,Q6CB59
YALI0C21626g,Q6CB62
YALI0C21604g,Q6CB63
YALI0C21582g,Q6CB64
YALI0C21560g,Q6CB65
YALI0C21494g,Q6CB68
YALI0C21362g,Q6CB74
YALI0C21340g,Q6CB75
YALI0C21043g,Q6CB90
YALI0C20999g,Q6CB92
YALI0C20889g,Q6CB97
YALI0C20757g,Q6CBA1
YALI0C20691g,Q6CBA4
YALI0C20449g,Q6CBA9
YALI0C20405g,Q6CBB1
YALI0C20273g,Q6CBB7
YALI0C20207g,Q6CBC1
YALI0C20075g,Q6CBC5
YALI0C19712g,Q6CBD9
YALI0C19382g,Q6CBF1
YALI0C19151g,Q6CBG1
YALI0C19129g,Q6CBG2
YALI0C19085g,Q6CBG4
YALI0C18997g,Q6CBG8
YALI0C18975g,Q6CBG9
YALI0C18623g,Q6CBH9
YALI0C18535g,Q6CBI1
YALI0C18513g,Q6CBI2
YALI0C18469g,Q6CBI4
YALI0C18447g,Q6CBI5
YALI0C18425g,Q6CBI6
YALI0C18403g,Q6CBI7
YALI0C18359g,Q6CBI9
YALI0C18315g,Q6CBJ1
YALI0C18227g,Q6CBJ5
YALI0C18161g,Q6CBJ8
YALI0C18073g,Q6CBK2
YALI0C18051g,Q6CBK3
YALI0C17897g,Q6CBK8
YALI0C17831g,Q6CBL1
YALI0C17391g,Q6CBM0
YALI0C17325g,Q6CBM3
YALI0C17061g,Q6CBN1
YALI0C16995g,Q6CBN4
YALI0C16907g,Q6CBN8
YALI0C16863g,Q6CBP0
YALI0C16819g,Q6CBP2
YALI0C16687g,Q6CBP8
YALI0C16665g,Q6CBP9
YALI0C16621g,Q6CBQ1
YALI0C16566g,Q6CBQ3
YALI0C16478g,Q6CBQ7
YALI0C16434g,Q6CBQ9
YALI0C16412g,Q6CBR0
YALI0C16390g,Q6CBR1
YALI0C16203g,Q6CBR7
YALI0C15873g,Q6CBS8
YALI0C15807g,Q6CBT1
YALI0C15653g,Q6CBT5
YALI0C15532g,Q6CBU0
YALI0C15356g,Q6CBU7
YALI0C15290g,Q6CBV0
YALI0C15224g,Q6CBV3
YALI0C14938g,Q6CBW5
YALI0C14828g,Q6CBW7
YALI0C14806g,Q6CBW8
YALI0C14190g,Q6CBZ2
YALI0C14036g,Q6CBZ7
YALI0C13904g,Q6CC02
YALI0C13882g,Q6CC03
YALI0C13530g,Q6CC15
YALI0C13354g,Q6CC22
YALI0C13310g,Q6CC24
YALI0C13112g,Q6CC27
YALI0C13090g,Q6CC28
YALI0C12918g,Q6CC34
YALI0C12793g,Q6CC37
YALI0C12771g,Q6CC38
YALI0C12661g,Q6CC41
YALI0C12639g,Q6CC42
YALI0C12474g,Q6CC50
YALI0C12430g,Q6CC52
YALI0C12386g,Q6CC54
YALI0C12276g,Q6CC57
YALI0C12254g,Q6CC58
YALI0C12144g,Q6CC63
YALI0C12056g,Q6CC66
YALI0C11803g,Q6CC75
YALI0C11649g,Q6CC80
YALI0C11583g,Q6CC83
YALI0C11429g,Q6CC90
YALI0C11407g,Q6CC91
YALI0C11297g,Q6CC96
YALI0C11033g,Q6CCA7
YALI0C10989g,Q6CCA9
YALI0C10901g,Q6CCB3
YALI0C10846g,Q6CCB6
YALI0C10780g,Q6CCB9
YALI0C10604g,Q6CCC7
YALI0C10472g,Q6CCD2
YALI0C10230g,Q6CCD9
YALI0C10098g,Q6CCE3
YALI0C10054g,Q6CCE5
YALI0C10032g,Q6CCE6
YALI0C09988g,Q6CCE8
YALI0C09933g,Q6CCF1
YALI0C09904g,Q6CCF2
YALI0C09889g,Q6CCF3
YALI0C09757g,Q6CCF8
YALI0C09658g,Q6CCG1
YALI0C09636g,Q6CCG2
YALI0C09548g,Q6CCG6
YALI0C09438g,Q6CCH1
YALI0C09350g,Q6CCH4
YALI0C09218g,Q6CCI0
YALI0C08987g,Q6CCI8
YALI0C08960g,Q6CCJ0
YALI0C08899g,Q6CCJ3
YALI0C08877g,Q6CCJ4
YALI0C08811g,Q6CCJ7
YALI0C08782g,Q6CCJ8
YALI0C08723g,Q6CCK1
YALI0C08591g,Q6CCK7
YALI0C08547g,Q6CCK9
YALI0C08220g,Q6CCM4
YALI0C08118g,Q6CCM8
YALI0C08052g,Q6CCN1
YALI0C07953g,Q6CCN4
YALI0C07821g,Q6CCP0
YALI0C07700g,Q6CCP5
YALI0C07590g,Q6CCQ0
YALI0C07568g,Q6CCQ1
YALI0C07524g,Q6CCQ3
YALI0C07502g,Q6CCQ4
YALI0C07326g,Q6CCR0
YALI0C07304g,Q6CCR1
YALI0C07282g,Q6CCR2
YALI0C07172g,Q6CCR6
YALI0C07150g,Q6CCR7
YALI0C07018g,Q6CCS1
YALI0C06952g,Q6CCS4
YALI0C06886g,Q6CCS7
YALI0C06776g,Q6CCT2
YALI0C06644g,Q6CCT6
YALI0C06460g,Q6CCU4
YALI0C06446g,Q6CCU5
YALI0C06303g,Q6CCV0
YALI0C06149g,Q6CCV7
YALI0C06039g,Q6CCW2
YALI0C05995g,Q6CCW4
YALI0C05775g,Q6CCX4
YALI0C05753g,Q6CCX5
YALI0C05621g,Q6CCY1
YALI0C05533g,Q6CCY5
