YALI0_ID,UniProt_ID
YALI0C05489g,Q6CCY7
YALI0C05346g,Q6CCZ2
YALI0C05302g,Q6CCZ4
YALI0C05258g,Q6CCZ6
YALI0C05038g,Q6CD04
YALI0C04818g,Q6CD08
YALI0C04587g,Q6CD14
YALI0C04521g,Q6CD17
YALI0C04433g,Q6CD21
YALI0C04411g,Q6CD22
YALI0C04345g,Q6CD25
YALI0C04180g,Q6CD33
YALI0C04158g,Q6CD34
YALI0C04004g,Q6CD41
YALI0C03982g,Q6CD42
YALI0C03784g,Q6CD49
YALI0C03762g,Q6CD50
YALI0C03674g,Q6CD53
YALI0C03377g,Q6CD67
YALI0C03355g,Q6CD68
YALI0C03333g,Q6CD69
YALI0C03069g,Q6CD77
YALI0C03003g,Q6CD80
YALI0C02937g,Q6CD83
YALI0C02717g,Q6CD92
YALI0C02563g,Q6CD97
YALI0C02475g,Q6CDA1
YALI0C02431g,Q6CDA3
YALI0C02409g,Q6CDA4
YALI0C01859g,Q6CDB9
YALI0C01716g,Q6CDC5
YALI0C01573g,Q6CDC9
YALI0C01419g,Q6CDD2
YALI0C01411g,Q6CDD3
YALI0C01287g,Q6CDD9
YALI0C01243g,Q6CDE1
YALI0C01111g,Q6CDE7
YALI0C00913g,Q6CDF6
YALI0C00803g,Q6CDG1
YALI0C00759g,Q6CDG3
YALI0C00693g,Q6CDG6
YALI0C00671g,Q6CDG7
YALI0C00561g,Q6CDH2
YALI0C00429g,Q6CDH7
YALI0C00363g,Q6CDI0
YALI0C00231g,Q6CDI6
YALI0C00187g,Q6CDI8
YALI0C00165g,Q6CDI9
YALI0B23408g,Q6CDJ7
YALI0B23298g,Q6CDK2
YALI0B23188g,Q6CDK7
YALI0B23144g,Q6CDK9
YALI0B23078g,Q6CDL2
YALI0B22814g,Q6CDM4
YALI0B22638g,Q6CDN2
YALI0B22594g,Q6CDN4
YALI0B22550g,Q6CDN6
YALI0B22528g,Q6CDN7
YALI0B22440g,Q6CDP1
YALI0B22396g,Q6CDP3
YALI0B22374g,Q6CDP4
YALI0B22242g,Q6CDP9
YALI0B22154g,Q6CDQ3
YALI0B21978g,Q6CDQ9
YALI0B21824g,Q6CDR6
YALI0B21494g,Q6CDS8
YALI0B21428g,Q6CDT1
YALI0B21406g,Q6CDT2
YALI0B21340g,Q6CDT5
YALI0B21186g,Q6CDU2
YALI0B21142g,Q6CDU4
YALI0B21076g,Q6CDU7
YALI0B21054g,Q6CDU8
YALI0B20988g,Q6CDV1
YALI0B20900g,Q6CDV5
YALI0B20812g,Q6CDV9
YALI0B20768g,Q6CDW1
YALI0B20724g,Q6CDW3
YALI0B20702g,Q6CDW4
YALI0B20658g,Q6CDW6
YALI0B20526g,Q6CDX2
YALI0B20482g,Q6CDX4
YALI0B20460g,Q6CDX5
YALI0B20438g,Q6CDX6
YALI0B20394g,Q6CDX8
YALI0B20306g,Q6CDY2
YALI0B20240g,Q6CDY5
YALI0B20174g,Q6CDY8
YALI0B20020g,Q6CDZ3
YALI0B19624g,Q6CE09
YALI0B19360g,Q6CE17
YALI0B19338g,Q6CE18
YALI0B19206g,Q6CE22
YALI0B18898g,Q6CE35
YALI0B18788g,Q6CE39
YALI0B18759g,Q6CE40
YALI0B18656g,Q6CE45
YALI0B18414g,Q6CE56
YALI0B18304g,Q6CE61
YALI0B18062g,Q6CE71
YALI0B17996g,Q6CE74
YALI0B17864g,Q6CE78
YALI0B17842g,Q6CE79
YALI0B17798g,Q6CE81
YALI0B17710g,Q6CE85
YALI0B17666g,Q6CE87
YALI0B17380g,Q6CE98
YALI0B17336g,Q6CEA0
YALI0B17270g,Q6CEA3
YALI0B17204g,Q6CEA6
YALI0B16984g,Q6CEB4
YALI0B16918g,Q6CEB7
YALI0B16822g,Q6CEC1
YALI0B16764g,Q6CEC4
YALI0B16720g,Q6CEC6
YALI0B16610g,Q6CED1
YALI0B16566g,Q6CED3
YALI0B16522g,Q6CED5
YALI0B16280g,Q6CEE5
YALI0B16214g,Q6CEE8
YALI0B16126g,Q6CEF2
YALI0B16060g,Q6CEF5
YALI0B16038g,Q6CEF6
YALI0B15906g,Q6CEG1
YALI0B15840g,Q6CEG4
YALI0B15774g,Q6CEG7
YALI0B15752g,Q6CEG8
YALI0B15708g,Q6CEG9
YALI0B15642g,Q6CEH2
YALI0B15378g,Q6CEI4
YALI0B15356g,Q6CEI5
YALI0B15334g,Q6CEI6
YALI0B15268g,Q6CEJ0
YALI0B15246g,Q6CEJ1
YALI0B15081g,Q6CEJ9
YALI0B15015g,Q6CEK2
YALI0B14905g,Q6CEK7
YALI0B14861g,Q6CEK9
YALI0B14839g,Q6CEL0
YALI0B14773g,Q6CEL3
YALI0B14663g,Q6CEL8
YALI0B14641g,Q6CEL9
YALI0B14597g,Q6CEM1
YALI0B14531g,Q6CEM4
YALI0B14465g,Q6CEM7
YALI0B14443g,Q6CEM8
YALI0B14399g,Q6CEN0
YALI0B14355g,Q6CEN2
YALI0B14333g,Q6CEN3
YALI0B14289g,Q6CEN5
YALI0B14267g,Q6CEN6
YALI0B14245g,Q6CEN7
YALI0B14201g,Q6CEN9
YALI0B14146g,Q6CEP2
YALI0B14124g,Q6CEP3
YALI0B14080g,Q6CEP5
YALI0B14058g,Q6CEP6
YALI0B14014g,Q6CEP8
YALI0B13970g,Q6CEQ0
YALI0B13904g,Q6CEQ3
YALI0B13882g,Q6CEQ4
YALI0B13794g,Q6CEQ8
YALI0B13750g,Q6CER0
YALI0B13728g,Q6CER1
YALI0B13706g,Q6CER2
YALI0B13662g,Q6CER4
YALI0B13530g,Q6CER8
YALI0B13398g,Q6CES4
YALI0B13376g,Q6CES5
YALI0B13310g,Q6CES8
YALI0B13178g,Q6CET2
YALI0B13156g,Q6CET3
YALI0B13134g,Q6CET4
YALI0B13112g,Q6CET5
YALI0B13090g,Q6CET6
YALI0B13046g,Q6CET8
YALI0B12870g,Q6CEU4
YALI0B12826g,Q6CEU6
YALI0B12804g,Q6CEU7
YALI0B12716g,Q6CEV1
YALI0B12518g,Q6CEV8
YALI0B12496g,Q6CEV9
YALI0B12474g,Q6CEW0
YALI0B12452g,Q6CEW1
YALI0B12210g,Q6CEX2
YALI0B12188g,Q6CEX3
YALI0B12078g,Q6CEX7
YALI0B11968g,Q6CEY0
YALI0B11946g,Q6CEY1
YALI0B11880g,Q6CEY4
YALI0B11572g,Q6CEZ6
YALI0B11550g,Q6CEZ7
YALI0B11396g,Q6CF04
YALI0B11374g,Q6CF05
YALI0B11066g,Q6CF17
YALI0B10978g,Q6CF21
YALI0B10934g,Q6CF23
YALI0B10846g,Q6CF26
YALI0B10780g,Q6CF28
YALI0B10736g,Q6CF30
YALI0B10714g,Q6CF31
YALI0B10538g,Q6CF37
YALI0B10494g,Q6CF39
YALI0B10362g,Q6CF45
YALI0B10340g,Q6CF46
YALI0B10318g,Q6CF47
YALI0B10296g,Q6CF48
YALI0B10241g,Q6CF51
YALI0B10219g,Q6CF52
YALI0B10197g,Q6CF53
YALI0B10065g,Q6CF59
YALI0B10021g,Q6CF61
YALI0B09889g,Q6CF65
YALI0B09845g,Q6CF67
YALI0B09713g,Q6CF72
YALI0B09647g,Q6CF74
YALI0B09625g,Q6CF75
YALI0B09603g,Q6CF76
YALI0B09515g,Q6CF80
YALI0B09273g,Q6CF88
YALI0B09163g,Q6CF91
YALI0B09009g,Q6CF97
YALI0B08965g,Q6CF99
YALI0B08943g,Q6CFA0
YALI0B08921g,Q6CFA1
YALI0B08844g,Q6CFA5
YALI0B08778g,Q6CFA8
YALI0B08756g,Q6CFA9
YALI0B08624g,Q6CFB4
YALI0B08558g,Q6CFB5
YALI0B08536g,Q6CFB6
YALI0B08514g,Q6CFB7
YALI0B08338g,Q6CFC5
YALI0B08140g,Q6CFD3
YALI0B07579g,Q6CFF2
YALI0B07513g,Q6CFF5
YALI0B07447g,Q6CFF6
YALI0B07425g,Q6CFF7
YALI0B07293g,Q6CFG1
YALI0B06963g,Q6CFH3
YALI0B06897g,Q6CFH6
YALI0B06710g,Q6CFI5
YALI0B06600g,Q6CFI8
YALI0B06578g,Q6CFI9
YALI0B06534g,Q6CFJ1
YALI0B06369g,Q6CFJ7
YALI0B06248g,Q6CFK2
YALI0B06006g,Q6CFK9
YALI0B05918g,Q6CFL2
YALI0B05786g,Q6CFL8
YALI0B05720g,Q6CFM1
YALI0B05610g,Q6CFM6
YALI0B05566g,Q6CFM7
YALI0B05522g,Q6CFM9
YALI0B05500g,Q6CFN0
YALI0B05280g,Q6CFN9
YALI0B05236g,Q6CFP1
YALI0B05104g,Q6CFP5
YALI0B04840g,Q6CFQ4
YALI0B04774g,Q6CFQ5
YALI0B04378g,Q6CFS0
YALI0B04334g,Q6CFS2
YALI0B04312g,Q6CFS3
YALI0B04246g,Q6CFS6
YALI0B04202g,Q6CFS8
YALI0B04026g,Q6CFT6
YALI0B03960g,Q6CFT8
YALI0B03916g,Q6CFU0
YALI0B03630g,Q6CFU6
YALI0B03564g,Q6CFU7
YALI0B03498g,Q6CFV0
YALI0B03476g,Q6CFV1
YALI0B03410g,Q6CFV2
YALI0B03344g,Q6CFV5
YALI0B03322g,Q6CFV6
YALI0B02970g,Q6CFW7
YALI0B02860g,Q6CFX0
YALI0B02838g,Q6CFX2
YALI0B02728g,Q6CFX7
YALI0B02706g,Q6CFX8
YALI0B02684g,Q6CFX9
YALI0B02552g,Q6CFY3
YALI0B02544g,Q6CFY4
YALI0B02332g,Q6CFZ0
YALI0B02266g,Q6CFZ3
YALI0B02178g,Q6CFZ7
YALI0B01672g,Q6CG17
YALI0B01540g,Q6CG23
YALI0B01474g,Q6CG24
YALI0B01408g,Q6CG27
YALI0B01364g,Q6CG29
YALI0B01342g,Q6CG30
YALI0B01298g,Q6CG32
YALI0B01078g,Q6CG40
YALI0B01034g,Q6CG42
YALI0B00990g,Q6CG44
YALI0B00880g,Q6CG49
YALI0B00836g,Q6CG51
YALI0B00660g,Q6CG59
YALI0B00638g,Q6CG60
YALI0B00616g,Q6CG61
YALI0B00418g,Q6CG68
YALI0B00396g,Q6CG69
YALI0B00374g,Q6CG70
YALI0B00308g,Q6CG71
YALI0B00220g,Q6CG74
YALI0B00132g,Q6CG77
YALI0A21417g,Q6CG81
YALI0A21197g,Q6CG90
YALI0A21153g,Q6CG92
YALI0A20944g,Q6CGA2
YALI0A20922g,Q6CGA3
YALI0A20702g,Q6CGB3
YALI0A20680g,Q6CGB4
YALI0A20614g,Q6CGB7
YALI0A20592g,Q6CGB8
YALI0A20570g,Q6CGB9
YALI0A20518g,Q6CGC2
YALI0A20482g,Q6CGC4
YALI0A20438g,Q6CGC6
YALI0A20273g,Q6CGD4
YALI0A20152g,Q6CGD8
YALI0A20130g,Q6CGD9
YALI0A20108g,Q6CGE0
YALI0A19778g,Q6CGF5
YALI0A19712g,Q6CGF8
YALI0A19646g,Q6CGG1
YALI0A19580g,Q6CGG4
YALI0A19492g,Q6CGG8
YALI0A19470g,Q6CGG9
YALI0A19228g,Q6CGH6
YALI0A19162g,Q6CGH9
YALI0A19074g,Q6CGI3
YALI0A19052g,Q6CGI4
YALI0A18986g,Q6CGI7
YALI0A18810g,Q6CGJ3
YALI0A18788g,Q6CGJ4
YALI0A18744g,Q6CGJ6
YALI0A18656g,Q6CGK0
YALI0A18590g,Q6CGK3
YALI0A18315g,Q6CGL5
YALI0A18183g,Q6CGM1
YALI0A18007g,Q6CGM7
YALI0A17941g,Q6CGN0
YALI0A17919g,Q6CGN1
YALI0A17600g,Q6CGP1
YALI0A17512g,Q6CGP5
YALI0A17490g,Q6CGP6
YALI0A17468g,Q6CGP7
YALI0A17380g,Q6CGQ0
YALI0A17336g,Q6CGQ2
YALI0A17314g,Q6CGQ3
YALI0A17292g,Q6CGQ4
YALI0A16863g,Q6CGR6
YALI0A16819g,Q6CGR8
YALI0A16797g,Q6CGR9
YALI0A16775g,Q6CGS0
YALI0A16610g,Q6CGS5
YALI0A16588g,Q6CGS6
YALI0A16489g,Q6CGT0
YALI0A16445g,Q6CGT2
YALI0A16379g,Q6CGT5
YALI0A16291g,Q6CGT7
YALI0A16148g,Q6CGU6
YALI0A15147g,Q6CGX5
YALI0A15059g,Q6CGX9
YALI0A14806g,Q6CGY9
YALI0A14707g,Q6CGZ4
YALI0A14630g,Q6CGZ7
YALI0A13585g,Q6CH20
YALI0A13519g,Q6CH23
YALI0A13387g,Q6CH25
YALI0A13057g,Q6CH35
YALI0A12969g,Q6CH38
YALI0A12705g,Q6CH42
YALI0A12683g,Q6CH43
YALI0A12573g,Q6CH46
YALI0A12111g,Q6CH59
YALI0A12067g,Q6CH61
YALI0A12045g,Q6CH62
YALI0A12001g,Q6CH64
YALI0A11869g,Q6CH67
YALI0A11781g,Q6CH71
YALI0A11517g,Q6CH80
YALI0A11473g,Q6CH81
YALI0A11143g,Q6CH91
YALI0A10989g,Q6CH96
YALI0A10945g,Q6CH98
YALI0A10725g,Q6CHA6
YALI0A10637g,Q6CHB0
YALI0A10549g,Q6CHB4
YALI0A10362g,Q6CHC0
YALI0A10296g,Q6CHC3
YALI0A10252g,Q6CHC5
YALI0A10098g,Q6CHD2
YALI0A10032g,Q6CHD4
YALI0A09878g,Q6CHD9
YALI0A09856g,Q6CHE0
YALI0A09834g,Q6CHE1
YALI0A09812g,Q6CHE2
YALI0A09680g,Q6CHE7
YALI0A09592g,Q6CHF1
YALI0A09427g,Q6CHF9
YALI0A08646g,Q6CHH9
YALI0A08360g,Q6CHI8
YALI0A08239g,Q6CHJ2
YALI0A08151g,Q6CHJ6
YALI0A08041g,Q6CHK1
YALI0A07142g,Q6CHM5
YALI0A07084g,Q6CHM8
YALI0A06655g,Q6CHP7
YALI0A06589g,Q6CHQ0
YALI0A06523g,Q6CHQ1
YALI0A06479g,Q6CHQ3
YALI0A06105g,Q6CHQ9
YALI0A05995g,Q6CHR4
YALI0A05533g,Q6CHS4
YALI0A05379g,Q6CHS7
YALI0A05357g,Q6CHS8
YALI0A05181g,Q6CHT5
YALI0A04983g,Q6CHU1
YALI0A04939g,Q6CHU3
YALI0A04917g,Q6CHU4
YALI0A04741g,Q6CHU8
YALI0A04697g,Q6CHV0
YALI0A04345g,Q6CHW0
YALI0A03905g,Q6CHX0
YALI0A03861g,Q6CHX2
YALI0A03839g,Q6CHX3
YALI0A03773g,Q6CHX5
YALI0A03575g,Q6CHY2
YALI0A03553g,Q6CHY3
YALI0A03113g,Q6CHZ4
YALI0A02959g,Q6CI00
YALI0A02915g,Q6CI02
YALI0A02871g,Q6CI04
YALI0A02563g,Q6CI14
YALI0A02409g,Q6CI21
YALI0A02354g,Q6CI24
YALI0A02310g,Q6CI26
YALI0A02222g,Q6CI30
YALI0A02134g,Q6CI34
YALI0A02112g,Q6CI35
YALI0A02068g,Q6CI37
YALI0A02002g,Q6CI40
YALI0A01870g,Q6CI44
YALI0A01738g,Q6CI49
YALI0A01562g,Q6CI53
YALI0A01331g,Q6CI64
YALI0A01133g,Q6CI67
YALI0A00913g,Q6CI77
YALI0A00891g,Q6CI78
YALI0A00825g,Q6CI81
YALI0A00638g,Q6CI87
YALI0A00616g,Q6CI88
YALI0A00506g,Q6CI93
YALI0A00352g,Q6CI99
YALI0A00264g,Q6CIA2
YALI0A00132g,Q6CIA7
YALI0E22847g,W0TYM4
YALI0E11355g,W0TYM5
YALI0E33693g,W0TYM7
YALI0D21684g,W0TYN1
YALI0B10824g,W0TYN9
YALI0B07183g,W0TYP0
YALI0B12122g,W0TYP3
YALI0B03146g,W0TYP6
YALI0B05148g,W0TYP7
YALI0B09295g,W0TYP8
YALI0B15722g,W0TYQ0
YALI0A06215g,W0TYQ1
YALI0A14839g,W0TYQ2
YALI0A01602g,W0TYQ3
YALI0A19404g,W0TYQ4
YALI0B23111g,B5FVA7
YALI0B02409g,B5FVA9
YALI0B06105g,B5FVB2
YALI0B17061g,B5FVB4
YALI0B18298g,B5FVB6
YALI0B22125g,B5FVB9
YALI0C00550g,B5FVC0
YALI0C05500g,B5FVC1
YALI0C06853g,B5FVC2
YALI0C10135g,B5FVC3
YALI0C15230g,B5FVC4
YALI0C15237g,B5FVC5
YALI0C15323g,B5FVC6
YALI0C15345g,B5FVC7
YALI0C19096g,B5FVD0
YALI0C20060g,B5FVD1
YALI0C20066g,B5FVD2
YALI0C22394g,B5FVD4
YALI0C22719g,B5FVD5
YALI0C23379g,B5FVD6
YALI0D04884g,B5FVD8
YALI0D05676g,B5FVD9
YALI0D07535g,B5FVE2
YALI0D09333g,B5FVE4
YALI0D21593g,B5FVE8
YALI0D24849g,B5FVF0
YALI0E23185g,B5FVF1
YALI0E23192g,B5FVF2
YALI0E23749g,B5FVF3
YALI0E26686g,B5FVF5
YALI0E27616g,B5FVF6
YALI0E28259g,B5FVF7
YALI0E30602g,B5FVF9
YALI0E31280g,B5FVG0
YALI0E31772g,B5FVG2
YALI0E32208g,B5FVG4
YALI0E32494g,B5FVG5
YALI0E34540g,B5FVG7
YALI0E02343g,B5FVG9
YALI0E08085g,B5FVH2
YALI0E08387g,B5FVH3
YALI0E08392g,B5FVH4
YALI0E11330g,B5FVH5
YALI0E12276g,B5FVH6
YALI0E12628g,B5FVH7
YALI0E15136g,B5FVH9
YALI0E21472g,B5FVI1
YALI0A01452g,B5RSJ5
YALI0A09438g,B5RSJ8
YALI0A09845g,B5RSJ9
YALI0A15433g,B5RSK1
YALI0A16868g,B5RSK2
YALI0A17946g,B5RSK3
YALI0F02046g,B5RSK5
YALI0F03630g,B5RSK6
YALI0F04114g,B5RSK7
YALI0F04543g,B5RSK8
YALI0F06061g,B5RSK9
YALI0F06259g,B5RSL0
YALI0F06826g,B5RSL1
YALI0F11616g,B5RSL2
YALI0F13068g,B5RSL3
YALI0F13079g,B5RSL4
YALI0F17897g,B5RSL6
YALI0F18403g,B5RSL8
YALI0F21373g,B5RSL9
YALI0F21494g,B5RSM0
YALI0F29678g,B5RSM3
YALI0F30004g,B5RSM4
YALI0F30011g,B5RSM5
YALI0F31020g,B5RSM7
YALI0F31548g,B5RSM8
YALI0B21582g,F2Z5Y0
YALI0C05665g,F2Z5Y1
YALI0C02387g,F2Z5Y4
YALI0D04026g,F2Z5Z1
YALI0B09361g,F2Z5Z7
YALI0F00924g,F2Z619
YALI0A09449g,F2Z624
YALI0F17248g,F2Z626
YALI0A09196g,F2Z645
YALI0D25080g,F2Z651
YALI0A08998g,F2Z653
YALI0E29095g,F2Z673
YALI0E04400g,F2Z675
YALI0A20350g,F2Z685
YALI0E18788g,F2Z693
YALI0E29887g,F2Z6A9
YALI0C07480g,F2Z6B8
YALI0D00737g,F2Z6C0
YALI0F07260g,F2Z6C7
YALI0B22660g,F2Z6D3
YALI0F02123g,F2Z6D7
YALI0E02640g,F2Z6D8
YALI0A09383g,F2Z6D9
YALI0D05467g,F2Z6F1
YALI0B14377g,F2Z6F8
YALI0A09471g,F2Z6G8
YALI0D11858g,F2Z6I0
YALI0F32175g,Q6BZN9
YALI0F32153g,Q6BZP0
YALI0F32131g,Q6BZP1
YALI0F32065g,Q6BZP2
YALI0F31955g,Q6BZP7
YALI0F31933g,Q6BZP8
YALI0F31867g,Q6BZQ1
YALI0F31713g,Q6BZQ4
YALI0F31647g,Q6BZQ7
YALI0F31625g,Q6BZQ8
YALI0F31581g,Q6BZR0
YALI0F31559g,Q6BZR1
YALI0F31537g,Q6BZR2
YALI0F31515g,Q6BZR3
YALI0F31449g,Q6BZR6
YALI0F31427g,Q6BZR7
YALI0F31405g,Q6BZR8
YALI0F31361g,Q6BZS0
YALI0F31339g,Q6BZS1
YALI0F31295g,Q6BZS3
YALI0F31251g,Q6BZS5
YALI0F31185g,Q6BZS8
YALI0F31097g,Q6BZT2
YALI0F30965g,Q6BZT8
YALI0F30943g,Q6BZT9
YALI0F30921g,Q6BZU0
YALI0F30899g,Q6BZU1
YALI0F30855g,Q6BZU3
YALI0F30811g,Q6BZU5
YALI0F30789g,Q6BZU6
YALI0F30723g,Q6BZU9
YALI0F30701g,Q6BZV0
YALI0F30657g,Q6BZV2
YALI0F30635g,Q6BZV3
YALI0F30613g,Q6BZV4
YALI0F30591g,Q6BZV5
YALI0F30569g,Q6BZV6
YALI0F30547g,Q6BZV7
YALI0F30503g,Q6BZV9
YALI0F30459g,Q6BZW1
YALI0F30437g,Q6BZW2
YALI0F30371g,Q6BZW5
YALI0F30327g,Q6BZW7
YALI0F30239g,Q6BZX1
YALI0F30195g,Q6BZX3
YALI0F30107g,Q6BZX7
YALI0F30041g,Q6BZY0
YALI0F29997g,Q6BZY2
YALI0F29975g,Q6BZY3
YALI0F29909g,Q6BZY5
YALI0F29887g,Q6BZY6
YALI0F29865g,Q6BZY7
YALI0F29821g,Q6BZY9
YALI0F29711g,Q6BZZ0
YALI0F29667g,Q6BZZ2
YALI0F29645g,Q6BZZ3
YALI0F29623g,Q6BZZ4
YALI0F29513g,Q6BZZ5
YALI0F29381g,Q6BZZ7
YALI0F29359g,Q6BZZ8
YALI0F29249g,Q6C000
YALI0F29227g,Q6C001
YALI0F29183g,Q6C003
YALI0F29139g,Q6C005
YALI0F29095g,Q6C006
YALI0F28699g,Q6C010
YALI0F28677g,Q6C011
YALI0F28633g,Q6C013
YALI0F28611g,Q6C014
YALI0F28589g,Q6C015
YALI0F28567g,Q6C016
YALI0F28545g,Q6C017
YALI0F28479g,Q6C020
YALI0F28369g,Q6C025
YALI0F28347g,Q6C026
YALI0F28325g,Q6C027
YALI0F28303g,Q6C028
YALI0F28193g,Q6C031
YALI0F28171g,Q6C032
YALI0F28149g,Q6C033
YALI0F28127g,Q6C034
YALI0F28105g,Q6C035
YALI0F27951g,Q6C042
YALI0F27929g,Q6C043
YALI0F27885g,Q6C045
YALI0F27841g,Q6C047
YALI0F27797g,Q6C049
YALI0F27753g,Q6C051
YALI0F27731g,Q6C052
YALI0F27709g,Q6C053
YALI0F27687g,Q6C054
YALI0F27621g,Q6C057
YALI0F27599g,Q6C058
YALI0F27577g,Q6C059
YALI0F27489g,Q6C063
YALI0F27467g,Q6C064
YALI0F27445g,Q6C065
YALI0F27423g,Q6C066
YALI0F27401g,Q6C067
YALI0F27379g,Q6C068
YALI0F27291g,Q6C072
YALI0F27269g,Q6C073
YALI0F27203g,Q6C076
YALI0F27005g,Q6C083
YALI0F26983g,Q6C084
YALI0F26961g,Q6C085
YALI0F26917g,Q6C086
YALI0F26895g,Q6C087
YALI0F26785g,Q6C090
YALI0F26763g,Q6C091
YALI0F26675g,Q6C094
YALI0F26631g,Q6C096
YALI0F26565g,Q6C099
YALI0F26477g,Q6C0A3
YALI0F26433g,Q6C0A5
YALI0F26411g,Q6C0A6
YALI0F26389g,Q6C0A7
YALI0F26367g,Q6C0A8
YALI0F26345g,Q6C0A9
YALI0F26279g,Q6C0B2
YALI0F26213g,Q6C0B3
YALI0F26125g,Q6C0B7
YALI0F26081g,Q6C0B9
YALI0F26059g,Q6C0C0
YALI0F26037g,Q6C0C1
YALI0F26015g,Q6C0C2
YALI0F25993g,Q6C0C3
YALI0F25861g,Q6C0C6
YALI0F25795g,Q6C0C9
YALI0F25751g,Q6C0D1
YALI0F25707g,Q6C0D3
YALI0F25685g,Q6C0D4
YALI0F25663g,Q6C0D5
YALI0F25641g,Q6C0D6
YALI0F25619g,Q6C0D7
YALI0F25597g,Q6C0D8
YALI0F25575g,Q6C0D9
YALI0F25487g,Q6C0E3
YALI0F25465g,Q6C0E4
YALI0F25443g,Q6C0E5
YALI0F25399g,Q6C0E7
YALI0F25245g,Q6C0F1
YALI0F25223g,Q6C0F2
YALI0F25201g,Q6C0F3
YALI0F25179g,Q6C0F4
YALI0F25157g,Q6C0F5
YALI0F25113g,Q6C0F7
YALI0F25025g,Q6C0G1
YALI0F25003g,Q6C0G2
YALI0F24937g,Q6C0G5
YALI0F24871g,Q6C0G8
YALI0F24761g,Q6C0H0
YALI0F24739g,Q6C0H1
YALI0F24717g,Q6C0H2
YALI0F24541g,Q6C0H8
YALI0F24519g,Q6C0H9
YALI0F24431g,Q6C0I3
YALI0F24409g,Q6C0I4
YALI0F24365g,Q6C0I6
YALI0F24343g,Q6C0I7
YALI0F24189g,Q6C0J2
YALI0F24167g,Q6C0J3
YALI0F24145g,Q6C0J4
YALI0F24123g,Q6C0J5
YALI0F24101g,Q6C0J6
YALI0F24072g,Q6C0J7
YALI0F24057g,Q6C0J8
YALI0F24035g,Q6C0J9
YALI0F23969g,Q6C0K2
YALI0F23881g,Q6C0K6
YALI0F23859g,Q6C0K7
YALI0F23837g,Q6C0K8
YALI0F23749g,Q6C0L1
YALI0F23705g,Q6C0L3
YALI0F23683g,Q6C0L4
YALI0F23661g,Q6C0L5
YALI0F23551g,Q6C0L9
YALI0F23529g,Q6C0M0
YALI0F23353g,Q6C0M8
YALI0F23265g,Q6C0N1
YALI0F23199g,Q6C0N4
YALI0F23133g,Q6C0N6
YALI0F23089g,Q6C0N8
YALI0F23023g,Q6C0P1
YALI0F22957g,Q6C0P2
YALI0F22847g,Q6C0P4
YALI0F22825g,Q6C0P5
YALI0F22759g,Q6C0P8
YALI0F22715g,Q6C0Q0
YALI0F22693g,Q6C0Q1
YALI0F22649g,Q6C0Q3
YALI0F22627g,Q6C0Q4
YALI0F22583g,Q6C0Q6
YALI0F22561g,Q6C0Q7
YALI0F22473g,Q6C0R1
YALI0F22451g,Q6C0R2
YALI0F22429g,Q6C0R3
YALI0F22421g,Q6C0R4
YALI0F22319g,Q6C0R8
YALI0F22297g,Q6C0R9
YALI0F22231g,Q6C0S0
YALI0F22209g,Q6C0S1
YALI0F22187g,Q6C0S2
YALI0F22165g,Q6C0S3
YALI0F22121g,Q6C0S5
YALI0F22099g,Q6C0S6
YALI0F22077g,Q6C0S7
YALI0F22033g,Q6C0S9
YALI0F22011g,Q6C0T0
YALI0F21989g,Q6C0T1
YALI0F21923g,Q6C0T4
YALI0F21835g,Q6C0T8
YALI0F21813g,Q6C0T9
YALI0F21703g,Q6C0U4
YALI0F21681g,Q6C0U5
YALI0F21637g,Q6C0U7
YALI0F21549g,Q6C0U9
YALI0F21483g,Q6C0V2
YALI0F21428g,Q6C0V3
YALI0F21384g,Q6C0V5
YALI0F21362g,Q6C0V6
YALI0F21285g,Q6C0W0
YALI0F21241g,Q6C0W2
YALI0F21197g,Q6C0W4
YALI0F21175g,Q6C0W5
YALI0F21109g,Q6C0W8
YALI0F21087g,Q6C0W9
YALI0F20988g,Q6C0X4
YALI0F20966g,Q6C0X5
YALI0F20944g,Q6C0X6
YALI0F20922g,Q6C0X7
YALI0F20812g,Q6C0Y2
YALI0F20724g,Q6C0Y6
YALI0F20680g,Q6C0Y8
YALI0F20614g,Q6C0Z1
YALI0F20592g,Q6C0Z2
YALI0F20548g,Q6C0Z4
YALI0F20526g,Q6C0Z5
YALI0F20482g,Q6C0Z7
YALI0F20460g,Q6C0Z8
YALI0F20438g,Q6C0Z9
YALI0F20372g,Q6C102
YALI0F20152g,Q6C112
YALI0F20130g,Q6C113
YALI0F20086g,Q6C115
YALI0F19998g,Q6C118
YALI0F19888g,Q6C121
YALI0F19866g,Q6C122
YALI0F19844g,Q6C123
YALI0F19822g,Q6C124
YALI0F19800g,Q6C125
YALI0F19756g,Q6C127
YALI0F19734g,Q6C128
YALI0F19690g,Q6C130
YALI0F19646g,Q6C132
YALI0F19624g,Q6C133
YALI0F19580g,Q6C135
YALI0F19536g,Q6C137
YALI0F19492g,Q6C139
YALI0F19316g,Q6C147
YALI0F19206g,Q6C151
YALI0F19162g,Q6C153
YALI0F19140g,Q6C154
YALI0F19118g,Q6C155
YALI0F19096g,Q6C156
YALI0F19030g,Q6C159
YALI0F18964g,Q6C160
YALI0F18920g,Q6C162
YALI0F18898g,Q6C163
YALI0F18876g,Q6C164
