YALI1,YALI2
YALI1_C27019g,YALI2_B00236g
YALI1_C27061g,YALI2_B00426g
YALI1_C27101g,YALI2_B00425g
YALI1_C27182g,YALI2_B00239g
YALI1_C27207g,YALI2_B00240g
YALI1_C27229g,YALI2_B00424g
YALI1_C27382g,YALI2_B00231g
YALI1_C27494g,YALI2_B00234g
YALI1_C27713g,YALI2_B00237g
YALI1_C27746g,YALI2_B00238g
YALI1_C27922g,YALI2_B00423g
YALI1_C27933g,YALI2_B00241g
YALI1_C27958g,YALI2_B00242g
YALI1_C27996g,YALI2_B00243g
YALI1_C28063g,YALI2_B00244g
YALI1_C28093g,YALI2_B00421g
YALI1_C28147g,YALI2_B00420g
YALI1_C28166g,YALI2_B00245g
YALI1_C28228g,YALI2_B00419g
YALI1_C28263g,YALI2_B00418g
YALI1_C28310g,YALI2_B00246g
YALI1_C28370g,YALI2_B00417g
YALI1_C28396g,YALI2_B00247g
YALI1_C28412g,YALI2_B00248g
YALI1_C28434g,YALI2_B00416g
YALI1_C28456g,YALI2_B00415g
YALI1_C28465g,YALI2_B00249g
YALI1_C28479g,YALI2_B00250g
YALI1_C28497g,YALI2_B00413g
YALI1_C28513g,YALI2_B00412g
YALI1_C28551g,YALI2_B00251g
YALI1_C28593g,YALI2_B00411g
YALI1_C28621g,YALI2_B00252g
YALI1_C28664g,YALI2_B00253g
YALI1_C28706g,YALI2_B00410g
YALI1_C28716g,YALI2_B00254g
YALI1_C28767g,YALI2_B00255g
YALI1_C28846g,YALI2_B00409g
YALI1_C28879g,YALI2_B00408g
YALI1_C28895g,YALI2_B00407g
YALI1_C28963g,YALI2_B00256g
YALI1_C28997g,YALI2_B00257g
YALI1_C29021g,YALI2_B00258g
YALI1_C29052g,YALI2_B00406g
YALI1_C29066g,YALI2_B00259g
YALI1_C29080g,YALI2_B00405g
YALI1_C29104g,YALI2_B00404g
YALI1_C29141g,YALI2_B00403g
YALI1_C29148g,YALI2_B00260g
YALI1_C29158g,YALI2_B00261g
YALI1_C29202g,YALI2_B00262g
YALI1_C29261g,YALI2_B00402g
YALI1_C29302g,YALI2_B00263g
YALI1_C29344g,YALI2_B00401g
YALI1_C29355g,YALI2_B00264g
YALI1_C29365g,YALI2_B00400g
YALI1_C29382g,YALI2_B00265g
YALI1_C29402g,YALI2_B00266g
YALI1_C29447g,YALI2_B00267g
YALI1_C29506g,YALI2_B00268g
YALI1_C29538g,YALI2_B00269g
YALI1_C29576g,YALI2_B00399g
YALI1_C29584g,YALI2_B00270g
YALI1_C29618g,YALI2_B00398g
YALI1_C29648g,YALI2_B00271g
YALI1_C29676g,YALI2_B00272g
YALI1_C29762g,YALI2_B00397g
YALI1_C29810g,YALI2_B00273g
YALI1_C29854g,YALI2_B00274g
YALI1_C29902g,YALI2_B00396g
YALI1_C29920g,YALI2_B00395g
YALI1_C29926g,YALI2_B00275g
YALI1_C29983g,YALI2_B00394g
YALI1_C30022g,YALI2_B00276g
YALI1_C30078g,YALI2_B00393g
YALI1_C30086g,YALI2_B00392g
YALI1_C30119g,YALI2_B00391g
YALI1_C30130g,YALI2_B00277g
YALI1_C30181g,YALI2_B00390g
YALI1_C30187g,YALI2_B00278g
YALI1_C30205g,YALI2_B00279g
YALI1_C30235g,YALI2_B00389g
YALI1_C30255g,YALI2_B00280g
YALI1_C30287g,YALI2_B00388g
YALI1_C30320g,YALI2_B00387g
YALI1_C30367g,YALI2_B00386g
YALI1_C30392g,YALI2_B00385g
YALI1_C30399g,YALI2_B00281g
YALI1_C30440g,YALI2_B00384g
YALI1_C30454g,YALI2_B00383g
YALI1_C30474g,YALI2_B00282g
YALI1_C30514g,YALI2_B00382g
YALI1_C30524g,YALI2_B00283g
YALI1_C30541g,YALI2_B00284g
YALI1_C30614g,YALI2_B00381g
YALI1_C30632g,YALI2_B00285g
YALI1_C30653g,YALI2_B00286g
YALI1_C30683g,YALI2_B00287g
YALI1_C30706g,YALI2_B00288g
YALI1_C30749g,YALI2_B00380g
YALI1_C30795g,YALI2_B00379g
YALI1_C30884g,YALI2_B00378g
YALI1_C30901g,YALI2_B00289g
YALI1_C30936g,YALI2_B00377g
YALI1_C30946g,YALI2_B00376g
YALI1_C30964g,YALI2_B00290g
YALI1_C31047g,YALI2_B00291g
YALI1_C31086g,YALI2_B00375g
YALI1_C31122g,YALI2_B00292g
YALI1_C31199g,YALI2_B00293g
YALI1_C31243g,YALI2_B00374g
YALI1_C31281g,YALI2_B00294g
YALI1_C31389g,YALI2_B00372g
YALI1_C31408g,YALI2_B00295g
YALI1_C31453g,YALI2_B00371g
YALI1_C31510g,YALI2_B00296g
YALI1_C31549g,YALI2_B00370g
YALI1_C31576g,YALI2_B00369g
YALI1_C31649g,YALI2_B00297g
YALI1_C31684g,YALI2_B00298g
YALI1_C31759g,YALI2_B00368g
YALI1_C31791g,YALI2_B00367g
YALI1_C31830g,YALI2_B00366g
YALI1_C31848g,YALI2_B00299g
YALI1_C31888g,YALI2_B00365g
YALI1_C31900g,YALI2_B00300g
YALI1_C31918g,YALI2_B00364g
YALI1_C31971g,YALI2_B00363g
YALI1_C31989g,YALI2_B00301g
YALI1_C32010g,YALI2_B00302g
YALI1_C32031g,YALI2_B00362g
YALI1_C32034g,YALI2_B00303g
YALI1_C32049g,YALI2_B00304g
YALI1_C32079g,YALI2_B00305g
YALI1_C32106g,YALI2_B00361g
YALI1_C32119g,YALI2_B00360g
YALI1_C32137g,YALI2_B00306g
YALI1_C32156g,YALI2_B00359g
YALI1_C32184g,YALI2_B00358g
YALI1_C32223g,YALI2_B00357g
YALI1_C32253g,YALI2_B00356g
YALI1_C32276g,YALI2_B00355g
YALI1_C32294g,YALI2_B00307g
YALI1_C32352g,YALI2_B00354g
YALI1_C32392g,YALI2_B00353g
YALI1_C32424g,YALI2_B00352g
YALI1_C32461g,YALI2_B00308g
YALI1_C32483g,YALI2_B00351g
YALI1_C32496g,YALI2_B00309g
YALI1_C32517g,YALI2_B00310g
YALI1_C32609g,YALI2_B00311g
YALI1_C32633g,YALI2_B00312g
YALI1_C32667g,YALI2_B00313g
YALI1_C32706g,YALI2_B00350g
YALI1_C32721g,YALI2_B00349g
YALI1_C32737g,YALI2_B00314g
YALI1_C32771g,YALI2_B00315g
YALI1_C32786g,YALI2_B00316g
YALI1_C32810g,YALI2_B00348g
YALI1_C32823g,YALI2_B00317g
YALI1_C32838g,YALI2_B00347g
YALI1_C32886g,YALI2_B00346g
YALI1_C32914g,YALI2_B00345g
YALI1_C32921g,YALI2_B00318g
YALI1_C32972g,YALI2_B00344g
YALI1_C32975g,YALI2_B00319g
YALI1_C33005g,YALI2_B00320g
YALI1_C33055g,YALI2_B00321g
YALI1_C33071g,YALI2_B00322g
YALI1_C33086g,YALI2_B00323g
YALI1_C33098g,YALI2_B00343g
YALI1_C33100g,YALI2_B00324g
YALI1_C33152g,YALI2_B00325g
YALI1_C33193g,YALI2_B00326g
YALI1_C33214g,YALI2_B00342g
YALI1_C33217g,YALI2_B00327g
YALI1_C33245g,YALI2_B00341g
YALI1_C33254g,YALI2_B00328g
YALI1_C33270g,YALI2_B00329g
YALI1_C33299g,YALI2_B00330g
YALI1_C33314g,YALI2_B00331g
YALI1_C33332g,YALI2_B00332g
YALI1_C33353g,YALI2_B00340g
YALI1_C33354g,YALI2_B00333g
YALI1_C33406g,YALI2_B00339g
YALI1_C33427g,YALI2_B00338g
YALI1_C33444g,YALI2_B00337g
YALI1_C33458g,YALI2_B00334g
YALI1_C33513g,YALI2_E01770g
YALI1_C33525g,YALI2_B00335g
YALI1_D00094g,YALI2_D00001g
YALI1_D00173g,YALI2_D01124g
YALI1_D00221g,YALI2_D01123g
YALI1_D00231g,YALI2_D01122g
YALI1_D00232g,YALI2_D00002g
YALI1_D00264g,YALI2_D01121g
YALI1_D00273g,YALI2_D00003g
YALI1_D00311g,YALI2_D01120g
YALI1_D00326g,YALI2_D00004g
YALI1_D00352g,YALI2_D01119g
YALI1_D00376g,YALI2_D01118g
YALI1_D00406g,YALI2_D01117g
YALI1_D00422g,YALI2_D00005g
YALI1_D00449g,YALI2_D01116g
YALI1_D00474g,YALI2_D01115g
YALI1_D00487g,YALI2_D00006g
YALI1_D00515g,YALI2_D01114g
YALI1_D00537g,YALI2_D00007g
YALI1_D00577g,YALI2_D01113g
YALI1_D00581g,YALI2_D00008g
YALI1_D00614g,YALI2_D01112g
YALI1_D00663g,YALI2_D01111g
YALI1_D00703g,YALI2_D00009g
YALI1_D00724g,YALI2_D00010g
YALI1_D00747g,YALI2_D01110g
YALI1_D00754g,YALI2_D00011g
YALI1_D00798g,YALI2_D01108g
YALI1_D00824g,YALI2_D01107g
YALI1_D00848g,YALI2_D00012g
YALI1_D00888g,YALI2_D00013g
YALI1_D00909g,YALI2_D00014g
YALI1_D00929g,YALI2_D01106g
YALI1_D00951g,YALI2_D00015g
YALI1_D00973g,YALI2_D00016g
YALI1_D00995g,YALI2_D01105g
YALI1_D00996g,YALI2_D00017g
YALI1_D01036g,YALI2_D00018g
YALI1_D01066g,YALI2_D01104g
YALI1_D01094g,YALI2_D00019g
YALI1_D01123g,YALI2_D00020g
YALI1_D01188g,YALI2_D01103g
YALI1_D01234g,YALI2_D01102g
YALI1_D01298g,YALI2_D01101g
YALI1_D01305g,YALI2_D00021g
YALI1_D01317g,YALI2_D00022g
YALI1_D01345g,YALI2_D01100g
YALI1_D01378g,YALI2_D00023g
YALI1_D01404g,YALI2_D00024g
YALI1_D01431g,YALI2_D01099g
YALI1_D01489g,YALI2_D00025g
YALI1_D01515g,YALI2_D00026g
YALI1_D01548g,YALI2_D00027g
YALI1_D01632g,YALI2_D00028g
YALI1_D01676g,YALI2_D00029g
YALI1_D01739g,YALI2_D00030g
YALI1_D01780g,YALI2_D01098g
YALI1_D01796g,YALI2_D00031g
YALI1_D01819g,YALI2_D00032g
YALI1_D01890g,YALI2_D01097g
YALI1_D01960g,YALI2_D01096g
YALI1_D01967g,YALI2_D00035g
YALI1_D02000g,YALI2_D01095g
YALI1_D02014g,YALI2_D01094g
YALI1_D02041g,YALI2_D01093g
YALI1_D02063g,YALI2_D00036g
YALI1_D02085g,YALI2_D01092g
YALI1_D02087g,YALI2_D00037g
YALI1_D02137g,YALI2_D01091g
YALI1_D02150g,YALI2_D00038g
YALI1_D02180g,YALI2_D01090g
YALI1_D02206g,YALI2_D01089g
YALI1_D02221g,YALI2_D00039g
YALI1_D02275g,YALI2_D00040g
YALI1_D02316g,YALI2_D00041g
YALI1_D02345g,YALI2_D01088g
YALI1_D02348g,YALI2_D00042g
YALI1_D02362g,YALI2_D00043g
YALI1_D02399g,YALI2_D01087g
YALI1_D02416g,YALI2_D00044g
YALI1_D02444g,YALI2_D00045g
YALI1_D02499g,YALI2_D01085g
YALI1_D02546g,YALI2_D01084g
YALI1_D02563g,YALI2_D00046g
YALI1_D02625g,YALI2_D00047g
YALI1_D02682g,YALI2_D00048g
YALI1_D02781g,YALI2_D01083g
YALI1_D02804g,YALI2_D00049g
YALI1_D02831g,YALI2_D01082g
YALI1_D02852g,YALI2_D00050g
YALI1_D02936g,YALI2_D01081g
YALI1_D02990g,YALI2_D01080g
YALI1_D03047g,YALI2_D01079g
YALI1_D03061g,YALI2_D00051g
YALI1_D03091g,YALI2_D00052g
YALI1_D03144g,YALI2_D01078g
YALI1_D03167g,YALI2_D00053g
YALI1_D03221g,YALI2_D00054g
YALI1_D03245g,YALI2_D00055g
YALI1_D03278g,YALI2_D00056g
YALI1_D03329g,YALI2_D01077g
YALI1_D03380g,YALI2_D01076g
YALI1_D03412g,YALI2_D00057g
YALI1_D03488g,YALI2_D00058g
YALI1_D03561g,YALI2_D01075g
YALI1_D03575g,YALI2_D01074g
YALI1_D03604g,YALI2_D00059g
YALI1_D03647g,YALI2_D01072g
YALI1_D03663g,YALI2_D00060g
YALI1_D03701g,YALI2_D01071g
YALI1_D03718g,YALI2_D00061g
YALI1_D03756g,YALI2_D01070g
YALI1_D03766g,YALI2_D00062g
YALI1_D03805g,YALI2_D01069g
YALI1_D03831g,YALI2_D00063g
YALI1_D03865g,YALI2_D01068g
YALI1_D03888g,YALI2_D00064g
YALI1_D03904g,YALI2_D00065g
YALI1_D03952g,YALI2_D01067g
YALI1_D03990g,YALI2_D00066g
YALI1_D04055g,YALI2_D00067g
YALI1_D04128g,YALI2_D00068g
YALI1_D04186g,YALI2_D01066g
YALI1_D04261g,YALI2_D01065g
YALI1_D04277g,YALI2_D01064g
YALI1_D04331g,YALI2_D01063g
YALI1_D04370g,YALI2_D01062g
YALI1_D04432g,YALI2_D01061g
YALI1_D04447g,YALI2_D00070g
YALI1_D04467g,YALI2_D01060g
YALI1_D04469g,YALI2_D00071g
YALI1_D04533g,YALI2_D01059g
YALI1_D04556g,YALI2_D01058g
YALI1_D04566g,YALI2_D00072g
YALI1_D04594g,YALI2_D01057g
YALI1_D04636g,YALI2_D01056g
YALI1_D04653g,YALI2_D01055g
YALI1_D04680g,YALI2_D00073g
YALI1_D04772g,YALI2_D01053g
YALI1_D04789g,YALI2_D00074g
YALI1_D04814g,YALI2_D00075g
YALI1_D04901g,YALI2_D01052g
YALI1_D04910g,YALI2_D00076g
YALI1_D04936g,YALI2_D00077g
YALI1_D04969g,YALI2_D01051g
YALI1_D04978g,YALI2_D00078g
YALI1_D05019g,YALI2_D01050g
YALI1_D05038g,YALI2_D00079g
YALI1_D05070g,YALI2_D01049g
YALI1_D05099g,YALI2_D01048g
YALI1_D05111g,YALI2_D00080g
YALI1_D05139g,YALI2_D00081g
YALI1_D05195g,YALI2_D01047g
YALI1_D05222g,YALI2_D00082g
YALI1_D05244g,YALI2_D00083g
YALI1_D05270g,YALI2_D01046g
YALI1_D05286g,YALI2_D00084g
YALI1_D05320g,YALI2_D01045g
YALI1_D05343g,YALI2_D01044g
YALI1_D05370g,YALI2_D01043g
YALI1_D05375g,YALI2_D00085g
YALI1_D05398g,YALI2_D01042g
YALI1_D05414g,YALI2_D01041g
YALI1_D05440g,YALI2_D01040g
YALI1_D05450g,YALI2_D00086g
YALI1_D05474g,YALI2_D00087g
YALI1_D05538g,YALI2_D01039g
YALI1_D05594g,YALI2_D00088g
YALI1_D05633g,YALI2_D01038g
YALI1_D05692g,YALI2_D01037g
YALI1_D05705g,YALI2_D00089g
YALI1_D05736g,YALI2_D01036g
YALI1_D05764g,YALI2_D01035g
YALI1_D05817g,YALI2_D01034g
YALI1_D05822g,YALI2_D00090g
YALI1_D05873g,YALI2_D01033g
YALI1_D05901g,YALI2_D00091g
YALI1_D05956g,YALI2_D01032g
YALI1_D06043g,YALI2_D00092g
YALI1_D06061g,YALI2_D00093g
YALI1_D06131g,YALI2_D00094g
YALI1_D06195g,YALI2_D01031g
YALI1_D06233g,YALI2_D01030g
YALI1_D06251g,YALI2_D01029g
YALI1_D06276g,YALI2_D00095g
YALI1_D06302g,YALI2_D01026g
YALI1_D06311g,YALI2_D00096g
YALI1_D06380g,YALI2_D01025g
YALI1_D06408g,YALI2_D00097g
YALI1_D06489g,YALI2_D01024g
YALI1_D06572g,YALI2_D00098g
YALI1_D06638g,YALI2_D00099g
YALI1_D06665g,YALI2_D01023g
YALI1_D06700g,YALI2_D00100g
YALI1_D06736g,YALI2_D01021g
YALI1_D06788g,YALI2_D00101g
YALI1_D06805g,YALI2_D00102g
YALI1_D06828g,YALI2_D01020g
YALI1_D06859g,YALI2_D00103g
YALI1_D06883g,YALI2_D01019g
YALI1_D06904g,YALI2_D00104g
YALI1_D06988g,YALI2_D01018g
YALI1_D07049g,YALI2_D01017g
YALI1_D07089g,YALI2_D01016g
YALI1_D07118g,YALI2_D01015g
YALI1_D07124g,YALI2_D00105g
YALI1_D07149g,YALI2_D01014g
YALI1_D07162g,YALI2_D00106g
YALI1_D07182g,YALI2_D00107g
YALI1_D07209g,YALI2_D01013g
YALI1_D07232g,YALI2_D01012g
YALI1_D07271g,YALI2_D00108g
YALI1_D07299g,YALI2_D01011g
YALI1_D07348g,YALI2_D00109g
YALI1_D07379g,YALI2_D00110g
YALI1_D07427g,YALI2_D01007g
YALI1_D07451g,YALI2_D01006g
YALI1_D07486g,YALI2_D01005g
YALI1_D07525g,YALI2_D01004g
YALI1_D07549g,YALI2_D00111g
YALI1_D07576g,YALI2_D01003g
YALI1_D07665g,YALI2_D00112g
YALI1_D07696g,YALI2_D01002g
YALI1_D07729g,YALI2_D01001g
YALI1_D07775g,YALI2_D01000g
YALI1_D07788g,YALI2_D00113g
YALI1_D07831g,YALI2_D00114g
YALI1_D07888g,YALI2_D00115g
YALI1_D07945g,YALI2_D00116g
YALI1_D07981g,YALI2_D00999g
YALI1_D08000g,YALI2_D00117g
YALI1_D08031g,YALI2_D00998g
YALI1_D08050g,YALI2_D00118g
YALI1_D08082g,YALI2_D00119g
YALI1_D08125g,YALI2_D00120g
YALI1_D08151g,YALI2_D00997g
YALI1_D08174g,YALI2_D00996g
YALI1_D08186g,YALI2_D00995g
YALI1_D08205g,YALI2_D00121g
YALI1_D08251g,YALI2_D00122g
YALI1_D08285g,YALI2_D00123g
YALI1_D08317g,YALI2_D00124g
YALI1_D08339g,YALI2_D00994g
YALI1_D08360g,YALI2_D00125g
YALI1_D08382g,YALI2_D00993g
YALI1_D08402g,YALI2_D00992g
YALI1_D08408g,YALI2_D00126g
YALI1_D08429g,YALI2_D00991g
YALI1_D08440g,YALI2_D00127g
YALI1_D08460g,YALI2_D00990g
YALI1_D08564g,YALI2_D00989g
YALI1_D08621g,YALI2_D00988g
YALI1_D08648g,YALI2_D00987g
YALI1_D08684g,YALI2_D00986g
YALI1_D08715g,YALI2_D00985g
YALI1_D08734g,YALI2_D00129g
YALI1_D08749g,YALI2_D00130g
YALI1_D08783g,YALI2_D00984g
YALI1_D08798g,YALI2_D00131g
YALI1_D08843g,YALI2_D00983g
YALI1_D08850g,YALI2_D00982g
YALI1_D08884g,YALI2_D00981g
YALI1_D08910g,YALI2_D00132g
YALI1_D08946g,YALI2_D00133g
YALI1_D08971g,YALI2_D00980g
YALI1_D09000g,YALI2_D00979g
YALI1_D09004g,YALI2_D00134g
YALI1_D09034g,YALI2_D00978g
YALI1_D09055g,YALI2_D00977g
YALI1_D09068g,YALI2_D00135g
YALI1_D09103g,YALI2_D00976g
YALI1_D09140g,YALI2_D00975g
YALI1_D09168g,YALI2_D00136g
YALI1_D09203g,YALI2_D00974g
YALI1_D09215g,YALI2_D00137g
YALI1_D09238g,YALI2_D00973g
YALI1_D09277g,YALI2_D00972g
YALI1_D09308g,YALI2_D00138g
YALI1_D09356g,YALI2_D00139g
YALI1_D09404g,YALI2_D00971g
YALI1_D09420g,YALI2_D00140g
YALI1_D09453g,YALI2_D00970g
YALI1_D09488g,YALI2_D00969g
YALI1_D09504g,YALI2_D00141g
YALI1_D09534g,YALI2_D00968g
YALI1_D09566g,YALI2_D00967g
YALI1_D09623g,YALI2_D00966g
YALI1_D09667g,YALI2_D00965g
YALI1_D09712g,YALI2_D00964g
YALI1_D09766g,YALI2_D00142g
YALI1_D09785g,YALI2_D00963g
YALI1_D09790g,YALI2_D00143g
YALI1_D09831g,YALI2_D00144g
YALI1_D09870g,YALI2_D00962g
YALI1_D09897g,YALI2_D00961g
YALI1_D09956g,YALI2_D00960g
YALI1_D09964g,YALI2_D00959g
YALI1_D09996g,YALI2_D00958g
YALI1_D10007g,YALI2_D00957g
YALI1_D10022g,YALI2_D00145g
YALI1_D10033g,YALI2_D00146g
YALI1_D10067g,YALI2_D00956g
YALI1_D10083g,YALI2_D00147g
YALI1_D10102g,YALI2_D00148g
YALI1_D10129g,YALI2_D00955g
YALI1_D10135g,YALI2_D00149g
YALI1_D10160g,YALI2_D00954g
YALI1_D10192g,YALI2_D00953g
YALI1_D10197g,YALI2_D00150g
YALI1_D10226g,YALI2_D00151g
YALI1_D10264g,YALI2_D00152g
YALI1_D10304g,YALI2_D00952g
YALI1_D10316g,YALI2_D00153g
YALI1_D10367g,YALI2_D00951g
YALI1_D10424g,YALI2_D00950g
YALI1_D10458g,YALI2_D00949g
YALI1_D10495g,YALI2_D00948g
YALI1_D10535g,YALI2_D00947g
YALI1_D10565g,YALI2_D00154g
YALI1_D10600g,YALI2_D00155g
YALI1_D10623g,YALI2_D00156g
YALI1_D10668g,YALI2_D00946g
YALI1_D10693g,YALI2_D00157g
YALI1_D10721g,YALI2_D00945g
YALI1_D10768g,YALI2_D00158g
YALI1_D10812g,YALI2_D00944g
YALI1_D10829g,YALI2_D00159g
YALI1_D10858g,YALI2_D00943g
YALI1_D10865g,YALI2_D00160g
YALI1_D10886g,YALI2_D00161g
YALI1_D10930g,YALI2_D00162g
YALI1_D10961g,YALI2_D00163g
YALI1_D11015g,YALI2_D00942g
YALI1_D11034g,YALI2_D00941g
YALI1_D11063g,YALI2_D00940g
YALI1_D11087g,YALI2_D00939g
YALI1_D11091g,YALI2_D00938g
YALI1_D11115g,YALI2_D00164g
YALI1_D11151g,YALI2_D00937g
YALI1_D11159g,YALI2_D00165g
YALI1_D11177g,YALI2_D00166g
YALI1_D11203g,YALI2_D00167g
YALI1_D11242g,YALI2_D00936g
YALI1_D11256g,YALI2_D00935g
YALI1_D11272g,YALI2_D00934g
YALI1_D11302g,YALI2_D00168g
YALI1_D11343g,YALI2_D00933g
YALI1_D11354g,YALI2_D00169g
YALI1_D11368g,YALI2_D00170g
YALI1_D11402g,YALI2_D00932g
YALI1_D11406g,YALI2_D00171g
YALI1_D11437g,YALI2_D00931g
YALI1_D11442g,YALI2_D00172g
YALI1_D11479g,YALI2_D00930g
YALI1_D11486g,YALI2_D00173g
YALI1_D11514g,YALI2_D00929g
YALI1_D11542g,YALI2_D00928g
YALI1_D11592g,YALI2_D00927g
YALI1_D11614g,YALI2_D00926g
YALI1_D11623g,YALI2_D00174g
YALI1_D11633g,YALI2_D00175g
YALI1_D11653g,YALI2_D00176g
YALI1_D11666g,YALI2_D00177g
YALI1_D11686g,YALI2_D00178g
YALI1_D11722g,YALI2_D00925g
YALI1_D11769g,YALI2_D00179g
YALI1_D11810g,YALI2_D00180g
YALI1_D11844g,YALI2_D00181g
YALI1_D11937g,YALI2_D00182g
YALI1_D11984g,YALI2_D00183g
YALI1_D12028g,YALI2_D00184g
YALI1_D12050g,YALI2_D00924g
YALI1_D12056g,YALI2_D00185g
YALI1_D12074g,YALI2_D00186g
YALI1_D12091g,YALI2_D00923g
YALI1_D12147g,YALI2_D00187g
YALI1_D12172g,YALI2_D00922g
YALI1_D12198g,YALI2_D00188g
YALI1_D12252g,YALI2_D00921g
YALI1_D12271g,YALI2_D00920g
YALI1_D12282g,YALI2_D00189g
YALI1_D12315g,YALI2_D00190g
YALI1_D12342g,YALI2_D00191g
YALI1_D12355g,YALI2_D00192g
YALI1_D12403g,YALI2_D00193g
YALI1_D12447g,YALI2_D00194g
YALI1_D12483g,YALI2_D00919g
YALI1_D12493g,YALI2_D00195g
YALI1_D12543g,YALI2_D00917g
YALI1_D12567g,YALI2_D00916g
YALI1_D12626g,YALI2_D00915g
YALI1_D12630g,YALI2_D00196g
YALI1_D12646g,YALI2_D00197g
YALI1_D12690g,YALI2_D00198g
YALI1_D12723g,YALI2_D00914g
YALI1_D12750g,YALI2_D00199g
YALI1_D12760g,YALI2_D00200g
YALI1_D12790g,YALI2_D00913g
YALI1_D12815g,YALI2_D00912g
YALI1_D12832g,YALI2_D00201g
YALI1_D12858g,YALI2_D00202g
YALI1_D12880g,YALI2_D00203g
YALI1_D12909g,YALI2_D00911g
YALI1_D12930g,YALI2_D00910g
YALI1_D12964g,YALI2_D00204g
YALI1_D12996g,YALI2_D00205g
YALI1_D13019g,YALI2_D00206g
YALI1_D13071g,YALI2_D00207g
YALI1_D13108g,YALI2_D00208g
YALI1_D13124g,YALI2_D00908g
YALI1_D13126g,YALI2_D00209g
YALI1_D13201g,YALI2_D00907g
YALI1_D13226g,YALI2_D00906g
YALI1_D13238g,YALI2_D00210g
YALI1_D13251g,YALI2_D00211g
YALI1_D13298g,YALI2_D00905g
YALI1_D13341g,YALI2_D00904g
YALI1_D13368g,YALI2_D00212g
YALI1_D13388g,YALI2_D00213g
YALI1_D13403g,YALI2_D00214g
YALI1_D13450g,YALI2_D00215g
YALI1_D13496g,YALI2_D00903g
YALI1_D13510g,YALI2_D00902g
YALI1_D13545g,YALI2_D00216g
YALI1_D13574g,YALI2_D00217g
YALI1_D13611g,YALI2_D00218g
YALI1_D13679g,YALI2_D00901g
YALI1_D13686g,YALI2_D00219g
YALI1_D13707g,YALI2_D00900g
YALI1_D13788g,YALI2_D00898g
YALI1_D13790g,YALI2_D00220g
YALI1_D13816g,YALI2_D00221g
YALI1_D13865g,YALI2_D00897g
YALI1_D13871g,YALI2_D00222g
YALI1_D13916g,YALI2_D00896g
YALI1_D13963g,YALI2_D00895g
YALI1_D13976g,YALI2_D00894g
YALI1_D14004g,YALI2_D00893g
YALI1_D14058g,YALI2_D00892g
YALI1_D14097g,YALI2_D00891g
YALI1_D14104g,YALI2_D00224g
YALI1_D14125g,YALI2_D00225g
YALI1_D14156g,YALI2_D00890g
YALI1_D14180g,YALI2_D00889g
YALI1_D14190g,YALI2_D00888g
YALI1_D14199g,YALI2_D00226g
YALI1_D14224g,YALI2_D00227g
YALI1_D14260g,YALI2_D00887g
YALI1_D14276g,YALI2_D00228g
YALI1_D14300g,YALI2_D00886g
YALI1_D14304g,YALI2_D00229g
YALI1_D14329g,YALI2_D00885g
YALI1_D14333g,YALI2_D00230g
YALI1_D14391g,YALI2_D00884g
YALI1_D14400g,YALI2_D00231g
YALI1_D14423g,YALI2_D00883g
YALI1_D14424g,YALI2_D00232g
YALI1_D14431g,YALI2_D00233g
YALI1_D14453g,YALI2_D00882g
YALI1_D14462g,YALI2_D00881g
YALI1_D14477g,YALI2_D00880g
YALI1_D14489g,YALI2_D00234g
YALI1_D14500g,YALI2_D00235g
YALI1_D14532g,YALI2_D00879g
YALI1_D14560g,YALI2_D00236g
YALI1_D14585g,YALI2_D00237g
YALI1_D14609g,YALI2_D00878g
YALI1_D14628g,YALI2_D00877g
YALI1_D14639g,YALI2_D00238g
YALI1_D14670g,YALI2_D00239g
YALI1_D14695g,YALI2_D00240g
YALI1_D14725g,YALI2_D00241g
YALI1_D14840g,YALI2_D00876g
YALI1_D14866g,YALI2_D00875g
YALI1_D14893g,YALI2_D00874g
YALI1_D14915g,YALI2_D00242g
YALI1_D14986g,YALI2_D00243g
YALI1_D15030g,YALI2_D00244g
YALI1_D15063g,YALI2_D00873g
YALI1_D15114g,YALI2_D00872g
YALI1_D15149g,YALI2_D00871g
YALI1_D15181g,YALI2_D00870g
YALI1_D15214g,YALI2_D00869g
YALI1_D15245g,YALI2_D00868g
YALI1_D15296g,YALI2_D00245g
YALI1_D15304g,YALI2_D00246g
YALI1_D15333g,YALI2_D00247g
YALI1_D15362g,YALI2_D00867g
YALI1_D15367g,YALI2_D00248g
YALI1_D15398g,YALI2_D00249g
YALI1_D15424g,YALI2_D00866g
YALI1_D15458g,YALI2_D00250g
YALI1_D15506g,YALI2_D00865g
YALI1_D15523g,YALI2_D00251g
YALI1_D15568g,YALI2_D00864g
YALI1_D15597g,YALI2_D00252g
YALI1_D15622g,YALI2_D00253g
YALI1_D15692g,YALI2_D00863g
YALI1_D15696g,YALI2_D00254g
YALI1_D15734g,YALI2_D00862g
YALI1_D15744g,YALI2_D00255g
YALI1_D15792g,YALI2_D00861g
YALI1_D15848g,YALI2_D00256g
YALI1_D15865g,YALI2_D00257g
YALI1_D15897g,YALI2_D00860g
YALI1_D15902g,YALI2_D00258g
YALI1_D15937g,YALI2_D00859g
YALI1_D15952g,YALI2_D00858g
YALI1_D15963g,YALI2_D00857g
YALI1_D15965g,YALI2_D00259g
