Fermenter:;;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter01;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter02;Fermenter03;Fermenter03;Fermenter03;Fermenter03;Fermenter03;Fermenter03;
2026-01-25 00:13:42;2026-01-24 16:13:42;0.04132;21.01728;1.01261;0.04132;21.01728;1.01261;;0.55343;17.81338;24.93591;1.01381;0.04034;20.94097;1.0121;0.04162;20.64708;1.0121;0.04162;20.64708;
2026-01-25 00:13:47;2026-01-24 16:13:47;0.04132;21.01728;1.01261;0.04132;21.01728;1.01261;;1.01375;0.0432;20.93803;1.01375;0.0432;20.93803;1.01211;0.04186;20.6419;1.01211;0.04186;20.6419;
2026-01-25 00:13:52;2026-01-24 16:13:52;0.04132;21.01728;1.01261;0.04132;21.01728;1.01261;;1.01375;0.0432;20.93803;1.01375;0.0432;20.93803;1.01211;0.04186;20.6419;1.01211;0.04186;20.6419;
2026-01-25 00:13:57;2026-01-24 16:13:57;0.04091;21.01504;1.01264;0.04091;21.01504;1.01264;;0.60267;19.18669;24.93591;1.01374;0.04679;20.9322;1.01211;0.04186;20.6419;1.01211;0.04186;20.6419;
2026-01-25 00:14:02;2026-01-24 16:14:02;0.04091;21.01504;1.01264;0.04091;21.01504;1.01264;;0.60267;19.18669;24.93591;1.01374;0.04679;20.9322;1.01211;0.04186;20.6419;1.01211;0.04186;20.6419;
2026-01-25 00:14:07;2026-01-24 16:14:07;0.04112;21.01627;0.6095;19.03563;25.37385;1.0126;;1.01374;0.05215;20.91943;1.01374;0.05215;20.91943;1.01206;0.04423;20.63869;1.01206;0.04423;20.63869;
2026-01-25 00:14:12;2026-01-24 16:14:12;0.04112;21.01627;0.6095;19.03563;25.37385;1.0126;;1.01374;0.05215;20.91943;1.01374;0.05215;20.91943;1.01206;0.04423;20.63869;1.01206;0.04423;20.63869;
2026-01-25 00:14:17;2026-01-24 16:14:17;0.04127;21.01649;1.01263;0.04127;21.01649;1.01263;;0.64158;20.59052;24.93591;1.01379;0.05646;20.91067;0.68494;19.82605;26.50607;1.01206;0.04721;20.6413;
2026-01-25 00:14:22;2026-01-24 16:14:22;0.04127;21.01649;1.01263;0.04127;21.01649;1.01263;;0.64158;20.59052;24.93591;1.01379;0.05646;20.91067;0.68494;19.82605;26.50607;1.01206;0.04721;20.6413;
2026-01-25 00:14:27;2026-01-24 16:14:27;0.04127;21.01649;1.01263;0.04127;21.01649;1.01263;;1.01378;0.05919;20.89974;1.01378;0.05919;20.89974;1.01208;0.04963;20.63877;1.01208;0.04963;20.63877;
2026-01-25 00:14:32;2026-01-24 16:14:32;0.04127;21.01649;1.01263;0.04127;21.01649;1.01263;;1.01378;0.05919;20.89974;1.01378;0.05919;20.89974;1.01208;0.04963;20.63877;1.01208;0.04963;20.63877;
2026-01-25 00:14:37;2026-01-24 16:14:37;0.04216;21.02434;0.6626;20.3769;25.36049;1.01255;;0.68034;21.6022;24.93591;1.01373;0.06486;20.88982;0.72571;21.17189;26.52209;1.01205;0.05198;20.63519;
2026-01-25 00:14:42;2026-01-24 16:14:42;0.04216;21.02434;0.6626;20.3769;25.36049;1.01255;;0.68034;21.6022;24.93591;1.01373;0.06486;20.88982;0.72571;21.17189;26.52209;1.01205;0.05198;20.63519;
2026-01-25 00:14:47;2026-01-24 16:14:47;0.04192;21.03391;0.72641;22.39567;25.37385;1.01256;;0.69581;22.29801;24.94926;1.01374;0.06766;20.88229;1.01204;0.05486;20.63269;1.01204;0.05486;20.63269;
2026-01-25 00:14:52;2026-01-24 16:14:52;0.04192;21.03391;0.72641;22.39567;25.37385;1.01256;;0.69581;22.29801;24.94926;1.01374;0.06766;20.88229;1.01204;0.05486;20.63269;1.01204;0.05486;20.63269;
2026-01-25 00:14:57;2026-01-24 16:14:57;0.04197;21.03881;0.77837;24.04211;25.36049;1.0126;;0.69581;22.29801;24.94926;1.01374;0.06766;20.88229;0.7699;22.31632;26.53544;1.01203;0.05804;20.62838;
2026-01-25 00:15:02;2026-01-24 16:15:02;0.04197;21.03881;0.77837;24.04211;25.36049;1.0126;;0.69581;22.29801;24.94926;1.01374;0.06766;20.88229;0.7699;22.31632;26.53544;1.01203;0.05804;20.62838;
2026-01-25 00:15:07;2026-01-24 16:15:07;0.04251;21.038;1.0126;0.04251;21.038;1.0126;;0.73313;23.52636;24.96529;1.01377;0.07812;20.86981;0.7699;22.31632;26.53544;1.01203;0.05804;20.62838;
2026-01-25 00:15:12;2026-01-24 16:15:12;0.04251;21.038;1.0126;0.04251;21.038;1.0126;;0.73313;23.52636;24.96529;1.01377;0.07812;20.86981;0.7699;22.31632;26.53544;1.01203;0.05804;20.62838;
2026-01-25 00:15:17;2026-01-24 16:15:17;0.04345;21.02987;0.84105;26.38285;25.36049;1.01256;;0.74912;23.9292;24.94926;1.01377;0.08259;20.86535;0.81773;23.93835;26.50607;1.0121;0.06331;20.61854;
2026-01-25 00:15:22;2026-01-24 16:15:22;0.04345;21.02987;0.84105;26.38285;25.36049;1.01256;;0.74912;23.9292;24.94926;1.01377;0.08259;20.86535;0.81773;23.93835;26.50607;1.0121;0.06331;20.61854;
2026-01-25 00:15:27;2026-01-24 16:15:27;0.046;21.02177;1.01254;0.046;21.02177;1.01254;;1.01374;0.08547;20.85741;1.01374;0.08547;20.85741;0.84353;24.6006;26.52209;1.01213;0.06667;20.6156;
2026-01-25 00:15:32;2026-01-24 16:15:32;0.046;21.02177;1.01254;0.046;21.02177;1.01254;;1.01374;0.08547;20.85741;1.01374;0.08547;20.85741;0.84353;24.6006;26.52209;1.01213;0.06667;20.6156;
2026-01-25 00:15:37;2026-01-24 16:15:37;0.04918;21.01398;0.89234;27.70581;25.36049;1.01253;;0.77653;24.81727;24.92256;1.01374;0.08954;20.84823;1.01214;0.06966;20.61112;1.01214;0.06966;20.61112;
2026-01-25 00:15:42;2026-01-24 16:15:42;0.04918;21.01398;0.89234;27.70581;25.36049;1.01253;;0.77653;24.81727;24.92256;1.01374;0.08954;20.84823;1.01214;0.06966;20.61112;1.01214;0.06966;20.61112;
2026-01-25 00:15:47;2026-01-24 16:15:47;0.05307;21.00019;0.90746;28.40619;25.37385;1.01258;;0.77653;24.81727;24.92256;1.01374;0.08954;20.84823;1.01214;0.07133;20.60195;1.01214;0.07133;20.60195;
2026-01-25 00:15:52;2026-01-24 16:15:52;0.05307;21.00019;0.90746;28.40619;25.37385;1.01258;;0.77653;24.81727;24.92256;1.01374;0.08954;20.84823;1.01214;0.07133;20.60195;1.01214;0.07133;20.60195;
2026-01-25 00:15:57;2026-01-24 16:15:57;0.05559;20.98093;1.0126;0.05559;20.98093;1.0126;;1.01373;0.10069;20.83187;1.01373;0.10069;20.83187;1.01214;0.07133;20.60195;1.01214;0.07133;20.60195;
2026-01-25 00:16:02;2026-01-24 16:16:02;0.05559;20.98093;1.0126;0.05559;20.98093;1.0126;;1.01373;0.10069;20.83187;1.01373;0.10069;20.83187;1.01214;0.07133;20.60195;1.01214;0.07133;20.60195;
2026-01-25 00:16:07;2026-01-24 16:16:07;0.06171;20.96479;0.93985;29.37667;25.38987;1.01261;;0.81245;25.87472;24.96529;1.01374;0.10592;20.82612;1.01217;0.07701;20.59044;1.01217;0.07701;20.59044;
2026-01-25 00:16:12;2026-01-24 16:16:12;0.06171;20.96479;0.93985;29.37667;25.38987;1.01261;;0.81245;25.87472;24.96529;1.01374;0.10592;20.82612;1.01217;0.07701;20.59044;1.01217;0.07701;20.59044;
2026-01-25 00:16:17;2026-01-24 16:16:17;0.06171;20.96479;0.93985;29.37667;25.38987;1.01261;;0.8227;26.25467;24.96529;1.01379;0.11029;20.81598;0.92193;26.91234;26.53544;1.0122;0.0813;20.58675;
2026-01-25 00:16:22;2026-01-24 16:16:22;0.06171;20.96479;0.93985;29.37667;25.38987;1.01261;;0.8227;26.25467;24.96529;1.01379;0.11029;20.81598;0.92193;26.91234;26.53544;1.0122;0.0813;20.58675;
2026-01-25 00:16:27;2026-01-24 16:16:27;0.07213;20.94192;1.01263;0.07213;20.94192;1.01263;;0.83028;26.5507;24.94926;1.0138;0.11482;20.80357;1.01218;0.08601;20.57744;1.01218;0.08601;20.57744;
2026-01-25 00:16:32;2026-01-24 16:16:32;0.07213;20.94192;1.01263;0.07213;20.94192;1.01263;;0.83028;26.5507;24.94926;1.0138;0.11482;20.80357;1.01218;0.08601;20.57744;1.01218;0.08601;20.57744;
2026-01-25 00:16:37;2026-01-24 16:16:37;0.07533;20.92687;0.9722;30.4097;25.37385;1.01256;;1.01376;0.12114;20.79717;1.01376;0.12114;20.79717;1.01213;0.08809;20.5715;1.01213;0.08809;20.5715;
2026-01-25 00:16:42;2026-01-24 16:16:42;0.07533;20.92687;0.9722;30.4097;25.37385;1.01256;;1.01376;0.12114;20.79717;1.01376;0.12114;20.79717;1.01213;0.08809;20.5715;1.01213;0.08809;20.5715;
2026-01-25 00:16:47;2026-01-24 16:16:47;0.08212;20.91642;0.98345;30.67979;25.37385;1.01255;;1.01376;0.12114;20.79717;1.01376;0.12114;20.79717;0.95668;27.8294;26.54879;1.01209;0.09127;20.56666;
2026-01-25 00:16:52;2026-01-24 16:16:52;0.08212;20.91642;0.98345;30.67979;25.37385;1.01255;;1.01376;0.12114;20.79717;1.01376;0.12114;20.79717;0.95668;27.8294;26.54879;1.01209;0.09127;20.56666;
2026-01-25 00:16:57;2026-01-24 16:16:57;0.0885;20.90305;1.01255;0.0885;20.90305;1.01255;;1.01376;0.12114;20.79717;1.01376;0.12114;20.79717;1.01208;0.09577;20.54753;1.01208;0.09577;20.54753;
2026-01-25 00:17:02;2026-01-24 16:17:02;0.0885;20.90305;1.01255;0.0885;20.90305;1.01255;;1.01376;0.12114;20.79717;1.01376;0.12114;20.79717;1.01208;0.09577;20.54753;1.01208;0.09577;20.54753;
2026-01-25 00:17:07;2026-01-24 16:17:07;0.09546;20.89197;1.01254;0.09546;20.89197;1.01254;;0.86434;27.61883;24.99199;1.01373;0.13466;20.77732;0.97369;28.40925;26.53544;1.0121;0.09889;20.52727;
2026-01-25 00:17:12;2026-01-24 16:17:12;0.09546;20.89197;1.01254;0.09546;20.89197;1.01254;;0.86434;27.61883;24.99199;1.01373;0.13466;20.77732;0.97369;28.40925;26.53544;1.0121;0.09889;20.52727;
2026-01-25 00:17:17;2026-01-24 16:17:17;0.09886;20.87716;1.00724;31.34051;25.40322;1.01251;;1.01376;0.13948;20.76797;1.01376;0.13948;20.76797;0.97369;28.40925;26.53544;1.0121;0.09889;20.52727;
2026-01-25 00:17:22;2026-01-24 16:17:22;0.09886;20.87716;1.00724;31.34051;25.40322;1.01251;;1.01376;0.13948;20.76797;1.01376;0.13948;20.76797;0.97369;28.40925;26.53544;1.0121;0.09889;20.52727;
2026-01-25 00:17:27;2026-01-24 16:17:27;0.10557;20.86942;1.01251;0.10557;20.86942;1.01251;;1.01375;0.14455;20.76122;1.01375;0.14455;20.76122;0.99077;28.79072;26.56214;1.01205;0.11073;20.50938;
2026-01-25 00:17:32;2026-01-24 16:17:32;0.10557;20.86942;1.01251;0.10557;20.86942;1.01251;;1.01375;0.14455;20.76122;1.01375;0.14455;20.76122;0.99077;28.79072;26.56214;1.01205;0.11073;20.50938;
2026-01-25 00:17:37;2026-01-24 16:17:37;0.10557;20.86942;1.01251;0.10557;20.86942;1.01251;;1.01375;0.14455;20.76122;1.01375;0.14455;20.76122;0.99077;28.79072;26.56214;1.01205;0.11073;20.50938;
2026-01-25 00:17:42;2026-01-24 16:17:42;0.10557;20.86942;1.01251;0.10557;20.86942;1.01251;;0.88223;28.17273;24.97864;1.01373;0.15002;20.75457;1.01204;0.11794;20.49612;1.01204;0.11794;20.49612;
2026-01-25 00:17:47;2026-01-24 16:17:47;0.10557;20.86942;1.01251;0.10557;20.86942;1.01251;;0.88223;28.17273;24.97864;1.01373;0.15002;20.75457;1.01204;0.11794;20.49612;1.01204;0.11794;20.49612;
2026-01-25 00:17:52;2026-01-24 16:17:52;0.11495;20.85363;1.01254;0.11495;20.85363;1.01254;;0.88223;28.17273;24.97864;1.01373;0.15002;20.75457;1.00059;29.14168;26.54879;1.01206;0.1238;20.48301;
2026-01-25 00:17:57;2026-01-24 16:17:57;0.11495;20.85363;1.01254;0.11495;20.85363;1.01254;;0.88223;28.17273;24.97864;1.01373;0.15002;20.75457;1.00059;29.14168;26.54879;1.01206;0.1238;20.48301;
2026-01-25 00:18:02;2026-01-24 16:18:02;0.12132;20.84671;1.02936;32.01343;25.38987;1.01251;;0.89569;28.55116;24.96529;1.01374;0.15617;20.73805;1.00668;29.35683;26.53544;1.01208;0.12984;20.46749;
2026-01-25 00:18:07;2026-01-24 16:18:07;0.12132;20.84671;1.02936;32.01343;25.38987;1.01251;;0.89569;28.55116;24.96529;1.01374;0.15617;20.73805;1.00668;29.35683;26.53544;1.01208;0.12984;20.46749;
2026-01-25 00:18:12;2026-01-24 16:18:12;0.12433;20.84292;1.01259;0.12433;20.84292;1.01259;;1.01377;0.16064;20.73798;1.01377;0.16064;20.73798;1.00668;29.35683;26.53544;1.01208;0.12984;20.46749;
2026-01-25 00:18:17;2026-01-24 16:18:17;0.12433;20.84292;1.01259;0.12433;20.84292;1.01259;;1.01377;0.16064;20.73798;1.01377;0.16064;20.73798;1.00668;29.35683;26.53544;1.01208;0.12984;20.46749;
2026-01-25 00:18:22;2026-01-24 16:18:22;0.13032;20.83449;1.03679;32.31403;25.41657;1.0126;;0.90506;28.91432;24.96529;1.01377;0.16523;20.73503;1.00668;29.35683;26.53544;1.01208;0.12984;20.46749;
2026-01-25 00:18:27;2026-01-24 16:18:27;0.13032;20.83449;1.03679;32.31403;25.41657;1.0126;;0.90506;28.91432;24.96529;1.01377;0.16523;20.73503;1.00668;29.35683;26.53544;1.01208;0.12984;20.46749;
2026-01-25 00:18:32;2026-01-24 16:18:32;0.13464;20.8278;1.0126;0.13464;20.8278;1.0126;;1.01371;0.16806;20.73091;1.01371;0.16806;20.73091;1.02293;29.82834;26.53544;1.01205;0.14193;20.4473;
2026-01-25 00:18:37;2026-01-24 16:18:37;0.13464;20.8278;1.0126;0.13464;20.8278;1.0126;;1.01371;0.16806;20.73091;1.01371;0.16806;20.73091;1.02293;29.82834;26.53544;1.01205;0.14193;20.4473;
2026-01-25 00:18:42;2026-01-24 16:18:42;0.13969;20.8261;1.04262;32.53986;25.40322;1.0126;;1.01367;0.17016;20.72921;1.01367;0.17016;20.72921;1.02293;29.82834;26.53544;1.01205;0.14193;20.4473;
2026-01-25 00:18:47;2026-01-24 16:18:47;0.13969;20.8261;1.04262;32.53986;25.40322;1.0126;;1.01367;0.17016;20.72921;1.01367;0.17016;20.72921;1.02293;29.82834;26.53544;1.01205;0.14193;20.4473;
2026-01-25 00:18:52;2026-01-24 16:18:52;0.14218;20.82125;1.01257;0.14218;20.82125;1.01257;;1.0137;0.1743;20.72653;1.0137;0.1743;20.72653;1.02293;29.82834;26.53544;1.01205;0.14193;20.4473;
2026-01-25 00:18:57;2026-01-24 16:18:57;0.14218;20.82125;1.01257;0.14218;20.82125;1.01257;;1.0137;0.1743;20.72653;1.0137;0.1743;20.72653;1.02293;29.82834;26.53544;1.01205;0.14193;20.4473;
2026-01-25 00:19:02;2026-01-24 16:19:02;0.14595;20.82127;1.01258;0.14595;20.82127;1.01258;;0.92353;29.48501;24.97864;1.01369;0.17739;20.72544;1.03911;30.20523;26.54879;1.01201;0.15806;20.42582;
2026-01-25 00:19:07;2026-01-24 16:19:07;0.14595;20.82127;1.01258;0.14595;20.82127;1.01258;;0.92353;29.48501;24.97864;1.01369;0.17739;20.72544;1.03911;30.20523;26.54879;1.01201;0.15806;20.42582;
2026-01-25 00:19:12;2026-01-24 16:19:12;0.14595;20.82127;1.01258;0.14595;20.82127;1.01258;;1.01371;0.18062;20.72418;1.01371;0.18062;20.72418;1.04286;30.34257;26.56214;1.01206;0.16144;20.42142;
2026-01-25 00:19:17;2026-01-24 16:19:17;0.14595;20.82127;1.01258;0.14595;20.82127;1.01258;;1.01371;0.18062;20.72418;1.01371;0.18062;20.72418;1.04286;30.34257;26.56214;1.01206;0.16144;20.42142;
2026-01-25 00:19:22;2026-01-24 16:19:22;0.15472;20.81743;1.05792;32.89082;25.41657;1.01252;;1.01373;0.1843;20.72292;1.01373;0.1843;20.72292;1.04286;30.34257;26.56214;1.01206;0.16144;20.42142;
2026-01-25 00:19:27;2026-01-24 16:19:27;0.15472;20.81743;1.05792;32.89082;25.41657;1.01252;;1.01373;0.1843;20.72292;1.01373;0.1843;20.72292;1.04286;30.34257;26.56214;1.01206;0.16144;20.42142;
2026-01-25 00:19:32;2026-01-24 16:19:32;0.15771;20.81571;1.05963;32.99611;25.38987;1.01256;;1.01373;0.1843;20.72292;1.01373;0.1843;20.72292;1.01207;0.16908;20.41527;1.01207;0.16908;20.41527;
2026-01-25 00:19:37;2026-01-24 16:19:37;0.15771;20.81571;1.05963;32.99611;25.38987;1.01256;;1.01373;0.1843;20.72292;1.01373;0.1843;20.72292;1.01207;0.16908;20.41527;1.01207;0.16908;20.41527;
2026-01-25 00:19:42;2026-01-24 16:19:42;0.16137;20.81284;1.01258;0.16137;20.81284;1.01258;;1.01374;0.18734;20.71895;1.01374;0.18734;20.71895;1.01206;0.17334;20.4098;1.01206;0.17334;20.4098;
2026-01-25 00:19:47;2026-01-24 16:19:47;0.16137;20.81284;1.01258;0.16137;20.81284;1.01258;;1.01374;0.18734;20.71895;1.01374;0.18734;20.71895;1.01206;0.17334;20.4098;1.01206;0.17334;20.4098;
2026-01-25 00:19:52;2026-01-24 16:19:52;0.16386;20.8138;1.01262;0.16386;20.8138;1.01262;;1.01372;0.18926;20.71701;1.01372;0.18926;20.71701;1.01208;0.17795;20.40671;1.01208;0.17795;20.40671;
2026-01-25 00:19:57;2026-01-24 16:19:57;0.16386;20.8138;1.01262;0.16386;20.8138;1.01262;;1.01372;0.18926;20.71701;1.01372;0.18926;20.71701;1.01208;0.17795;20.40671;1.01208;0.17795;20.40671;
2026-01-25 00:20:02;2026-01-24 16:20:02;0.16386;20.8138;1.01262;0.16386;20.8138;1.01262;;0.9451;30.18692;25.00534;1.01368;0.19145;20.71816;1.06342;30.84154;26.54879;1.01209;0.1802;20.40247;
2026-01-25 00:20:07;2026-01-24 16:20:07;0.16386;20.8138;1.01262;0.16386;20.8138;1.01262;;0.9451;30.18692;25.00534;1.01368;0.19145;20.71816;1.06342;30.84154;26.54879;1.01209;0.1802;20.40247;
2026-01-25 00:20:12;2026-01-24 16:20:12;0.16386;20.8138;1.01262;0.16386;20.8138;1.01262;;1.0137;0.1934;20.71844;1.0137;0.1934;20.71844;1.01206;0.18424;20.40137;1.01206;0.18424;20.40137;
2026-01-25 00:20:17;2026-01-24 16:20:17;0.16386;20.8138;1.01262;0.16386;20.8138;1.01262;;1.0137;0.1934;20.71844;1.0137;0.1934;20.71844;1.01206;0.18424;20.40137;1.01206;0.18424;20.40137;
2026-01-25 00:20:22;2026-01-24 16:20:22;0.17037;20.81385;1.01251;0.17037;20.81385;1.01251;;1.01369;0.19584;20.7172;1.01369;0.19584;20.7172;1.012;0.18687;20.39544;1.012;0.18687;20.39544;
2026-01-25 00:20:27;2026-01-24 16:20:27;0.17037;20.81385;1.01251;0.17037;20.81385;1.01251;;1.01369;0.19584;20.7172;1.01369;0.19584;20.7172;1.012;0.18687;20.39544;1.012;0.18687;20.39544;
2026-01-25 00:20:32;2026-01-24 16:20:32;0.17199;20.81586;1.0751;33.45541;25.41657;1.01255;;0.95734;30.49821;24.99199;1.01366;0.19796;20.71772;1.012;0.18992;20.39451;1.012;0.18992;20.39451;
2026-01-25 00:20:37;2026-01-24 16:20:37;0.17199;20.81586;1.0751;33.45541;25.41657;1.01255;;0.95734;30.49821;24.99199;1.01366;0.19796;20.71772;1.012;0.18992;20.39451;1.012;0.18992;20.39451;
2026-01-25 00:20:42;2026-01-24 16:20:42;0.17453;20.81582;1.01254;0.17453;20.81582;1.01254;;1.01366;0.19902;20.7188;1.01366;0.19902;20.7188;1.01202;0.1931;20.39162;1.01202;0.1931;20.39162;
2026-01-25 00:20:47;2026-01-24 16:20:47;0.17453;20.81582;1.01254;0.17453;20.81582;1.01254;;1.01366;0.19902;20.7188;1.01366;0.19902;20.7188;1.01202;0.1931;20.39162;1.01202;0.1931;20.39162;
2026-01-25 00:20:52;2026-01-24 16:20:52;0.17717;20.81784;1.01251;0.17717;20.81784;1.01251;;1.01366;0.20046;20.71959;1.01366;0.20046;20.71959;1.07486;31.26116;26.56214;1.01203;0.19579;20.39228;
2026-01-25 00:20:57;2026-01-24 16:20:57;0.17717;20.81784;1.01251;0.17717;20.81784;1.01251;;1.01366;0.20046;20.71959;1.01366;0.20046;20.71959;1.07486;31.26116;26.56214;1.01203;0.19579;20.39228;
2026-01-25 00:21:02;2026-01-24 16:21:02;0.17871;20.82134;1.01247;0.17871;20.82134;1.01247;;1.01365;0.20187;20.72087;1.01365;0.20187;20.72087;1.01204;0.19691;20.38987;1.01204;0.19691;20.38987;
2026-01-25 00:21:07;2026-01-24 16:21:07;0.17871;20.82134;1.01247;0.17871;20.82134;1.01247;;1.01365;0.20187;20.72087;1.01365;0.20187;20.72087;1.01204;0.19691;20.38987;1.01204;0.19691;20.38987;
