
                                              MFCS/win                    Report printed:                2024-12-10 09:25:55
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                BIOSTAT27_BDCU_2                    Batch created:            2024-12-03 14:40:45

 Experiment Start:          2024-12-03 14:40:45                 Experiment Stop:          2024-12-06 13:42:12

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

03-12-2024 14:40:46             0.000                  88.6

03-12-2024 14:46:31             0.096                  87.9
03-12-2024 14:46:46             0.100                  86.9
03-12-2024 14:48:16             0.125                  86.0

03-12-2024 14:48:31             0.129                  85.8
03-12-2024 14:51:46             0.184                  84.9
03-12-2024 14:52:01             0.188                  84.7

03-12-2024 14:58:16             0.292                  83.7
03-12-2024 14:58:31             0.296                  83.7

03-12-2024 15:06:16             0.425                  82.7
03-12-2024 15:06:31             0.429                  82.7
03-12-2024 15:10:46             0.500                  82.0

03-12-2024 15:19:01             0.638                  81.1
03-12-2024 15:19:16             0.642                  81.0

03-12-2024 15:25:46             0.750                  80.1
03-12-2024 15:26:01             0.754                  80.0
03-12-2024 15:30:01             0.821                  79.0

03-12-2024 15:30:16             0.825                  78.9
03-12-2024 15:37:16             0.942                  77.9

03-12-2024 15:37:31             0.946                  77.9
03-12-2024 15:40:46             1.000                  77.3
03-12-2024 15:46:01             1.088                  76.3

03-12-2024 15:46:16             1.092                  76.2
03-12-2024 15:52:46             1.200                  75.2
03-12-2024 15:53:01             1.204                  75.1

03-12-2024 15:56:16             1.259                  74.2
03-12-2024 15:56:31             1.263                  74.1

03-12-2024 16:03:01             1.371                  73.2
03-12-2024 16:03:16             1.375                  73.1
03-12-2024 16:06:47             1.434                  72.1

03-12-2024 16:07:02             1.438                  72.1
03-12-2024 16:10:46             1.500                  71.5

03-12-2024 16:14:32             1.563                  70.6
03-12-2024 16:14:47             1.567                  70.4
03-12-2024 16:16:47             1.601                  69.5

03-12-2024 16:17:02             1.605                  69.3


03-12-2024 16:18:47             1.634                  68.6
03-12-2024 16:19:02             1.638                  68.3

03-12-2024 16:25:47             1.751                  67.3
03-12-2024 16:26:02             1.755                  67.2
03-12-2024 16:33:17             1.876                  66.2

03-12-2024 16:33:32             1.880                  66.1
03-12-2024 16:36:17             1.926                  65.2

03-12-2024 16:36:32             1.930                  65.1
03-12-2024 16:39:18             1.976                  64.3
03-12-2024 16:39:33             1.980                  64.0

03-12-2024 16:40:46             2.000                  64.4
03-12-2024 16:42:18             2.026                  63.6

03-12-2024 16:42:33             2.030                  63.3
03-12-2024 16:45:33             2.080                  62.6
