Metabolite name	PPI_Ylip_Ctrl_5hr_35	PPI_Ylip_Low_48hr_53	PPI_Ylip_Ctrl_5hr_11	PPI_Ylip_Ctrl_24hr_37	PPI_Ylip_Low_48hr_47	PPI_Ylip_Osc_72hr_06	PPI_Ylip_Low_72hr_54	PPI_Ylip_Low_4hr_34	PPI_Ylip_Osc_47hr_05	PPI_Ylip_Ctrl_4hr_09	PPI_Ylip_Low_4hr_50	PPI_Ylip_Low_24hr_52	PPI_Ylip_Osc_72hr_30	PPI_Ylip_Ctrl_48hr_39	PPI_Ylip_Ctrl_4hr_33	PPI_Ylip_Ctrl_72hr_29	PPI_Ylip_Low_72hr_48	PPI_Ylip_Osc_72hr_18	PPI_Ylip_Low_72hr_42	PPI_Ylip_Low_5hr_36	PPI_Ylip_Osc_3hr_20	PPI_Ylip_Ctrl_72hr_17	PPI_Ylip_Low_48hr_40	PPI_Ylip_Low_5hr_45	PPI_Ylip_Osc_4hr_10	PPI_Ylip_Low_24hr_38	PPI_Ylip_Ctrl_48hr_27	PPI_Ylip_Osc_4hr_02	PPI_Ylip_Osc_3hr_08	PPI_Ylip_Ctrl_3hr_07	PPI_Ylip_Osc_5hr_24	PPI_Ylip_Osc_3hr_01	PPI_Ylip_Ctrl_4hr_21	PPI_Ylip_Low_3hr_32	PPI_Ylip_Osc_24hr_14	PPI_Ylip_Low_3hr_43	PPI_Ylip_Ctrl_24hr_13	PPI_Ylip_Osc_4hr_22	PPI_Ylip_Low_5hr_51	PPI_Ylip_Ctrl_48hr_15	PPI_Ylip_Low_24hr_46	PPI_Ylip_Osc_24hr_26	PPI_Ylip_Osc_48hr_16	PPI_Ylip_Osc_5hr_12	PPI_Ylip_Low_3hr_49	PPI_Ylip_Osc_48hr_28	PPI_Ylip_Ctrl_24hr_25	PPI_Ylip_Osc_24hr_04	PPI_Ylip_Ctrl_3hr_19	PPI_Ylip_Ctrl_5hr_23	PPI_Ylip_Ctrl_72hr_41	PPI_Ylip_Ctrl_3hr_31	PPI_Ylip_Osc_5hr_03	PPI_Ylip_Low_4hr_44
6-methoxy-4-methyl-2H-chromen-2-one_RP	25.82714111	26.02987349	26.00162153	25.05018398	26.28475214	22.15652996	23.28803224	26.14689713	25.88665024	26.45372067	25.5596795	22.89088675	26.11912627	26.0741476	24.60940559	25.07135538	22.41852822	27.21932558	25.76943616	21.59375461	21.11202193	22.9875571	25.19319026	24.92868789	20.66122635	25.9132959	25.94816249	22.40436492	22.10856927	26.7550282	21.75895507	25.66372805	21.30915675	20.82942054	25.455281	21.63349063	21.80553189	26.09941052	25.65759275	25.36402839	25.71250934	25.19130991	26.25380632	26.00806145	26.53804116	25.86700358	24.47160551	24.77864457	25.89207222	26.63634472	25.65243024	22.19531726	26.50408407	25.88092308
6-Methylcoumarin_RP	22.81033699	24.30231396	22.99450866	22.36238222	23.70641165	23.76398111	22.67122269	22.80954393	23.16762715	23.206958	23.28398411	18.98739804	23.97664363	23.48577093	22.36441453	23.89776739	24.33374348	23.95184637	23.40379799	23.61160693	22.80711718	18.86213758	22.84932769	23.48886268	23.16426248	23.4549003	23.63550115	19.24160895	23.04372008	23.03794327	21.8103117	23.34880762	21.82132691	22.65927911	23.44380374	23.43780695	23.26470932	22.84937309	23.27006381	23.37622608	23.84087615	23.25676265	23.41705705	23.06792619	24.17591969	23.73029578	22.64866592	23.13769471	23.69217017	23.18140329	24.32804418	23.8529678	22.99455207	23.0264493
"7,8-dimethylalloxazine (lumichrome)_RP"	26.7267934	25.66144557	26.75436441	26.00708534	26.67977679	25.91294111	18.33711537	26.50291978	26.08546811	26.54754706	25.99171557	26.88625044	25.82979085	25.87272485	26.54312333	25.72541524	26.33808262	25.97034511	25.84602509	27.30271167	26.11335358	18.89090598	26.01975401	26.80587341	26.78921725	26.32426955	26.09046862	27.00668446	27.03156128	26.31059933	20.02778844	26.2926621	19.73938031	26.27627664	26.46566681	26.33840904	18.16613182	26.35383887	26.43326711	25.6593458	26.67282586	26.11070348	25.68734856	26.41081543	26.15170672	26.1668093	25.72922504	26.12020455	26.06421894	26.7960615	25.94009615	20.4198667	26.71024977	26.49830612
Acetyl-L-Carnitine_RP	23.76353585	26.53942589	27.53199215	26.29205186	27.15739424	26.49455906	22.81859534	27.69301502	26.87844849	23.8579256	21.69440809	28.20765299	26.92153508	26.54982712	27.43247622	21.518417	27.60948976	26.30761926	27.64081364	23.11462582	27.65185775	21.756029	25.167597	27.65428361	20.07516994	27.64093538	26.58201849	28.96277582	26.58128582	27.4457909	28.80751524	27.70270626	29.15637528	28.57029927	27.70568429	28.36708229	26.82440185	27.87022409	27.83230905	25.81467685	27.11450166	27.71866778	26.63323471	26.22301121	25.96955489	27.15422008	26.14696574	27.6158373	23.86281225	28.38771923	26.01328426	29.01104986	28.13911784	27.69081056
Acetylcarnitine_RP	29.55072673	28.30369611	29.47695993	29.86453085	28.18800568	30.13054426	29.63610961	28.88014879	29.97630641	29.65689964	29.2051719	29.0871051	30.44410024	30.60847184	28.96594975	30.01389772	28.49445452	30.30657113	28.36589431	29.93013423	28.84071408	30.3658551	28.84445246	29.42469054	28.94791381	29.1877457	30.03108572	28.96465824	28.82913619	29.1337631	30.14324897	28.50487658	29.37678498	29.05646282	29.47194802	29.13261641	29.85345186	29.01289317	29.55352952	30.07070156	28.67422566	29.3765886	29.75922863	29.84126443	29.20189224	30.12805448	29.44452473	29.26693052	29.50866879	29.24720442	30.95737099	29.61293793	29.47306469	29.02059743
Acetylcholine_RP	21.59169279	24.53624467	24.07832409	25.50012856	25.06947154	26.68863715	27.47813181	24.78743835	26.30911778	23.69091876	23.89572653	24.57830426	27.19396059	26.16463789	24.18531913	26.66504575	26.94797362	27.02289708	25.36117412	24.85008144	23.7323657	26.10166897	25.16145288	25.38547882	23.50159262	24.28301877	26.23195994	24.58249828	24.53996992	24.14365152	25.01362972	23.66394789	24.95770138	23.80299106	24.772107	23.87571327	25.38242277	24.47240604	24.7055181	25.63248357	24.65766757	24.47617812	26.25808863	23.51816413	23.37056791	17.04658051	25.00409283	24.80978732	23.68489305	24.41899593	26.52097365	24.27009035	15.09761502	25.09726845
Adenine_RP	29.73806755	25.96985662	28.63976466	29.46584139	25.33453937	28.25317722	27.37321576	28.01748249	28.44324056	29.58197626	29.41355243	26.27979427	28.48746741	29.84588646	27.95645843	30.34733583	26.8590933	28.53702693	25.88352559	30.17097141	26.52079674	29.67943958	25.47603375	27.98429511	29.63542556	25.50506344	29.67046673	27.7669711	25.85261704	26.83324484	29.27340385	27.43751806	28.3488869	26.09268042	27.06438933	25.61703031	29.67049127	28.10462771	28.06386094	29.6726653	25.16017223	26.70447529	28.39567849	28.08947314	26.46011381	28.45486981	28.78646508	27.63170749	27.94877624	28.93526012	29.79622917	26.81484245	28.89524373	26.96521417
ADENOSINE_RP	24.85763537	19.98163327	24.00482014	24.80981957	18.10040881	23.67987325	17.01589675	23.2749879	23.83614416	25.09819103	24.61761306	20.70612752	23.59813464	25.14196961	23.41621874	25.89055651	21.55890151	24.20455688	20.27378263	25.63140393	23.07071522	25.81141034	15.0902272	23.52580136	25.00332465	19.96995103	25.30881868	23.9273377	21.83132574	21.93673919	25.48834318	23.07909106	19.54777624	21.94734901	22.19753771	21.08319249	25.23047199	23.3637249	23.67739457	25.19089575	18.61418352	21.79376187	23.84273605	23.54934172	22.47827169	23.80352077	24.41673858	23.56769849	23.822677	24.22932365	25.30378461	22.31640323	24.25241535	22.02265103
Adenosine 5'-monophosphate_RP	25.12840228	24.58068791	25.4666859	22.49043008	25.45186656	23.55105343	22.56884738	25.25538288	24.0916396	25.08778819	24.90047637	23.75635395	24.83467278	24.45757052	25.07448872	23.35732097	24.80353592	24.68514383	24.56775101	23.30489305	24.22649993	22.99049826	25.13849809	25.41194609	24.54057098	25.22913601	24.23585575	24.69565354	23.44481132	25.2099263	24.62138414	25.06540693	23.85543996	24.69577668	24.4033407	25.15960074	23.74579467	25.16620499	25.34908561	22.50981386	25.94832723	25.34937822	24.76821645	25.4249683	24.92497121	25.17228752	23.43678	25.00608173	25.23952943	25.46160857	24.05702176	24.6804473	25.4578785	25.25048597
Allysine (not validated)_RP	30.03758256	29.797265	29.19052974	28.43892702	30.06560138	28.75697668	30.69802101	29.37058872	28.71342235	29.17757983	30.30875988	30.65473215	28.54833266	28.26619424	29.60702483	28.20706382	28.65382984	28.970308	29.01700012	30.68139977	27.6063875	27.22650594	30.08404673	30.18511407	30.46181023	30.53691752	28.4064649	30.85768322	27.49930175	30.0250224	30.73304716	30.50525786	31.20633107	30.03899236	28.27836664	30.53618321	28.93743421	29.85375682	30.20256933	28.61437384	29.95674184	28.64848711	28.73243044	29.58063521	30.58968732	29.07409665	28.85779437	28.25291677	29.26318252	30.11698265	28.04998	30.50072172	30.3667624	30.28121676
ALPHA-AMINOADIPATE_RP	28.8868342	27.77254202	28.97091255	27.69434093	28.02585811	27.57716036	25.83633714	28.7577216	27.36841665	28.8998277	28.68967674	28.56700782	27.22563072	27.15152076	29.04716401	26.33280917	28.12224239	27.29513969	27.25566212	29.24965369	28.26211208	27.26040658	27.79531233	28.45366932	28.95570481	28.18573428	27.21167668	29.21750552	28.47526769	27.98451447	28.2253889	28.00599613	28.64439517	28.24684528	28.17764275	28.87069008	27.99142544	28.87017715	28.38335059	27.38479208	27.97084905	28.0266758	27.30836162	28.53814688	28.20983688	27.24990837	27.91263674	28.18667995	28.13817899	28.88399622	26.93813372	26.65474163	28.79704305	28.34026978
AMINOADIPATE_RP	26.55579287	25.82026427	26.71883571	25.46935727	26.20182443	25.38887553	24.25430194	26.27808149	25.37534677	26.3094779	26.7993698	27.20144564	25.6272222	25.25618005	26.48906376	24.32776584	25.59403545	25.30608663	25.27297691	27.08199278	26.3607617	25.76408063	26.78669568	26.66521425	26.25914398	25.37926014	25.19029874	27.39477771	24.91423394	26.32003726	27.50242505	26.82013146	27.35970372	26.43999507	25.72383587	26.98847848	24.46070706	26.66893788	26.76930187	23.84124123	25.99902432	25.77637073	25.52452755	26.02210102	26.87068588	26.18393879	25.62805619	25.91798111	25.8553201	26.04540729	25.21799666	26.00439908	26.83952762	25.82085357
Amphetamine_RP	21.8012214	21.64282406	22.04997427	21.4486236	21.4529747	21.94962182	23.63657293	21.24112453	22.10670963	21.34050935	21.513953	22.4670521	22.73783814	22.04369486	21.65204119	22.26871491	21.71828854	22.22811967	21.53162852	20.80236947	20.90177492	21.68159804	22.70811096	21.5287351	21.49394974	22.19084493	21.89774081	20.74633728	20.79669339	20.93470536	21.49492371	21.7589018	21.63544837	21.19075707	22.15208761	20.64393697	21.91877951	21.04577444	21.35025465	22.28680311	21.71345857	21.58857288	21.96241332	21.43308194	21.52877309	22.5257174	21.40721247	21.33240921	21.57589882	21.59242325	22.55148164	20.92245111	20.09257545	20.88054911
Arginine_RP	28.61394334	28.75598094	28.66699731	28.22554455	28.5689475	26.6469594	28.55037	28.5482014	26.77652076	29.51222892	29.98003235	29.20913638	26.78795018	26.98053657	28.93110197	27.24064495	26.1049708	26.665991	27.56902814	29.09605605	30.02431184	27.14541328	29.3867809	27.69419433	29.42368112	29.20287833	26.75891016	29.34642934	30.05653413	29.66749485	29.14493005	29.96708083	29.65193796	29.59741197	27.80264225	29.51763856	28.9316953	28.95372965	27.95698279	26.74850955	28.13110185	29.18575912	26.41939555	28.37400308	30.05658748	26.92769987	27.77343035	27.79219969	30.06301145	28.27585816	26.95503182	30.27065591	28.33316178	28.44872302
Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_RP	33.32336642	30.99443263	33.55258729	31.33422996	32.00144588	31.04837871	32.41958765	33.66373704	31.63014254	33.42279087	33.3573662	31.78893073	31.59992328	31.47888081	32.53080975	31.057304	31.32896559	31.52414721	31.25958084	33.03474922	32.75735589	30.96620737	32.16948668	33.26415451	33.59674795	32.33584674	31.15271951	33.10232401	33.04638353	33.66755734	33.16019262	33.73734533	33.3017747	32.86675986	31.82081103	32.48478564	31.60568914	33.60565428	33.30599777	30.80555287	32.47260803	31.52447317	31.58378603	33.30449114	33.46614559	31.53234312	30.92000968	31.67068195	33.60214615	33.43453854	31.40356171	33.52499364	33.38008077	33.13087302
Caffeine_RP	22.77765643	20.48215495	23.92265769	21.67330304	21.03635763	25.91916047	27.10343266	22.00411386	20.67515296	21.99599779	19.97262285	25.82380349	20.37670543	20.91604705	21.53060995	20.60327772	26.05449496	23.65851354	19.89323352	25.87265395	25.56701074	26.02903953	20.96625809	19.62600729	25.28714934	24.30736354	24.06865859	25.75492776	25.76996504	22.53520936	26.11191511	20.17546061	26.07680426	25.23788059	19.94711397	20.68428208	25.51304822	21.12151137	21.35520378	22.02801525	19.53458331	20.58356252	21.04460685	20.45012876	23.4196943	21.96934733	21.06584437	22.24795155	19.30581539	20.00408122	20.28412619	25.73359145	20.70685854	20.12562392
Calcium (+)-pantothenate_RP	29.20301454	28.50893675	29.96732676	28.9308001	28.96543964	29.11504382	29.66128182	29.30260303	29.19495493	28.76505664	28.2996296	29.15190378	28.89351415	29.44210599	29.44360133	29.66229508	29.09675889	29.26866875	28.59740811	21.85203287	28.8900756	29.86278453	28.85184237	29.33151416	28.87144375	29.01162391	29.45891432	29.48818	29.35060419	29.15790933	30.28502876	28.9587335	30.07821678	28.91015987	28.726402	28.86602287	29.33787208	29.23244752	29.41314613	29.48823769	28.78444734	28.33152167	28.92881011	29.62323229	29.07512736	29.24475507	28.65448356	28.46079709	28.78819611	29.84432881	29.89357623	29.64044196	29.91138125	29.14844155
Choline_RP	21.80557449	21.58566817	21.24541853	32.32689694	23.7518181	32.59910374	33.49657063	29.74965428	22.27382212	22.57727935	22.93921832	32.28352349	22.80075187	22.78512236	30.02646564	22.80461864	32.67156472	22.59446701	22.5472422	30.90678038	29.08876279	32.78793881	23.77891501	30.74570165	30.53856232	21.80794657	32.60708865	30.02569384	29.23330347	21.20139793	30.70111061	22.59984779	30.33829133	30.184689	21.55052057	21.27302659	32.70627367	21.8642644	29.75904394	21.55343918	22.85072391	21.65755635	22.57777655	22.9530779	23.43309377	22.51710304	21.24505051	32.35013579	22.98976493	22.48747454	21.47648454	30.30908775	22.81561206	20.70529236
Citrulline_RP	26.59098616	24.53028177	27.09800296	25.28738654	24.19726464	22.88008502	25.36625315	24.88141087	24.49164161	25.87996961	25.52047417	25.50607668	24.40507446	25.20572562	25.77419313	24.4815181	23.76689881	22.97898837	23.82952333	26.73583836	26.03535529	23.82536863	24.85539285	26.72451122	26.16777666	25.01100242	24.38518247	25.78306876	25.73783389	26.05334192	26.86730532	26.54878495	25.55000307	26.37737267	25.87936725	24.92979509	25.44728719	24.87445324	25.76987431	24.73814333	24.95435927	26.33433943	24.05323843	27.1137811	25.51494459	25.51036246	25.6030032	25.50177686	26.16818548	26.19544987	24.0449123	27.04902831	26.27458765	25.37403282
Cyclohexanamine_RP	24.10596195	23.45127815	25.20390835	19.41574832	24.05124677	21.72737356	18.8163813	23.55296184	19.91064233	23.12370225	21.59072496	23.79704041	19.69083825	19.99226378	23.49485289	18.05780155	18.01511484	21.02988052	21.47992326	21.68339258	19.4846426	18.39152903	23.6637568	26.08500347	23.81782999	23.66618086	19.90583673	24.05412722	22.42367293	22.39278133	21.17533163	20.7317141	20.44188456	20.81874227	20.96812494	24.17675611	17.20896274	23.60298496	24.13744134	20.2772126	24.7149069	21.44424932	18.33624238	25.08776257	21.48961749	19.58627613	18.93848955	20.35099224	20.72733033	24.79797541	20.98056172	19.99081115	25.077619	25.07084609
Cysteinylglycine_RP	20.26767382	24.52960364	23.52161048	24.00516234	25.05249585	24.99388019	22.55733895	23.18750665	24.91624911	21.56547645	19.16655927	24.95013492	24.86858936	24.49259871	23.54796417	20.20828232	25.24287739	24.95786442	24.43571232	20.64704254	23.40059901	21.44204273	24.73800929	23.90370767	18.98408693	24.63702086	24.80331375	19.38786204	22.60084322	22.53786363	19.26553031	23.20365871	21.36136297	22.79756549	24.49317501	23.23258142	24.63980655	23.41955628	23.25830028	24.89542887	24.97861052	23.67180418	24.62601594	23.46172344	20.42396589	24.89687044	23.76331016	24.53612567	20.55925157	23.1823565	24.87232747	23.31080384	23.45139913	23.53646683
CYTIDINE MONOPHOSPHATE_RP	25.09285244	22.70678991	21.17893253	24.66821706	23.63149056	24.53453807	19.64868293	19.733456	24.25439456	25.13314688	24.81102402	18.47856782	24.69236279	25.0200418	20.30560911	27.70023645	23.8025098	24.54142497	23.44443957	23.41241353	17.78077947	24.77776903	23.5986829	20.37093954	22.82244907	23.16342412	25.04307952	17.84925931	16.58926049	20.20044003	18.13224896	20.51053212	17.43999132	18.18079746	25.26418983	19.86507092	20.07260951	19.87325846	20.13171958	24.83056757	22.8211957	24.43009514	24.22796682	20.65401221	21.65248067	24.56555979	24.38450498	24.85193919	24.40883832	21.99666487	24.99891578	17.32343749	20.36557149	19.89117843
D-2-Aminoadipic acid_RP	28.8868342	27.7736451	24.03448365	27.69659226	17.38264481	27.57716036	28.75679391	28.75772144	27.36841665	28.8998277	28.68967674	28.56700797	27.22563056	27.15152076	29.04716388	26.33280917	28.12224239	27.29513969	27.25566212	29.24965369	28.26824289	27.26040658	27.79531233	28.45366932	28.95570481	16.81896555	27.21167668	29.21750543	28.47526769	27.98451447	29.45706216	28.00599613	29.5117248	28.24684528	28.17764275	28.87069008	27.99142544	28.87017715	28.38580123	27.38479208	27.97084905	16.55277386	27.30836162	24.16946507	28.21326954	17.73087905	27.91332103	28.18673225	28.13817899	28.88419413	20.5825148	29.11753001	28.79704321	28.34026969
D-Pantothenic Acid_RP	21.14738104	28.50893675	29.96762154	28.9308001	18.92651661	29.11504382	29.66128182	29.30303174	18.31795909	21.06761593	20.80402667	29.15190378	18.68642249	19.92818306	29.44434809	29.66229508	29.09675878	29.26868045	19.29078532	29.66077918	28.88986316	29.86278439	19.95172295	29.33201839	28.87144392	18.12792381	18.61801091	29.48804568	29.35060419	20.24637311	30.28502876	19.59912664	30.0782169	28.9101689	28.72737606	28.86665731	29.33572768	29.23245945	29.41358761	29.48823769	19.43185607	28.33152167	19.72631418	20.26197506	20.91649047	18.92163007	28.65594757	28.45911164	20.98721237	29.84457236	29.89407659	29.64044196	29.91147704	29.14855006
D-Sorbitol_RP	28.6989325	31.02541041	29.31241878	30.42916803	31.49279503	32.44757448	33.61218575	28.50324091	32.06099835	28.32684865	28.18030031	31.80073849	32.01589464	31.96537987	29.49021827	32.35305492	33.55888416	32.34550264	31.07589527	31.14331453	29.07041615	33.69582503	31.63236712	29.20668758	29.54501846	30.30250601	31.67459181	29.87914985	29.56190716	27.47074818	31.06421019	27.62359715	30.40800196	29.06319905	31.34220185	29.13514954	31.88641385	28.27125387	29.77216379	31.98154054	30.73544642	30.11720194	31.88503793	28.97931029	28.18497069	31.58460484	30.72341947	31.82438697	27.74590725	29.03578474	32.44536624	29.7607002	28.42219412	28.33598722
Dicyclohexylamine_RP	21.08159288	21.32635501	21.40434808	20.52045744	21.73996663	22.03378187	23.14400541	20.84922607	21.57807399	20.88696896	20.60195514	21.75116809	21.98774322	22.11210066	20.81190988	22.70185044	21.85675589	22.58894985	21.90545819	21.69349494	20.89222706	22.00229316	21.23516292	20.81766443	21.67593274	21.37566481	21.3310043	21.70450348	21.52797737	20.28303647	22.68331957	20.7163231	22.1938489	21.2656439	21.0336691	20.88227861	21.27932124	20.99672058	21.29641788	21.57133866	21.69638438	20.76664921	21.59153159	21.66204724	20.74217838	22.25827394	20.81829681	21.56929086	21.64517048	20.99526377	21.69527159	21.53532604	20.78056612	20.31127625
Diethyl-phthalate_RP	23.71963735	22.7392953	23.17841838	22.59342955	22.85334585	25.37926014	26.60735622	22.68483969	22.59372287	26.27056721	23.37576002	25.00050348	22.9996336	23.44674555	22.86244247	24.07678329	25.5655675	24.2132813	22.85972563	25.24715946	23.07032149	25.37926014	23.60306652	22.22591678	23.59920578	22.73347749	23.40120005	25.12433772	25.11261327	22.80987388	25.46281502	23.14543043	25.55572882	24.5282842	22.77301378	22.51983715	24.9601748	22.70083628	22.77982512	23.04091223	22.34865839	22.30050016	23.04021558	23.44374431	23.61728758	23.27144162	22.61322729	22.79196173	24.03392535	23.09077248	23.26016189	25.23251536	22.59812556	22.2639277
Diethyltoluamide_RP	23.8778285	21.96394609	24.34604761	24.06810606	22.51988312	18.12028593	20.93179719	23.7818072	24.13065487	24.18723273	22.21846476	18.94198764	24.3968521	24.37725313	23.88308826	24.38192609	18.71223467	24.39827212	23.47762009	19.57305093	18.17487134	19.75816341	24.25024809	22.34534294	23.78527079	24.22681793	24.03697441	18.40195211	18.66409812	23.65839232	18.79834909	23.97480136	17.54485994	23.29292012	24.24338295	22.04820555	19.42616367	23.79203111	21.94433778	24.11689888	22.74056433	23.8414143	24.18801755	23.98468615	22.1729092	24.75211843	23.72577918	23.68035512	24.04721099	23.77940204	24.27216854	16.52987253	22.6532976	22.01066242
DL-Pipecolinic acid_RP	25.86713593	25.56783656	26.66167057	26.94012099	26.32007229	27.83066659	27.9279833	25.80438046	27.63775355	26.29779917	25.56136677	26.91576352	27.66276856	27.63698018	25.72931334	28.09280707	27.1274727	28.0799808	26.10696927	26.45211778	25.97459742	28.37633271	26.21205657	26.04684188	25.86569116	26.53277656	27.73968518	26.49038602	26.84209513	25.38289047	26.8416123	25.63424301	27.29424208	25.34725842	26.59745195	25.72103661	27.38802066	25.62537732	25.81821401	27.81696381	26.41577687	26.19580079	27.52240851	26.6439767	25.52816449	27.5768545	26.55637863	26.3530474	26.00569297	26.12212451	28.17036059	25.88840687	26.32089688	25.75382579
FA 18:3+1O_RP	25.97737629	25.74015117	26.41739606	26.18063475	26.5076177	25.86742012	27.45750921	26.19900507	26.58383482	26.1319426	26.02986118	26.00589293	26.50274771	26.85296336	26.43369786	26.62689196	26.27698462	27.65894277	26.24846472	26.04406026	25.85838011	26.11245284	26.71360617	26.31317769	25.3590021	26.35378942	26.55348526	25.72670987	26.153705	26.00793263	26.71257183	25.93654098	26.76954799	25.20557923	26.39436057	26.30526708	25.89535491	26.03006511	26.39121341	25.7721185	26.39201087	26.34630197	26.60473218	26.07684028	26.17101377	26.60735797	26.04617555	25.54883287	26.01384152	26.18963536	26.81409787	25.76693167	26.22480577	25.91845449
Gabapentin_RP	24.60995318	25.42022187	25.0034743	24.69741904	25.64284643	21.71638095	22.55855322	24.78968404	25.38317351	24.58858224	24.50262324	22.00452613	25.39950079	25.46701993	24.44312281	25.54223582	21.99246486	25.80367289	25.37926014	20.73203665	21.01346904	21.76477002	25.77072071	25.15342041	24.77376641	25.36340811	25.5549095	21.18513544	20.91906774	24.29143445	21.95258538	24.56301887	21.90652518	24.74645203	25.26570502	24.83098381	21.11986349	24.60683215	25.0400962	25.37926014	25.49460499	25.11999502	25.31630406	24.73151988	25.16346673	25.42894848	24.59842582	25.32039809	24.78551877	24.98406717	25.64794111	21.35786081	24.69445186	24.61368007
Glutamic acid_RP	33.50301777	33.31344773	33.74239001	33.01738511	33.38168749	32.76432923	32.4344786	33.32874651	32.61700103	32.63089801	33.15756076	32.08187599	32.28785588	32.16611558	33.28484572	32.51707183	33.20343731	32.54270817	31.8897909	32.11732208	32.25633486	31.0643686	33.71619744	33.4171515	33.01186552	33.15420053	32.50772827	31.59058248	31.53163818	32.6749617	33.96622538	33.11428859	31.82359696	32.60003594	33.0366685	32.53965752	32.89331982	33.16211931	33.20506163	32.49152653	33.16693466	32.96157276	32.4303041	33.41598812	32.36418462	32.29078472	32.8936618	32.95788044	32.41844859	33.4419199	32.61277672	32.01433363	32.66698877	32.66078484
Glutathione_RP	NA	31.01056302	29.38502955	30.47521813	31.73287457	31.77864876	32.3904922	29.62955463	31.7526066	NA	16.23349434	31.30144672	31.39112038	31.03179389	29.79846595	20.9688352	32.04250639	31.60392218	30.73823887	NA	28.9215056	31.20383929	31.39477016	30.2311955	NA	30.8549449	31.13327925	29.52742007	28.74191579	28.61022094	30.10389634	29.32978888	30.00612817	29.02241831	31.23198671	29.50964607	31.1209638	29.53941775	29.65276624	31.39489252	31.41605658	30.38827995	31.42347976	29.36375964	24.10270891	31.32025774	30.20356319	31.11779708	18.67524131	29.56340013	31.58810992	29.47287154	29.71776623	29.9096479
Gly-Leu_RP	24.40784296	22.89904838	24.82475247	25.91082731	23.06059144	22.55924334	19.88281666	24.39461724	22.60472078	25.12689039	24.48918621	23.58859351	22.91877681	24.19251169	24.79012087	25.1650481	23.14108002	22.46351212	23.38100095	25.23862822	24.18279183	23.84955606	23.40655951	23.18048299	24.79798883	23.37269513	24.1236893	25.36232554	25.14160227	24.71911588	25.43582525	24.67326008	25.19200138	24.68338447	23.61827639	24.14857963	25.37926014	24.3576954	23.95886844	23.6582465	22.86519557	23.01930803	22.46752883	24.08400914	23.63016447	23.23561801	25.27396998	23.62223215	23.98301142	24.60173244	24.19674239	24.81036061	24.53150058	23.81927315
Guanine_RP	25.2622295	24.06532499	23.56014416	26.73214316	23.70181546	24.53103998	26.8034382	22.1114313	24.90629071	26.31422194	25.51037968	24.16467925	25.35901949	26.75675944	23.12762043	28.42386725	24.60841778	25.05201238	23.8461381	25.76022725	22.90121089	26.43459611	23.87902909	23.70085466	26.05962257	23.01988503	26.79623748	22.07307865	22.61037698	22.48928512	21.91852176	22.66166661	23.60726436	22.33168454	24.03213733	22.55215247	27.1682698	22.9761046	23.09870287	26.13848231	23.27429644	23.62706325	25.01954468	23.51786908	22.95623312	24.78329979	26.48219536	24.20718768	23.71171294	23.65993432	26.54324398	23.30897031	23.24652204	22.36280917
hexadecanedioic acid_RP	26.50753874	25.37926014	26.63526613	26.28578589	27.38870457	25.98069179	25.0130177	26.51921956	27.17040301	26.72902113	27.00066295	23.72279501	26.74252975	26.2940126	26.80638861	25.37926014	24.0263224	27.89621406	26.90080343	25.99922664	25.3499058	25.57836026	26.11000441	26.35978013	24.42253679	25.69880767	25.71553496	25.45996997	25.50116611	26.30174379	25.73994297	25.4586921	25.36784743	25.07356817	25.06505783	26.55294087	24.74405578	26.58310069	25.75623994	24.91458348	27.4583046	26.67372659	26.14684093	25.97141282	25.38460349	26.9661048	26.13366541	24.21067634	26.00954928	26.72652033	27.16907762	25.34673511	26.6569771	26.48791593
Hyodeoxycholic acid_RP	25.49486287	20.9584109	19.94866728	21.45179521	25.37926014	26.78535364	23.58754036	19.25625654	27.12568224	24.33509901	26.72225245	26.22620744	26.37796557	27.17559255	19.08271251	20.1901849	26.6647501	20.84645517	25.89049181	26.01238234	25.31492592	26.25581614	25.92673653	19.97272242	26.5051228	25.95141004	21.19819741	21.72604553	20.75557317	25.29673867	22.44469265	24.64297509	22.59942318	26.53612955	21.0244498	19.97709102	20.84906138	27.45914417	19.30286196	21.350146	25.21923399	25.32357183	25.60180526	25.19756773	25.37391678	28.14707586	20.98164514	19.6864917	25.26924644	26.18030173	21.16921691	20.99809433	26.46983285	25.24075076
Hypoxanthine_RP	26.6858581	24.6252899	27.49537469	25.76931314	24.1578808	22.07129385	20.42413786	27.12190616	22.97666655	26.12336505	27.60528617	19.25515598	23.59980381	24.04060419	27.51314689	20.00022637	19.97014207	22.21247419	26.10592857	22.51244186	22.77679563	20.29952244	24.20779025	27.05006718	26.4098387	24.94594337	23.68001048	21.38152426	22.75030124	28.09624185	22.89091553	27.88669783	22.33100082	23.32846919	25.82743025	26.87356943	21.26369754	27.31157557	27.25729373	23.33735326	22.16381312	23.88670118	23.1387316	27.27791266	27.88180385	24.56596481	25.61808808	24.58061429	27.55471365	26.88817825	23.36857996	28.40903506	26.90810409	26.68185522
