Metabolite name	PPI_Ylip_Ctrl_5hr_35	PPI_Ylip_Low_48hr_53	PPI_Ylip_Ctrl_5hr_11	PPI_Ylip_Ctrl_24hr_37	PPI_Ylip_Low_48hr_47	PPI_Ylip_Osc_72hr_06	PPI_Ylip_Low_72hr_54	PPI_Ylip_Low_4hr_34	PPI_Ylip_Osc_47hr_05	PPI_Ylip_Ctrl_4hr_09	PPI_Ylip_Low_4hr_50	PPI_Ylip_Low_24hr_52	PPI_Ylip_Osc_72hr_30	PPI_Ylip_Ctrl_48hr_39	PPI_Ylip_Ctrl_4hr_33	PPI_Ylip_Ctrl_72hr_29	PPI_Ylip_Low_72hr_48	PPI_Ylip_Osc_72hr_18	PPI_Ylip_Low_72hr_42	PPI_Ylip_Low_5hr_36	PPI_Ylip_Osc_3hr_20	PPI_Ylip_Ctrl_72hr_17	PPI_Ylip_Low_48hr_40	PPI_Ylip_Low_5hr_45	PPI_Ylip_Osc_4hr_10	PPI_Ylip_Low_24hr_38	PPI_Ylip_Ctrl_48hr_27	PPI_Ylip_Osc_4hr_02	PPI_Ylip_Osc_3hr_08	PPI_Ylip_Ctrl_3hr_07	PPI_Ylip_Osc_5hr_24	PPI_Ylip_Osc_3hr_01	PPI_Ylip_Ctrl_4hr_21	PPI_Ylip_Low_3hr_32	PPI_Ylip_Osc_24hr_14	PPI_Ylip_Low_3hr_43	PPI_Ylip_Ctrl_24hr_13	PPI_Ylip_Osc_4hr_22	PPI_Ylip_Low_5hr_51	PPI_Ylip_Ctrl_48hr_15	PPI_Ylip_Low_24hr_46	PPI_Ylip_Osc_24hr_26	PPI_Ylip_Osc_48hr_16	PPI_Ylip_Osc_5hr_12	PPI_Ylip_Low_3hr_49	PPI_Ylip_Osc_48hr_28	PPI_Ylip_Ctrl_24hr_25	PPI_Ylip_Osc_24hr_04	PPI_Ylip_Ctrl_3hr_19	PPI_Ylip_Ctrl_5hr_23	PPI_Ylip_Ctrl_72hr_41	PPI_Ylip_Ctrl_3hr_31	PPI_Ylip_Osc_5hr_03	PPI_Ylip_Low_4hr_44
[6]-Gingerol_RP	25.30497063	25.92255454	25.5483786	25.29868076	25.78020317	23.77139717	24.70899089	25.30450784	25.93401584	25.35148389	25.48343164	23.62990571	26.00405936	26.18269147	25.54733729	26.12938971	23.63832274	26.85769292	25.839466	23.46169641	23.20507032	23.69287347	26.18538071	25.53306439	25.33182111	25.80760839	26.12387431	23.47093901	23.43088491	25.93851615	23.58933702	25.20026543	23.73912816	25.37926014	25.65317245	25.65781154	23.11827817	25.05888907	25.87084826	25.63593584	25.78594178	25.58312585	26.22362919	25.71144638	25.60452909	25.85902658	25.12530899	25.51422695	25.26170255	25.42133491	26.25529494	23.35780364	25.79621669	25.20004459
"1-(2-hydroxy-4,6-dimethoxyphenyl)ethanone_RP"	20.99410311	24.75827837	20.99322039	20.87473379	22.33271611	24.63648537	25.89130362	21.14446911	22.05874507	20.67585817	20.39823635	25.1227663	22.07012106	22.1751789	26.49847783	24.85633833	24.88908512	22.23446142	21.86134706	25.69169327	25.46266878	24.88930438	22.92833362	24.75455631	24.80635107	22.0287533	22.35354391	25.25082955	24.79986903	20.47321446	25.49620382	20.97203471	25.78329661	26.36274352	24.75959138	25.50443533	24.00927332	20.95646694	25.01959017	24.79673847	22.31709157	21.53487182	21.85773331	21.2429279	21.37418853	22.29395614	23.95030648	24.49508466	21.73765272	20.31403762	25.08360343	26.93548782	19.51457514	20.82726074
1-Monostearin_RP	27.83011949	21.64245395	21.85433489	21.38873715	26.36314909	29.14534644	23.00805948	22.37357001	26.18729007	27.7152869	28.10479663	29.17504143	29.30130626	28.84238873	20.20821484	22.11123047	29.58408886	22.99611762	28.62264061	23.48068381	28.06749998	23.07897346	29.13196275	23.05308362	27.82087924	28.16787225	22.61827498	22.19062472	21.07463986	27.86341379	21.47535886	28.08532315	19.683128	28.54445209	21.39998672	21.86594067	21.05632473	20.24449631	20.9981238	26.26854476	25.98464546	26.27576752	29.71616742	28.1729045	27.13048798	25.47231248	20.36622169	25.26865738	27.82159552	27.80127851	21.21922618	20.79836763	28.65522872	27.91064111
"1,3-diphenylguanidine_RP"	18.9497898	19.81969208	17.94549671	18.78251162	20.98911865	17.77561163	20.08803756	18.90094588	19.6894605	22.29271218	18.13549145	18.8100588	21.39253822	19.65751986	19.21323993	20.35654224	18.33144291	22.84164424	18.71693742	19.07025059	21.77327445	21.09165374	20.88871411	18.19262703	19.77508208	21.41319368	19.07337946	17.7554353	17.20244777	18.53260691	18.78034432	19.02651303	21.7797409	20.28245769	20.0971666	20.76540514	18.13967243	20.82277872	18.31210758	21.51040603	19.04441605	20.93474641	20.73251059	18.52060632	18.69556198	21.38149924	18.48446552	18.74647347	18.36903768	18.59672102	23.47305905	21.45031664	19.73043456	19.28390734
10-HYDROXYDECANOATE_RP	23.74313965	24.4107365	24.34580282	24.1036205	24.54522281	25.1081044	24.36726011	24.0459747	24.9319185	24.12392979	23.68310542	23.30940843	24.88567776	24.90349513	24.01229843	24.75885987	23.11370285	25.33013067	24.5943245	23.09825707	22.29234681	23.23617765	25.14412299	23.96512866	22.68376306	24.67868901	24.90092912	23.19982388	23.01091812	23.76734047	23.6567162	24.37279615	24.14478194	22.73624284	24.39292112	23.95131304	22.81571569	23.75960527	24.01553982	24.43338594	24.76625936	24.10446806	24.39747361	24.45283862	24.43850503	24.52927205	23.91505102	24.3503149	24.60814124	24.17644883	25.23045595	23.84016666	24.01148002	23.71672476
2-O-Methyladenosine_RP	19.92372302	22.55671043	20.80619645	23.50895925	19.79075609	20.87744176	24.7163014	20.58585753	22.05560092	19.97008729	19.4004631	22.41573686	21.35985568	22.79574601	20.45355988	22.21795051	21.56720909	21.30093253	23.66974922	20.18433499	20.56043149	22.51216025	22.00483867	19.76364739	19.62309544	22.34289989	22.91530284	20.92462684	21.04263329	20.7890261	20.34974468	20.90388016	20.51915712	21.19301254	22.40220594	20.03785098	23.6617479	20.47601985	20.34190685	22.57030717	21.24361691	22.56826906	21.48379024	20.81609132	20.36670557	22.39106215	22.99589404	23.85785187	11.46637911	20.70627507	22.32238272	21.36223041	21.06571995	20.15216802
2-Piperidone; CE10; XUWHAWMETYGRKB-UHFFFAOYSA-N_RP	25.65745412	25.98938296	27.35666346	27.27544563	26.64184554	25.08533018	28.24692118	27.47151115	25.96368989	26.04081966	26.17601616	26.28363394	26.00463038	25.99168057	27.58535741	25.26564915	26.73375565	25.94542753	26.64148396	26.11944838	28.29607392	25.84079994	26.68341643	27.31506962	25.81974773	26.18744605	26.41213847	27.61655652	28.59558823	27.90315887	27.44893467	28.65149187	27.95012052	28.52644816	27.78244533	28.01713518	27.15849709	27.24108057	27.417199	25.8835908	26.56064617	26.51486835	26.46972943	27.1705091	28.91937297	27.16580085	27.21541962	27.64580652	27.73374024	26.89518284	25.597468	28.96140413	26.89612753	27.44224066
"2,2'-(Tetradecylimino)diethanol_RP"	25.39349238	25.85503405	25.87347828	25.44927034	26.1555448	26.27279226	26.47922349	25.45920819	25.91682544	25.78698822	25.50062825	26.19636588	25.94500491	26.1241027	25.89953935	26.30009942	26.45874455	26.83069248	25.77823584	26.10304333	25.63497874	26.38780416	26.53217602	25.84882212	25.84965884	25.78843652	26.12604489	26.10150346	26.04073859	25.37562981	26.48442888	25.5865758	26.39228731	25.65659583	25.70931534	25.6914605	25.98369893	25.20018374	25.60843299	26.17459084	25.97949942	25.499091	25.99583085	25.60384038	25.72923255	26.0653995	25.63327597	25.98591591	25.70062682	25.67550231	26.34835305	26.18691717	25.50258438	25.22754575
"2,2',2''-Nitrilotriethanol_RP"	16.18254547	21.96248866	NA	20.85545381	16.39912045	17.82440033	23.55882631	NA	18.31917964	14.52073882	15.46091615	23.43148258	NA	NA	17.00606931	16.99908087	16.6920242	NA	14.9161154	19.05286891	14.2485639	17.51598803	16.62888991	17.68551646	18.31373455	15.148551	NA	17.6171839	20.10410134	16.45695641	19.76400759	15.65551829	17.82523955	16.86707954	NA	NA	16.4438374	NA	15.11027115	20.60858201	15.51323889	NA	17.14401985	14.73398648	17.22508074	16.48603227	16.2307087	17.69763814	14.79231616	14.31557677	NA	22.41622747	NA	17.57793711
3-Formylindole_RP	26.94057175	22.94846077	23.89014461	24.59206656	23.02273365	23.57444117	25.25507004	23.66661745	23.55907066	27.67131896	27.00641129	22.77134199	23.55004575	24.18192919	23.88032389	27.55976785	23.88746047	23.90774048	23.47906198	23.60092318	22.42111623	24.24883175	23.58676652	23.14808881	22.98717641	23.54069938	23.83732868	22.71283861	23.40211873	24.06429606	22.5094706	24.03026435	22.40947121	23.86180091	23.81956754	23.55551319	25.05636447	23.6699655	23.6095153	23.67234203	23.39919746	23.54386442	23.68443705	24.06583097	23.55643349	24.06030682	24.27345097	23.59903535	24.58470556	23.72779567	24.25642407	22.48632643	23.75261471	23.41632264
"3,4-Dihydroxy-L-phenylalanine_RP"	21.74718599	23.43510949	21.19142021	22.19129713	24.0944198	18.77782597	20.4700873	20.51919713	24.40563033	21.75068141	22.13626742	18.73176248	24.38972961	24.19707779	19.94014763	22.2049292	19.10217455	23.30119287	24.41359247	21.17798588	19.92381097	18.74509823	23.5272389	20.08790956	22.291321	23.79138276	22.4153512	19.73717758	21.01524781	20.6612787	19.1637494	20.12133868	19.6852224	18.799401	23.31815623	18.28041389	17.73628634	20.29382797	20.01485113	22.78546121	23.60948377	23.61049131	23.62890819	22.15482592	21.22809225	23.63676835	21.64195638	22.25253629	20.88754237	20.93331146	24.35849428	18.92969751	20.10143025	20.20489638
3`-Aminoacetophenone_RP	25.49376581	26.16493387	26.13815308	25.62194121	27.17087198	26.67355576	21.98638954	25.38397632	26.73461388	26.06552096	24.98618126	26.45892973	26.49288082	26.45895176	24.75284784	26.62180383	26.65784811	27.93385037	26.28473536	25.36285995	25.22933859	26.6495973	25.7567609	24.90807998	25.76540634	26.36081333	26.45068891	25.58961194	25.20396671	25.5174302	25.89720898	25.46362489	20.30024061	25.07440084	25.88233306	25.64919608	25.72731042	25.51174375	25.54135041	26.23624993	26.24270659	25.40914206	26.32137008	26.05293533	26.32566667	26.6066889	25.26665396	25.67411918	25.8616089	25.53138694	26.42336926	26.19826087	25.38569327	25.38448746
4-Aminobenzoic acid_RP	23.14422628	23.45739127	17.96369207	22.66567935	23.69490799	17.69216561	19.09832824	22.85599975	23.37229269	22.97916868	18.106327	17.84006894	22.7434508	22.85573399	22.60683656	17.86795163	18.59795199	23.25455801	22.69998037	17.49368242	17.57619976	18.70507587	23.54164834	23.72491406	18.74824031	23.11393898	22.89487348	17.96050455	16.78710087	22.54946395	17.4005676	22.404217	17.78648777	16.02099827	23.82205158	22.56364887	17.13806048	22.73639264	22.90500051	23.12622264	23.70198728	23.08873445	22.62248187	18.496943	22.52919543	23.34298866	22.8111131	17.53872948	22.7468042	23.12384018	22.88365723	16.8494475	22.92511316	22.67754899
5-HYDROXYINDOLEACETATE_RP	22.86270976	23.39375897	24.2938622	23.81046381	24.41782339	21.09412421	19.90681805	23.54185759	20.89061532	23.46135576	23.17482672	24.36750171	21.32304231	22.19430379	23.34507737	21.43551919	16.89903242	21.38694893	23.91555446	23.1431905	21.04044378	21.47069094	24.49945596	23.57138237	22.67811379	24.51048877	21.86370196	24.17474005	23.20739914	24.62874946	18.10344434	24.72078988	20.93157124	24.55522529	22.82618815	23.58404123	17.84655896	23.01528795	23.53169649	21.36551297	24.04389654	22.95954593	21.12728889	24.44766817	24.34652263	22.13310498	23.55467149	22.95721174	25.13576277	23.95150711	21.55733477	25.08066244	23.67714154	23.07541271
5-VALEROLACTONE_RP	24.9660539	25.71739244	25.32693121	25.67831085	24.70893186	26.26981115	25.04581611	25.34398829	26.06524712	25.47520916	26.19348307	25.41033811	26.2667745	26.06428643	25.3271343	26.14607059	26.19845147	26.36936276	25.36409044	26.27947499	25.81056974	26.18606397	26.5138439	24.95164322	25.62324662	25.04267759	26.08359068	25.96480557	25.93362315	25.6654928	26.07139746	26.43384033	26.32968904	26.11556354	25.75501193	25.41758887	22.53121145	25.37937291	25.21490219	25.89773691	25.26391528	24.81614471	26.12614115	25.21188399	26.48742632	26.23640035	25.62691321	25.56724635	25.69962415	25.18376483	26.28330266	25.15494504	25.09001124	25.252469
6-methoxy-4-methyl-2H-chromen-2-one_RP	25.82714111	26.02987349	26.00162153	25.05018398	26.28475214	22.15652996	23.28803224	26.14689713	25.88665024	26.45372067	25.5596795	22.89088675	26.11912627	26.0741476	24.60940559	25.07135538	22.41852822	27.21932558	25.76943616	21.59375461	21.11202193	22.9875571	25.19319026	24.92868789	20.66122635	25.9132959	25.94816249	22.40436492	22.10856927	26.7550282	21.75895507	25.66372805	21.30915675	20.82942054	25.455281	21.63349063	21.80553189	26.09941052	25.65759275	25.36402839	25.71250934	25.19130991	26.25380632	26.00806145	26.53804116	25.86700358	24.47160551	24.77864457	25.89207222	26.63634472	25.65243024	22.19531726	26.50408407	25.88092308
6-Methylcoumarin_RP	22.81033699	24.30231396	22.99450866	22.36238222	23.70641165	23.76398111	22.67122269	22.80954393	23.16762715	23.206958	23.28398411	18.98739804	23.97664363	23.48577093	22.36441453	23.89776739	24.33374348	23.95184637	23.40379799	23.61160693	22.80711718	18.86213758	22.84932769	23.48886268	23.16426248	23.4549003	23.63550115	19.24160895	23.04372008	23.03794327	21.8103117	23.34880762	21.82132691	22.65927911	23.44380374	23.43780695	23.26470932	22.84937309	23.27006381	23.37622608	23.84087615	23.25676265	23.41705705	23.06792619	24.17591969	23.73029578	22.64866592	23.13769471	23.69217017	23.18140329	24.32804418	23.8529678	22.99455207	23.0264493
"7,8-dimethylalloxazine (lumichrome)_RP"	26.7267934	25.66144557	26.75436441	26.00708534	26.67977679	25.91294111	18.33711537	26.50291978	26.08546811	26.54754706	25.99171557	26.88625044	25.82979085	25.87272485	26.54312333	25.72541524	26.33808262	25.97034511	25.84602509	27.30271167	26.11335358	18.89090598	26.01975401	26.80587341	26.78921725	26.32426955	26.09046862	27.00668446	27.03156128	26.31059933	20.02778844	26.2926621	19.73938031	26.27627664	26.46566681	26.33840904	18.16613182	26.35383887	26.43326711	25.6593458	26.67282586	26.11070348	25.68734856	26.41081543	26.15170672	26.1668093	25.72922504	26.12020455	26.06421894	26.7960615	25.94009615	20.4198667	26.71024977	26.49830612
Acetyl-L-Carnitine_RP	23.76353585	26.53942589	27.53199215	26.29205186	27.15739424	26.49455906	22.81859534	27.69301502	26.87844849	23.8579256	21.69440809	28.20765299	26.92153508	26.54982712	27.43247622	21.518417	27.60948976	26.30761926	27.64081364	23.11462582	27.65185775	21.756029	25.167597	27.65428361	20.07516994	27.64093538	26.58201849	28.96277582	26.58128582	27.4457909	28.80751524	27.70270626	29.15637528	28.57029927	27.70568429	28.36708229	26.82440185	27.87022409	27.83230905	25.81467685	27.11450166	27.71866778	26.63323471	26.22301121	25.96955489	27.15422008	26.14696574	27.6158373	23.86281225	28.38771923	26.01328426	29.01104986	28.13911784	27.69081056
Acetylcarnitine_RP	29.55072673	28.30369611	29.47695993	29.86453085	28.18800568	30.13054426	29.63610961	28.88014879	29.97630641	29.65689964	29.2051719	29.0871051	30.44410024	30.60847184	28.96594975	30.01389772	28.49445452	30.30657113	28.36589431	29.93013423	28.84071408	30.3658551	28.84445246	29.42469054	28.94791381	29.1877457	30.03108572	28.96465824	28.82913619	29.1337631	30.14324897	28.50487658	29.37678498	29.05646282	29.47194802	29.13261641	29.85345186	29.01289317	29.55352952	30.07070156	28.67422566	29.3765886	29.75922863	29.84126443	29.20189224	30.12805448	29.44452473	29.26693052	29.50866879	29.24720442	30.95737099	29.61293793	29.47306469	29.02059743
Acetylcholine_RP	21.59169279	24.53624467	24.07832409	25.50012856	25.06947154	26.68863715	27.47813181	24.78743835	26.30911778	23.69091876	23.89572653	24.57830426	27.19396059	26.16463789	24.18531913	26.66504575	26.94797362	27.02289708	25.36117412	24.85008144	23.7323657	26.10166897	25.16145288	25.38547882	23.50159262	24.28301877	26.23195994	24.58249828	24.53996992	24.14365152	25.01362972	23.66394789	24.95770138	23.80299106	24.772107	23.87571327	25.38242277	24.47240604	24.7055181	25.63248357	24.65766757	24.47617812	26.25808863	23.51816413	23.37056791	17.04658051	25.00409283	24.80978732	23.68489305	24.41899593	26.52097365	24.27009035	15.09761502	25.09726845
Adenine_RP	29.73806755	25.96985662	28.63976466	29.46584139	25.33453937	28.25317722	27.37321576	28.01748249	28.44324056	29.58197626	29.41355243	26.27979427	28.48746741	29.84588646	27.95645843	30.34733583	26.8590933	28.53702693	25.88352559	30.17097141	26.52079674	29.67943958	25.47603375	27.98429511	29.63542556	25.50506344	29.67046673	27.7669711	25.85261704	26.83324484	29.27340385	27.43751806	28.3488869	26.09268042	27.06438933	25.61703031	29.67049127	28.10462771	28.06386094	29.6726653	25.16017223	26.70447529	28.39567849	28.08947314	26.46011381	28.45486981	28.78646508	27.63170749	27.94877624	28.93526012	29.79622917	26.81484245	28.89524373	26.96521417
ADENOSINE_RP	24.85763537	19.98163327	24.00482014	24.80981957	18.10040881	23.67987325	17.01589675	23.2749879	23.83614416	25.09819103	24.61761306	20.70612752	23.59813464	25.14196961	23.41621874	25.89055651	21.55890151	24.20455688	20.27378263	25.63140393	23.07071522	25.81141034	15.0902272	23.52580136	25.00332465	19.96995103	25.30881868	23.9273377	21.83132574	21.93673919	25.48834318	23.07909106	19.54777624	21.94734901	22.19753771	21.08319249	25.23047199	23.3637249	23.67739457	25.19089575	18.61418352	21.79376187	23.84273605	23.54934172	22.47827169	23.80352077	24.41673858	23.56769849	23.822677	24.22932365	25.30378461	22.31640323	24.25241535	22.02265103
Adenosine 5'-monophosphate_RP	25.12840228	24.58068791	25.4666859	22.49043008	25.45186656	23.55105343	22.56884738	25.25538288	24.0916396	25.08778819	24.90047637	23.75635395	24.83467278	24.45757052	25.07448872	23.35732097	24.80353592	24.68514383	24.56775101	23.30489305	24.22649993	22.99049826	25.13849809	25.41194609	24.54057098	25.22913601	24.23585575	24.69565354	23.44481132	25.2099263	24.62138414	25.06540693	23.85543996	24.69577668	24.4033407	25.15960074	23.74579467	25.16620499	25.34908561	22.50981386	25.94832723	25.34937822	24.76821645	25.4249683	24.92497121	25.17228752	23.43678	25.00608173	25.23952943	25.46160857	24.05702176	24.6804473	25.4578785	25.25048597
Allysine (not validated)_RP	30.03758256	29.797265	29.19052974	28.43892702	30.06560138	28.75697668	30.69802101	29.37058872	28.71342235	29.17757983	30.30875988	30.65473215	28.54833266	28.26619424	29.60702483	28.20706382	28.65382984	28.970308	29.01700012	30.68139977	27.6063875	27.22650594	30.08404673	30.18511407	30.46181023	30.53691752	28.4064649	30.85768322	27.49930175	30.0250224	30.73304716	30.50525786	31.20633107	30.03899236	28.27836664	30.53618321	28.93743421	29.85375682	30.20256933	28.61437384	29.95674184	28.64848711	28.73243044	29.58063521	30.58968732	29.07409665	28.85779437	28.25291677	29.26318252	30.11698265	28.04998	30.50072172	30.3667624	30.28121676
ALPHA-AMINOADIPATE_RP	28.8868342	27.77254202	28.97091255	27.69434093	28.02585811	27.57716036	25.83633714	28.7577216	27.36841665	28.8998277	28.68967674	28.56700782	27.22563072	27.15152076	29.04716401	26.33280917	28.12224239	27.29513969	27.25566212	29.24965369	28.26211208	27.26040658	27.79531233	28.45366932	28.95570481	28.18573428	27.21167668	29.21750552	28.47526769	27.98451447	28.2253889	28.00599613	28.64439517	28.24684528	28.17764275	28.87069008	27.99142544	28.87017715	28.38335059	27.38479208	27.97084905	28.0266758	27.30836162	28.53814688	28.20983688	27.24990837	27.91263674	28.18667995	28.13817899	28.88399622	26.93813372	26.65474163	28.79704305	28.34026978
AMINOADIPATE_RP	26.55579287	25.82026427	26.71883571	25.46935727	26.20182443	25.38887553	24.25430194	26.27808149	25.37534677	26.3094779	26.7993698	27.20144564	25.6272222	25.25618005	26.48906376	24.32776584	25.59403545	25.30608663	25.27297691	27.08199278	26.3607617	25.76408063	26.78669568	26.66521425	26.25914398	25.37926014	25.19029874	27.39477771	24.91423394	26.32003726	27.50242505	26.82013146	27.35970372	26.43999507	25.72383587	26.98847848	24.46070706	26.66893788	26.76930187	23.84124123	25.99902432	25.77637073	25.52452755	26.02210102	26.87068588	26.18393879	25.62805619	25.91798111	25.8553201	26.04540729	25.21799666	26.00439908	26.83952762	25.82085357
Amphetamine_RP	21.8012214	21.64282406	22.04997427	21.4486236	21.4529747	21.94962182	23.63657293	21.24112453	22.10670963	21.34050935	21.513953	22.4670521	22.73783814	22.04369486	21.65204119	22.26871491	21.71828854	22.22811967	21.53162852	20.80236947	20.90177492	21.68159804	22.70811096	21.5287351	21.49394974	22.19084493	21.89774081	20.74633728	20.79669339	20.93470536	21.49492371	21.7589018	21.63544837	21.19075707	22.15208761	20.64393697	21.91877951	21.04577444	21.35025465	22.28680311	21.71345857	21.58857288	21.96241332	21.43308194	21.52877309	22.5257174	21.40721247	21.33240921	21.57589882	21.59242325	22.55148164	20.92245111	20.09257545	20.88054911
Arginine_RP	28.61394334	28.75598094	28.66699731	28.22554455	28.5689475	26.6469594	28.55037	28.5482014	26.77652076	29.51222892	29.98003235	29.20913638	26.78795018	26.98053657	28.93110197	27.24064495	26.1049708	26.665991	27.56902814	29.09605605	30.02431184	27.14541328	29.3867809	27.69419433	29.42368112	29.20287833	26.75891016	29.34642934	30.05653413	29.66749485	29.14493005	29.96708083	29.65193796	29.59741197	27.80264225	29.51763856	28.9316953	28.95372965	27.95698279	26.74850955	28.13110185	29.18575912	26.41939555	28.37400308	30.05658748	26.92769987	27.77343035	27.79219969	30.06301145	28.27585816	26.95503182	30.27065591	28.33316178	28.44872302
Betaine; CE30; CE10; KWIUHFFTVRNATP-UHFFFAOYSA-N_RP	33.32336642	30.99443263	33.55258729	31.33422996	32.00144588	31.04837871	32.41958765	33.66373704	31.63014254	33.42279087	33.3573662	31.78893073	31.59992328	31.47888081	32.53080975	31.057304	31.32896559	31.52414721	31.25958084	33.03474922	32.75735589	30.96620737	32.16948668	33.26415451	33.59674795	32.33584674	31.15271951	33.10232401	33.04638353	33.66755734	33.16019262	33.73734533	33.3017747	32.86675986	31.82081103	32.48478564	31.60568914	33.60565428	33.30599777	30.80555287	32.47260803	31.52447317	31.58378603	33.30449114	33.46614559	31.53234312	30.92000968	31.67068195	33.60214615	33.43453854	31.40356171	33.52499364	33.38008077	33.13087302
Caffeine_RP	22.77765643	20.48215495	23.92265769	21.67330304	21.03635763	25.91916047	27.10343266	22.00411386	20.67515296	21.99599779	19.97262285	25.82380349	20.37670543	20.91604705	21.53060995	20.60327772	26.05449496	23.65851354	19.89323352	25.87265395	25.56701074	26.02903953	20.96625809	19.62600729	25.28714934	24.30736354	24.06865859	25.75492776	25.76996504	22.53520936	26.11191511	20.17546061	26.07680426	25.23788059	19.94711397	20.68428208	25.51304822	21.12151137	21.35520378	22.02801525	19.53458331	20.58356252	21.04460685	20.45012876	23.4196943	21.96934733	21.06584437	22.24795155	19.30581539	20.00408122	20.28412619	25.73359145	20.70685854	20.12562392
Calcium (+)-pantothenate_RP	29.20301454	28.50893675	29.96732676	28.9308001	28.96543964	29.11504382	29.66128182	29.30260303	29.19495493	28.76505664	28.2996296	29.15190378	28.89351415	29.44210599	29.44360133	29.66229508	29.09675889	29.26866875	28.59740811	21.85203287	28.8900756	29.86278453	28.85184237	29.33151416	28.87144375	29.01162391	29.45891432	29.48818	29.35060419	29.15790933	30.28502876	28.9587335	30.07821678	28.91015987	28.726402	28.86602287	29.33787208	29.23244752	29.41314613	29.48823769	28.78444734	28.33152167	28.92881011	29.62323229	29.07512736	29.24475507	28.65448356	28.46079709	28.78819611	29.84432881	29.89357623	29.64044196	29.91138125	29.14844155
Choline_RP	21.80557449	21.58566817	21.24541853	32.32689694	23.7518181	32.59910374	33.49657063	29.74965428	22.27382212	22.57727935	22.93921832	32.28352349	22.80075187	22.78512236	30.02646564	22.80461864	32.67156472	22.59446701	22.5472422	30.90678038	29.08876279	32.78793881	23.77891501	30.74570165	30.53856232	21.80794657	32.60708865	30.02569384	29.23330347	21.20139793	30.70111061	22.59984779	30.33829133	30.184689	21.55052057	21.27302659	32.70627367	21.8642644	29.75904394	21.55343918	22.85072391	21.65755635	22.57777655	22.9530779	23.43309377	22.51710304	21.24505051	32.35013579	22.98976493	22.48747454	21.47648454	30.30908775	22.81561206	20.70529236
Citrulline_RP	26.59098616	24.53028177	27.09800296	25.28738654	24.19726464	22.88008502	25.36625315	24.88141087	24.49164161	25.87996961	25.52047417	25.50607668	24.40507446	25.20572562	25.77419313	24.4815181	23.76689881	22.97898837	23.82952333	26.73583836	26.03535529	23.82536863	24.85539285	26.72451122	26.16777666	25.01100242	24.38518247	25.78306876	25.73783389	26.05334192	26.86730532	26.54878495	25.55000307	26.37737267	25.87936725	24.92979509	25.44728719	24.87445324	25.76987431	24.73814333	24.95435927	26.33433943	24.05323843	27.1137811	25.51494459	25.51036246	25.6030032	25.50177686	26.16818548	26.19544987	24.0449123	27.04902831	26.27458765	25.37403282
Cyclohexanamine_RP	24.10596195	23.45127815	25.20390835	19.41574832	24.05124677	21.72737356	18.8163813	23.55296184	19.91064233	23.12370225	21.59072496	23.79704041	19.69083825	19.99226378	23.49485289	18.05780155	18.01511484	21.02988052	21.47992326	21.68339258	19.4846426	18.39152903	23.6637568	26.08500347	23.81782999	23.66618086	19.90583673	24.05412722	22.42367293	22.39278133	21.17533163	20.7317141	20.44188456	20.81874227	20.96812494	24.17675611	17.20896274	23.60298496	24.13744134	20.2772126	24.7149069	21.44424932	18.33624238	25.08776257	21.48961749	19.58627613	18.93848955	20.35099224	20.72733033	24.79797541	20.98056172	19.99081115	25.077619	25.07084609
Cysteinylglycine_RP	20.26767382	24.52960364	23.52161048	24.00516234	25.05249585	24.99388019	22.55733895	23.18750665	24.91624911	21.56547645	19.16655927	24.95013492	24.86858936	24.49259871	23.54796417	20.20828232	25.24287739	24.95786442	24.43571232	20.64704254	23.40059901	21.44204273	24.73800929	23.90370767	18.98408693	24.63702086	24.80331375	19.38786204	22.60084322	22.53786363	19.26553031	23.20365871	21.36136297	22.79756549	24.49317501	23.23258142	24.63980655	23.41955628	23.25830028	24.89542887	24.97861052	23.67180418	24.62601594	23.46172344	20.42396589	24.89687044	23.76331016	24.53612567	20.55925157	23.1823565	24.87232747	23.31080384	23.45139913	23.53646683
CYTIDINE MONOPHOSPHATE_RP	25.09285244	22.70678991	21.17893253	24.66821706	23.63149056	24.53453807	19.64868293	19.733456	24.25439456	25.13314688	24.81102402	18.47856782	24.69236279	25.0200418	20.30560911	27.70023645	23.8025098	24.54142497	23.44443957	23.41241353	17.78077947	24.77776903	23.5986829	20.37093954	22.82244907	23.16342412	25.04307952	17.84925931	16.58926049	20.20044003	18.13224896	20.51053212	17.43999132	18.18079746	25.26418983	19.86507092	20.07260951	19.87325846	20.13171958	24.83056757	22.8211957	24.43009514	24.22796682	20.65401221	21.65248067	24.56555979	24.38450498	24.85193919	24.40883832	21.99666487	24.99891578	17.32343749	20.36557149	19.89117843
D-2-Aminoadipic acid_RP	28.8868342	27.7736451	24.03448365	27.69659226	17.38264481	27.57716036	28.75679391	28.75772144	27.36841665	28.8998277	28.68967674	28.56700797	27.22563056	27.15152076	29.04716388	26.33280917	28.12224239	27.29513969	27.25566212	29.24965369	28.26824289	27.26040658	27.79531233	28.45366932	28.95570481	16.81896555	27.21167668	29.21750543	28.47526769	27.98451447	29.45706216	28.00599613	29.5117248	28.24684528	28.17764275	28.87069008	27.99142544	28.87017715	28.38580123	27.38479208	27.97084905	16.55277386	27.30836162	24.16946507	28.21326954	17.73087905	27.91332103	28.18673225	28.13817899	28.88419413	20.5825148	29.11753001	28.79704321	28.34026969
