
                                              MFCS/win                    Report printed:                2025-02-06 12:53:19
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_31_control                Batch created:            2025-01-21 09:50:50

 Experiment Start:          2025-01-21 09:50:50                 Experiment Stop:          2025-01-24 08:54:29

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

21-01-2025 09:50:51             0.000                  94.6

21-01-2025 09:51:51             0.017                  93.8
21-01-2025 09:52:06             0.021                  93.4
21-01-2025 09:52:21             0.025                  92.9

21-01-2025 09:52:36             0.029                  86.3
21-01-2025 09:52:51             0.034                  84.6
21-01-2025 09:53:06             0.038                  80.9

21-01-2025 09:53:21             0.042                  78.0
21-01-2025 09:53:36             0.046                  76.4

21-01-2025 09:55:21             0.075                  77.1
21-01-2025 09:55:36             0.079                  78.0
21-01-2025 09:55:51             0.084                  79.7

21-01-2025 09:56:06             0.088                  81.8
21-01-2025 09:57:06             0.104                  81.0

21-01-2025 09:57:21             0.109                  80.8
21-01-2025 10:00:06             0.154                  81.7
21-01-2025 10:00:21             0.159                  81.9

21-01-2025 10:10:51             0.334                  81.1
21-01-2025 10:11:06             0.338                  80.8

21-01-2025 10:16:06             0.421                  80.2
21-01-2025 10:16:21             0.425                  79.7
21-01-2025 10:20:51             0.500                  79.1

21-01-2025 10:21:06             0.504                  79.2
21-01-2025 10:21:21             0.509                  82.2
21-01-2025 10:25:36             0.579                  81.3

21-01-2025 10:25:51             0.584                  81.1
21-01-2025 10:28:06             0.621                  80.3

21-01-2025 10:28:21             0.625                  82.4
21-01-2025 10:29:36             0.646                  81.4
21-01-2025 10:29:51             0.650                  81.2

21-01-2025 10:34:06             0.721                  80.2
21-01-2025 10:34:21             0.725                  80.0

21-01-2025 10:35:06             0.738                  79.3
21-01-2025 10:35:21             0.742                  79.0
21-01-2025 10:36:21             0.759                  78.1

21-01-2025 10:36:36             0.763                  78.0


21-01-2025 10:44:36             0.896                  77.0
21-01-2025 10:44:51             0.900                  76.9

21-01-2025 10:50:51             1.000                  76.5
21-01-2025 10:54:36             1.063                  75.7
21-01-2025 10:54:51             1.067                  75.2

21-01-2025 10:58:36             1.129                  74.3
21-01-2025 10:58:51             1.134                  74.2

21-01-2025 11:05:06             1.238                  73.6
21-01-2025 11:05:21             1.242                  73.2
21-01-2025 11:07:51             1.284                  72.5

21-01-2025 11:08:06             1.288                  74.4
21-01-2025 11:08:36             1.296                  74.0

21-01-2025 11:08:51             1.300                  73.3
21-01-2025 11:09:21             1.309                  72.4
21-01-2025 11:09:36             1.313                  72.1

