
                                              MFCS/win                    Report printed:                2025-02-20 13:09:52
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_34_lowo2_2                Batch created:            2025-02-14 12:32:21

 Experiment Start:          2025-02-14 12:32:21                 Experiment Stop:          2025-02-17 12:36:20

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

14-02-2025 12:32:22             0.000                 175.7

14-02-2025 12:32:37             0.004                 178.2
14-02-2025 12:32:52             0.009                 179.6
14-02-2025 12:33:07             0.013                  10.7

14-02-2025 12:33:22             0.017                  9.5
14-02-2025 12:33:37             0.021                 180.6
14-02-2025 12:33:52             0.025                 157.4

14-02-2025 12:34:07             0.029                 163.8
14-02-2025 12:34:22             0.034                 167.1

14-02-2025 12:34:37             0.038                 170.2
14-02-2025 12:34:52             0.042                 172.4
14-02-2025 12:35:07             0.046                 173.9

14-02-2025 12:35:22             0.050                 174.8
14-02-2025 12:35:37             0.054                 175.7

14-02-2025 12:35:52             0.059                 176.7
14-02-2025 12:36:07             0.063                 177.3
14-02-2025 12:36:22             0.067                 177.8

14-02-2025 12:36:37             0.071                 178.5
14-02-2025 12:37:07             0.079                 179.4

14-02-2025 12:37:22             0.084                 180.1
14-02-2025 12:37:37             0.088                 180.7
14-02-2025 12:37:52             0.092                 181.6

14-02-2025 12:38:07             0.096                 182.6
14-02-2025 12:38:22             0.100                 176.4
14-02-2025 12:38:37             0.104                 171.8

14-02-2025 12:39:07             0.113                 172.5
14-02-2025 12:39:22             0.117                  3.8

14-02-2025 12:39:52             0.125                  3.3
14-02-2025 12:40:07             0.129                  2.2
14-02-2025 12:40:22             0.134                  5.3

14-02-2025 12:40:37             0.138                 104.5
14-02-2025 12:40:52             0.142                 110.4

14-02-2025 12:41:07             0.146                 114.3
14-02-2025 12:41:22             0.150                 117.3
14-02-2025 12:41:37             0.154                 119.4

14-02-2025 12:41:52             0.159                  4.1


14-02-2025 12:42:07             0.163                  2.3
14-02-2025 12:42:22             0.167                  26.3

14-02-2025 12:42:37             0.171                 111.3
14-02-2025 12:42:52             0.175                 123.7
14-02-2025 12:43:07             0.179                 129.7

14-02-2025 12:43:22             0.184                 132.6
14-02-2025 12:43:37             0.188                 134.2

14-02-2025 12:43:52             0.192                 134.9
14-02-2025 12:44:07             0.196                 100.3
14-02-2025 12:44:52             0.209                 100.4

14-02-2025 12:45:07             0.213                  75.4
14-02-2025 12:50:22             0.300                  74.4

14-02-2025 12:50:37             0.304                  74.4
14-02-2025 12:54:22             0.367                  73.4
