
                                              MFCS/win                    Report printed:                2025-02-20 13:09:07
                                             Batch Report                                              Pacific Standard Time



 Batch Name:                Biostat2L_33_BDCU2_lowo2_3          Batch created:            2025-02-05 09:53:21

 Experiment Start:          2025-02-05 09:53:21                 Experiment Stop:          2025-02-08 09:58:37

 Started by:                WE42591\BIOSTAT                     Finished by:              WE42591\BIOSTAT



 Raw                                                  PO2_A
                                                    %Sat
  Data
                                                      Value


 Date    /  Time                Age

05-02-2025 09:53:21             0.000                  65.8

05-02-2025 09:53:36             0.004                  60.0
05-02-2025 09:53:51             0.008                  54.0
05-02-2025 09:54:06             0.012                  50.7

05-02-2025 09:54:21             0.017                  49.1
05-02-2025 09:54:36             0.021                  6.3
05-02-2025 09:54:51             0.025                  49.9

05-02-2025 09:55:21             0.033                  50.2
05-02-2025 09:55:36             0.038                  27.5

05-02-2025 09:55:51             0.042                  53.5
05-02-2025 09:56:06             0.046                  54.1
05-02-2025 09:56:21             0.050                  54.9

05-02-2025 09:56:36             0.054                  54.9
05-02-2025 09:56:51             0.058                  56.0

05-02-2025 09:57:06             0.062                  57.0
05-02-2025 09:57:21             0.067                  57.9
05-02-2025 09:57:36             0.071                  58.8

05-02-2025 09:57:51             0.075                  59.4
05-02-2025 09:58:06             0.079                  60.1

05-02-2025 09:58:21             0.083                  60.7
05-02-2025 09:58:51             0.092                  61.4
05-02-2025 09:59:06             0.096                  61.9

05-02-2025 09:59:51             0.108                  62.8
05-02-2025 10:00:06             0.112                  63.0
05-02-2025 10:02:37             0.154                  62.2

05-02-2025 10:02:52             0.159                  61.3
05-02-2025 10:03:52             0.175                  60.6

05-02-2025 10:04:07             0.179                  60.3
05-02-2025 10:06:07             0.213                  59.4
05-02-2025 10:06:22             0.217                  59.2

05-02-2025 10:07:37             0.238                  58.4
05-02-2025 10:07:52             0.242                  58.2

05-02-2025 10:09:07             0.263                  57.3
05-02-2025 10:09:22             0.267                  57.1
05-02-2025 10:11:22             0.300                  56.2

05-02-2025 10:11:37             0.304                  56.1


05-02-2025 10:12:52             0.325                  55.4
05-02-2025 10:13:07             0.329                  54.8

05-02-2025 10:16:52             0.392                  53.8
05-02-2025 10:17:07             0.396                  53.7
05-02-2025 10:19:22             0.434                  52.7

05-02-2025 10:19:37             0.438                  52.6
05-02-2025 10:21:52             0.475                  51.7

05-02-2025 10:22:07             0.479                  51.6
05-02-2025 10:23:21             0.500                  51.2
05-02-2025 10:25:07             0.529                  50.7

05-02-2025 10:25:22             0.534                  50.0
05-02-2025 10:33:22             0.667                  49.1

05-02-2025 10:33:37             0.671                  49.0
05-02-2025 10:37:07             0.729                  48.1
